주소,축종,사육두수,발생일,지역코드,location,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
세종특별자치시 소정면 대곡리,닭-산란계,210000,20161214,133,대전,0.0,0.0,1.1,74.9
세종특별자치시 소정면 대곡리,닭-산란계,60500,20161226,133,대전,3.1,10.8,0.7,92.4
세종특별자치시 부강면 등곡리,닭-산란계,70000,20161206,133,대전,1.2,0.0,1.6,48.4
충청북도 옥천군 옥천읍 구일리,닭-산란계,100000,20161221,133,대전,8.2,20.5,1.6,89.9
세종특별자치시 부강면 등곡리,닭-산란계,70000,20140310,133,대전,2.5,0.0,1.7,51.8
세종특별자치시 소정면 고등리,닭-토종닭,49000,20161225,133,대전,1.3,0.0,0.7,79.1
세종특별자치시 소정면 고등리,닭-산란계,318000,20161215,133,대전,-1.4,0.0,2.1,55.6
세종특별자치시 소정면 대곡리,닭-산란계,25000,20161212,133,대전,4.3,0.0,0.7,56.4
경상북도 상주시 공성면 무곡리,닭-산란계,188000,20201201,137,상주,1.9,0.0,1.0,48.4
경상북도 경주시 안강읍 육통리,닭-산란계,10650,20031224,138,포항,8.4,0.0,2.1,47.5
경상북도 경주시 안강읍 육통리,닭-산란계,10650,20031221,138,포항,1.4,0.0,4.2,36.6
경상북도 포항시 북구 청하면 신흥리,닭-산란계,240000,20210130,138,포항,2.3,0.0,2.6,38.1
경상북도 경주시 안강읍 육통리,닭-산란계,144000,20031224,138,포항,8.4,0.0,2.1,47.5
경상북도 경주시 안강읍 육통리,닭-산란계,144000,20031224,138,포항,8.4,0.0,2.1,47.5
전라북도 익산시 신흥동,오리-육용오리,9600,20150226,140,군산,2.9,0.0,5.5,66.3
전라북도 익산시 금강동,닭-토종닭,26,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 익산시 망성면 무형리,닭-원종계,17000,20101231,140,군산,-5.0,0.5,1.1,79.8
전라북도 익산시 망성면 무형리,닭-원종계,17000,20101231,140,군산,-5.0,0.5,1.1,79.8
전라북도 익산시 신흥동,오리-종오리,8894,20201228,140,군산,5.3,0.0,0.6,88.6
전라북도 익산시 여산면 두여리,닭-원종계,51000,20080423,140,군산,10.6,3.5,5.7,84.3
전라북도 익산시 함열읍 석매리,닭-육계,36000,20170322,140,군산,5.7,0.0,1.7,77.8
전라북도 익산시 오산면 장신리,오리-육용오리,100,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 군산시 옥산면 남내리,닭-토종닭,15,20170609,140,군산,22.7,0.0,3.6,67.3
전라북도 군산시 옥산면 쌍봉리,닭-토종닭,5,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 군산시 옥산면 옥산리,닭-토종닭,4,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 익산시 오산면 장신리,닭-토종닭,13,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 군산시 옥구읍 옥정리,닭-토종닭,6,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 군산시 서수면 축동리,닭-토종닭,15300,20170603,140,군산,17.7,0.3,3.1,65.3
전라북도 군산시 서수면 마룡리,오리-육용오리,7000,20150224,140,군산,2.4,0.0,1.8,79.8
전라북도 익산시 웅포면 고창리,야생조류-고니,0,20140206,140,군산,0.5,0.0,1.5,41.8
전라북도 익산시 월성동,닭-토종닭,10,20170607,140,군산,18.6,3.5,4.6,85.6
전라북도 군산시 회현면 월연리,닭-토종닭,31,20170608,140,군산,20.2,0.0,2.9,73.8
전라북도 익산시 함열읍 다송리,닭-종계,1,20140305,140,군산,2.6,0.0,5.4,53.6
전라북도 익산시 함열읍 석매리,닭-종계,32000,20170322,140,군산,5.7,0.0,1.7,77.8
전라북도 익산시 함열읍 석매리,닭-산란계,150000,20170317,140,군산,5.3,0.0,1.8,67.0
전라북도 익산시 함열읍 석매리,닭-종계,19000,20170323,140,군산,7.3,0.0,1.9,75.5
전라북도 익산시 함열읍 석매리,닭-원종계,13000,20061125,140,군산,9.7,0.0,2.0,58.8
충청남도 서천군 마서면 도삼리,야생오리-가창오리,0,20140122,140,군산,-2.4,0.0,1.0,81.4
전라북도 익산시 오산면 장신리,닭-토종닭,15,20170605,140,군산,20.9,0.0,1.8,54.4
전라북도 익산시 용동면 대조리,닭-종계,44000,20170306,140,군산,2.2,0.0,5.1,55.9
전라북도 익산시 용동면 대조리,닭-종계,65000,20170227,140,군산,3.4,0.0,1.6,69.6
전라북도 익산시 용동면 화배리,닭-백세미,55000,20170306,140,군산,2.2,0.0,5.1,55.9
전라북도 익산시 함열읍 석매리,닭-원종계,13000,20061125,140,군산,9.7,0.0,2.0,58.8
전라북도 익산시 용동면 흥왕리,닭-기타,10000,20080423,140,군산,10.6,3.5,5.7,84.3
충청남도 서천군 화양면 화촌리,야생오리-가창오리,0,20140127,140,군산,0.3,0.0,1.3,72.3
전라북도 군산시 나포면 나포리,야생오리-가창오리,0,20140121,140,군산,-2.9,2.0,3.0,81.8
전라북도 익산시 용안면 칠목리,닭-토종닭,38000,20170402,140,군산,7.3,0.0,2.5,81.4
전라북도 익산시 황등면 죽촌리,닭-원종계,12240,20061128,140,군산,8.2,0.5,3.6,75.6
전라북도 익산시 황등면 죽촌리,닭-종계,19000,20170326,140,군산,6.2,0.0,2.3,72.8
충청남도 서천군 화양면 옥포리,야생오리-가창오리,0,20140122,140,군산,-2.4,0.0,1.0,81.4
대구광역시 수성구 만촌동,닭-육계,6,20080502,143,대구,23.3,0.0,1.5,49.1
대구광역시 달성군 옥포면 본리리,닭-토종닭,50,20140616,143,대구,26.7,0.0,2.1,41.3
대구광역시 동구 도동,닭-토종닭,160,20170621,143,대구,24.2,1.0,1.5,68.1
대구광역시 수성구 만촌동,닭-육계,6,20080502,143,대구,23.3,0.0,1.5,49.1
전라북도 김제시 용지면 신정리,닭-산란계,9000,20150412,146,전주,14.1,0.0,1.5,35.5
전라북도 김제시 용지면 신정리,닭-산란계,20000,20161222,146,전주,7.9,13.8,4.4,92.0
전라북도 김제시 공덕면 회룡리,오리-육용오리,23000,20210115,146,전주,7.9,0.0,2.5,75.3
전라북도 김제시 공덕면 회룡리,오리-육용오리,25000,20161213,146,전주,5.9,0.0,1.6,73.5
전라북도 김제시 금구면 낙성리,오리-육용오리,10500,20141114,146,전주,5.8,1.0,1.1,66.3
전라북도 김제시 금구면 용지리,오리-육용오리,16700,20161121,146,전주,11.2,0.2,1.0,86.3
전라북도 김제시 공덕면 마현리,메추리,290000,20061211,146,전주,3.3,0.0,1.0,64.8
전라북도 김제시 공덕면 동계리,오리-육용오리,12000,20140220,146,전주,1.5,0.0,1.1,60.3
전라북도 김제시 공덕면 공덕리,닭-산란계,110000,20170206,146,전주,0.6,0.0,2.7,61.3
전라북도 김제시 금구면 용지리,오리-종오리,12000,20141107,146,전주,9.9,0.0,1.1,75.6
전라북도 김제시 금구면 용지리,오리-육용오리,12000,20141119,146,전주,5.4,0.0,0.8,60.9
전라북도 김제시 금구면 하신리,닭-기타,35000,20080423,146,전주,11.5,6.5,3.0,76.6
전라북도 김제시 금산면 청도리,닭-기타,920,20080417,146,전주,16.5,0.0,1.9,63.4
전라북도 김제시 만경읍 대동리,오리-육용오리,3100,20210116,146,전주,-1.5,0.0,3.0,63.8
전라북도 김제시 백구면 마산리,닭-기타,15750,20080418,146,전주,16.3,0.0,1.9,58.5
전라북도 김제시 용지면 구암리,닭-산란계,20000,20080418,146,전주,16.3,0.0,1.9,58.5
전라북도 김제시 용지면 반교리,오리-종오리,7380,20140216,146,전주,4.4,0.0,0.9,52.5
전라북도 김제시 용지면 신정리,닭-산란계,65000,20150331,146,전주,14.9,1.0,1.8,82.3
전라북도 김제시 용지면 용수리,닭-산란계,14000,20150405,146,전주,12.7,4.0,0.9,96.9
전라북도 김제시 용지면 용수리,닭-산란계,150000,20161220,146,전주,9.1,0.0,1.0,81.3
전라북도 김제시 용지면 용수리,닭-산란계,14000,20150401,146,전주,14.9,1.0,1.2,92.8
전라북도 완주군 삼례읍 신금리,닭-토종닭,15,20170608,146,전주,19.4,0.0,1.7,77.8
전라북도 전주시 덕진구 송천동2가,야생조류-백로,0,20140308,146,전주,2.2,0.0,1.4,46.0
전라북도 김제시 용지면 용수리,닭-산란계,9500,20150403,146,전주,11.2,12.5,1.7,92.0
전라북도 김제시 용지면 용수리,닭-산란계,10500,20080412,146,전주,13.9,0.0,1.7,61.6
전라북도 김제시 용지면 용수리,닭-산란계,10000,20080412,146,전주,13.9,0.0,1.7,61.6
전라북도 김제시 용지면 용수리,닭-산란계,16000,20080412,146,전주,13.9,0.0,1.7,61.6
전라북도 김제시 용지면 신정리,닭-산란계,15000,20150406,146,전주,11.0,2.0,1.6,85.1
전라북도 김제시 용지면 용암리,닭-산란계,150570,20080403,146,전주,9.4,0.0,2.4,57.6
전라북도 김제시 용지면 용수리,닭-산란계,10000,20150326,146,전주,7.4,0.0,1.3,39.4
전라북도 김제시 용지면 용암리,닭-산란계,40000,20080412,146,전주,13.9,0.0,1.7,61.6
전라북도 김제시 용지면 장신리,닭-산란계,14000,20150411,146,전주,13.1,0.0,1.4,48.1
전라북도 김제시 용지면 장신리,닭-산란계,15000,20150410,146,전주,11.1,0.0,1.4,56.8
전라북도 김제시 청하면 장산리,오리-육용오리,10000,20140304,146,전주,5.7,0.0,1.1,45.6
전라북도 완주군 구이면 계곡리,닭-토종닭,12,20170606,146,전주,19.5,3.1,2.4,65.6
전라북도 전주시 덕진구 용정동,닭-토종닭,46,20170607,146,전주,18.3,0.9,3.1,89.8
전라북도 김제시 용지면 용수리,닭-산란계,18000,20150328,146,전주,10.4,0.0,1.3,31.0
전라북도 김제시 용지면 용수리,닭-산란계,11000,20150331,146,전주,14.9,1.0,1.8,82.3
전라북도 김제시 용지면 용수리,닭-비분류,20000,20161223,146,전주,1.5,2.4,3.7,87.1
전라북도 김제시 용지면 용암리,닭-산란계,60000,20080412,146,전주,13.9,0.0,1.7,61.6
울산광역시 울주군 웅촌면,닭-기타,120,20080501,152,울산,19.2,0.0,2.2,66.9
울산광역시 울주군 상북면 명촌리,닭-육계,3610,20031227,152,울산,0.3,0.0,3.2,29.4
울산광역시 울주군 언양읍 다개리,닭-토종닭,15,20170605,152,울산,18.0,0.0,2.6,69.6
울산광역시 울주군 서생면 나사리,닭-토종닭,7000,20140423,152,울산,16.2,0.0,1.9,46.0
울산광역시 울주군 상북면 명촌리,닭-육계,3610,20031227,152,울산,0.3,0.0,3.2,29.4
울산광역시 남구 상개동,닭-토종닭,73,20150211,152,울산,5.1,0.0,1.9,48.5
울산광역시 남구 상개동,닭-토종닭,91,20150211,152,울산,5.1,0.0,1.9,48.5
울산광역시 남구 상개동,닭-토종닭,236,20170605,152,울산,18.0,0.0,2.6,69.6
울산광역시 울주군 온산읍 삼평리,닭-토종닭,24,20170605,152,울산,18.0,0.0,2.6,69.6
전라남도 나주시 반남면 흥덕리,오리-종오리,5000,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,16000,20140626,156,광주,24.2,0.0,1.5,68.3
전라남도 나주시 반남면 흥덕리,오리-종오리,13536,20140310,156,광주,2.8,0.0,1.6,47.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,10000,20140310,156,광주,2.8,0.0,1.6,47.3
전라남도 나주시 봉황면 옥산리,닭-산란계,214000,20210310,156,광주,10.6,0.0,1.5,45.1
전라남도 나주시 산포면 내기리,오리-육용오리,15000,20170314,156,광주,6.0,0.0,1.8,50.0
전라남도 나주시 산포면 덕례리,오리-육용오리,8370,20141028,156,광주,12.2,0.0,0.9,55.5
전라남도 나주시 산포면 덕례리,오리-육용오리,16700,20141027,156,광주,13.4,0.0,2.2,50.8
전라남도 나주시 반남면 흥덕리,오리-육용오리,1,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 남평읍 광이리,오리-육용오리,34000,20110107,156,광주,-3.7,0.0,2.8,57.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,9000,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,18000,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,16000,20151023,156,광주,18.6,0.0,0.7,78.4
전라남도 나주시 반남면 흥덕리,오리-종오리,5050,20161222,156,광주,8.6,8.4,3.2,88.3
전라남도 나주시 반남면 흥덕리,오리-종오리,16000,20161223,156,광주,2.8,0.9,2.0,82.8
전라남도 나주시 반남면 흥덕리,오리-육용오리,12000,20161223,156,광주,2.8,0.9,2.0,82.8
전라남도 나주시 반남면 흥덕리,오리-종오리,12000,20210211,156,광주,6.4,0.0,1.0,63.6
전라남도 나주시 반남면 덕산리,오리-육용오리,19000,20161230,156,광주,0.3,0.0,1.9,56.5
전라남도 나주시 문평면 옥당리,닭-육계,88000,20110111,156,광주,-2.6,0.3,1.7,56.3
전라남도 나주시 반남면 흥덕리,오리-육용오리,18000,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 산포면 덕례리,오리-육용오리,13600,20110111,156,광주,-2.6,0.3,1.7,56.3
전라남도 나주시 세지면 죽동리,오리-육용오리,22000,20150127,156,광주,0.5,0.0,1.9,61.4
전라남도 나주시 산포면 등수리,오리-육용오리,16500,20180107,156,광주,2.6,2.7,1.0,70.4
전라남도 담양군 담양읍 반룡리,오리-육용오리,11000,20110224,156,광주,8.2,0.0,1.1,63.9
전라남도 담양군 담양읍 만성리,오리-육용오리,30,20141006,156,광주,16.7,0.0,1.7,58.1
전라남도 담양군 담양읍 만성리,오리-기타,11,20150920,156,광주,21.5,0.0,0.9,73.9
전라남도 담양군 담양읍 담주리,오리-육용오리,4,20150916,156,광주,20.0,0.0,2.0,69.6
전라남도 나주시 왕곡면 화정리,오리-육용오리,26000,20170104,156,광주,5.0,0.0,0.8,77.1
전라남도 나주시 세지면 죽동리,오리-육용오리,14800,20150127,156,광주,0.5,0.0,1.9,61.4
전라남도 나주시 세지면 죽동리,오리-육용오리,18000,20150128,156,광주,-1.5,0.0,2.1,53.8
전라남도 나주시 세지면 죽동리,오리-육용오리,14000,20150128,156,광주,-1.5,0.0,2.1,53.8
전라남도 나주시 세지면 죽동리,오리-육용오리,14000,20150128,156,광주,-1.5,0.0,2.1,53.8
전라남도 나주시 세지면 죽동리,오리-육용오리,18000,20150127,156,광주,0.5,0.0,1.9,61.4
전라남도 나주시 동강면 장동리,오리-육용오리,15000,20110108,156,광주,-1.5,0.0,1.3,66.0
전라남도 나주시 세지면 죽동리,오리-육용오리,19300,20150130,156,광주,0.0,0.1,2.5,66.1
전라남도 나주시 세지면 죽동리,오리-육용오리,32000,20201207,156,광주,5.1,0.0,1.3,69.9
전라남도 나주시 세지면 오봉리,오리-종오리,12000,20140125,156,광주,9.1,4.5,2.2,77.1
전라남도 나주시 세지면 오봉리,오리-육용오리,14400,20150209,156,광주,-3.1,0.0,2.2,51.6
전라남도 담양군 용면 쌍태리,닭-토종닭,20,20141001,156,광주,20.7,0.0,1.7,67.0
전라남도 나주시 세지면 동곡리,오리-육용오리,32000,20110107,156,광주,-3.7,0.0,2.8,57.3
전라남도 나주시 산포면 화지리,오리-육용오리,5000,20110111,156,광주,-2.6,0.3,1.7,56.3
전라남도 나주시 산포면 매성리,오리,14900,20031221,156,광주,-0.5,0.0,1.1,68.1
전라남도 나주시 산포면 매성리,오리,14900,20031225,156,광주,2.0,0.0,1.7,72.3
전라남도 나주시 산포면 등수리,오리-육용오리,5200,20141017,156,광주,14.2,0.0,1.2,48.9
전라남도 나주시 산포면 등수리,오리-육용오리,19000,20210323,156,광주,10.1,0.0,2.0,61.4
전라남도 나주시 동강면 장동리,오리-종오리,6000,20140316,156,광주,11.7,0.0,2.2,64.5
전라남도 나주시 공산면 중포리,오리-종오리,23000,20171228,156,광주,0.8,0.0,2.1,49.9
전라남도 나주시 동강면 장동리,오리-종오리,11300,20161210,156,광주,2.6,0.0,1.7,43.9
광주광역시 북구 우산동,오리-육용오리,28,20150916,156,광주,20.0,0.0,2.0,69.6
광주광역시 광산구 신창동,오리-육용오리,10298,20150922,156,광주,22.7,0.0,1.4,66.8
전라남도 나주시 동강면 장동리,오리-종오리,16380,20161207,156,광주,2.4,0.0,0.5,75.5
전라남도 장성군 삼계면 상도리,오리-종오리,8000,20201210,156,광주,6.5,0.0,0.8,55.6
전라남도 장성군 남면 마령리,닭-산란계,2000,20161201,156,광주,7.1,0.7,1.6,71.1
전라남도 나주시 공산면 가송리,닭-산란계,64500,20140406,156,광주,8.3,0.0,2.2,43.8
전라남도 나주시 공산면 가송리,오리-종오리,12000,20140326,156,광주,13.8,19.0,1.6,86.1
전라남도 나주시 공산면 남창리,오리-종오리,4600,20110107,156,광주,-3.7,0.0,2.8,57.3
전라남도 나주시 공산면 동촌리,오리-육용오리,61000,20140326,156,광주,13.8,19.0,1.6,86.1
전라남도 담양군 대전면 대치리,오리-육용오리,14000,20140523,156,광주,22.5,0.0,2.2,65.4
전라남도 담양군 봉산면 대추리,오리-육용오리,1,20140516,156,광주,19.0,0.0,2.1,55.6
전라남도 나주시 공산면 중포리,오리-종오리,27000,20140326,156,광주,13.8,19.0,1.6,86.1
전라남도 나주시 동강면 양지리,오리-육용오리,13700,20140402,156,광주,15.5,0.0,1.5,42.8
전라남도 나주시 공산면 중포리,오리-종오리,25000,20161128,156,광주,6.0,0.0,1.8,58.9
전라남도 나주시 동강면 장동리,오리-육용오리,22800,20201209,156,광주,3.9,0.0,1.0,49.3
전라남도 나주시 노안면 오정리,오리-육용오리,1,20141213,156,광주,-0.7,1.0,2.0,75.6
전라남도 나주시 노안면 영평리,오리-종오리,3000,20140313,156,광주,5.3,7.0,1.7,88.3
전라남도 나주시 노안면 오정리,오리-육용오리,8000,20150914,156,광주,20.8,0.0,1.0,61.4
전라남도 나주시 남평읍 풍림리,오리-육용오리,10000,20141011,156,광주,20.3,0.0,3.6,52.1
전라남도 나주시 남평읍 우산리,오리-육용오리,16500,20161216,156,광주,0.5,0.0,2.0,56.5
전라남도 나주시 남평읍 상곡리,오리-종오리,13415,20161210,156,광주,2.6,0.0,1.7,43.9
전라남도 나주시 남평읍 상곡리,오리-종오리,4928,20161210,156,광주,2.6,0.0,1.7,43.9
부산광역시 기장군 장안읍 오리,닭-토종닭,6000,20170604,159,부산,20.0,0.0,2.3,50.1
부산광역시 기장군 일광면 용천리,닭-토종닭,18,20170607,159,부산,19.2,18.3,4.3,85.0
부산광역시 해운대구 반여동,닭-기타,26,20080510,159,부산,12.8,2.0,5.2,68.9
부산광역시 기장군 일광면 삼성리,닭-토종닭,24,20161215,159,부산,2.2,0.0,3.8,45.3
부산광역시 강서구 대저2동,관상조류-기러기,880,20150113,159,부산,6.1,0.0,1.1,58.0
부산광역시 강서구 대저2동,닭-토종닭,880,20150113,159,부산,6.1,0.0,1.1,58.0
부산광역시 강서구 대저1동,오리-육용오리,229,20080507,159,부산,18.0,0.0,4.4,58.4
부산광역시 기장군 장안읍 장안리,닭-기타,320,20080510,159,부산,12.8,2.0,5.2,68.9
경상남도 통영시 도산면 오륜리,칠면조-비분류,4651,20210218,162,통영,-1.6,0.0,3.5,48.0
경상남도 고성군 마암면 삼락리,오리-육용오리,15000,20161226,162,통영,7.8,21.9,3.3,92.6
경상남도 고성군 마암면 삼락리,오리-육용오리,14000,20210112,162,통영,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 삼락리,오리-육용오리,18500,20210112,162,통영,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 삼락리,오리-육용오리,9800,20210112,162,통영,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 두호리,오리-육용오리,11000,20161225,162,통영,6.7,0.0,2.3,73.0
경상남도 고성군 대가면 갈천리,닭-토종닭,131,20170609,162,통영,21.5,0.0,2.1,71.8
경상남도 고성군 거류면 은월리,오리-육용오리,14000,20150119,162,통영,5.5,0.0,3.6,49.3
경상남도 고성군 거류면 은월리,개-기타,3,20150123,162,통영,4.2,0.0,1.4,73.3
경상남도 고성군 거류면 은월리,닭-토종닭,850,20170610,162,통영,20.9,0.0,2.4,82.3
경상남도 고성군 마암면 삼락리,오리-육용오리,10500,20210111,162,통영,0.2,0.0,1.9,64.6
전라남도 함평군 월야면 외치리,오리-종오리,36000,20140314,164,,,,,
전라남도 무안군 일로읍 지장리,오리-육용오리,11000,20210107,165,목포,-7.5,2.4,6.7,80.0
전라남도 무안군 일로읍 지장리,오리-육용오리,8500,20170315,165,목포,5.3,0.0,3.6,69.8
전라남도 무안군 일로읍 지장리,오리-종오리,8600,20150111,165,목포,2.6,0.0,5.8,83.1
전라남도 무안군 청계면 남성리,닭-산란계,77900,20210101,165,목포,1.3,0.0,3.0,68.5
전라남도 무안군 일로읍 죽산리,오리-육용오리,13200,20150119,165,목포,4.3,0.0,5.9,74.5
전라남도 무안군 현경면 해운리,오리-육용오리,1,20141029,165,목포,13.8,0.0,1.0,79.5
전라남도 무안군 현경면 현화리,오리-육용오리,10600,20140616,165,목포,21.8,0.0,1.5,91.3
전라남도 신안군 암태면 기동리,야생오리-청둥오리,0,20140127,165,목포,2.2,0.0,1.9,77.1
전라남도 신안군 압해읍 신장리,야생조류-기타,0,20140127,165,목포,2.2,0.0,1.9,77.1
전라남도 무안군 현경면 외반리,오리-육용오리,18000,20170105,165,목포,6.1,0.3,1.2,78.0
전라남도 무안군 일로읍 의산리,오리-육용오리,21700,20161119,165,목포,15.1,3.5,1.9,98.0
전라남도 무안군 일로읍 지장리,닭-일괄,32,20150110,165,목포,3.5,0.0,2.8,84.0
전라남도 무안군 일로읍 월암리,닭-토종닭,1,20140927,165,목포,21.6,0.0,2.1,89.4
전라남도 무안군 일로읍 감돈리,오리-육용오리,25150,20150106,165,목포,2.6,0.3,9.1,80.6
전라남도 무안군 삼향읍 왕산리,닭-산란계,96500,20210122,165,목포,7.7,1.1,2.0,95.6
전라남도 무안군 몽탄면 학산리,오리-육용오리,9000,20170310,165,목포,6.1,0.0,2.7,69.8
전라남도 무안군 망운면 피서리,오리-종오리,14500,20170110,165,목포,3.4,0.0,6.4,72.5
전라남도 무안군 일로읍 월암리,오리-육용오리,19,20140927,165,목포,21.6,0.0,2.1,89.4
전라남도 여수시 만흥동,닭-토종닭,20,20110112,168,여수,-2.0,0.0,6.4,40.4
전라남도 곡성군 석곡면 석곡리,오리-육용오리,1,20140926,174,순천,20.0,0.0,1.2,81.4
전라남도 곡성군 옥과면 리문리,닭-토종닭,1,20140926,174,순천,20.0,0.0,1.2,81.4
전라남도 곡성군 옥과면 리문리,오리-육용오리,1,20140725,174,순천,27.4,3.6,3.3,78.6
전라남도 구례군 용방면 신도리,오리-육용오리,16000,20201223,174,순천,0.9,0.0,0.7,82.9
전라남도 구례군 용방면 신도리,오리-육용오리,17400,20150216,174,순천,6.4,3.0,2.0,85.1
전라남도 구례군 용방면 신도리,오리-육용오리,8000,20150129,174,순천,0.2,4.0,1.1,81.5
전라남도 구례군 용방면 신도리,오리-육용오리,12700,20150128,174,순천,-2.4,0.0,2.9,55.0
전라남도 구례군 용방면 신도리,오리-육용오리,9000,20150128,174,순천,-2.4,0.0,2.9,55.0
전라남도 구례군 용방면 신도리,오리-육용오리,7200,20161217,174,순천,2.4,0.0,1.9,63.0
전라남도 곡성군 석곡면 당월리,오리-육용오리,25000,20170324,174,순천,6.8,0.0,1.2,57.9
전라남도 곡성군 겸면 현정리,오리-육용오리,12000,20141107,174,순천,10.3,0.0,1.6,0.0
전라남도 구례군 용방면 용강리,오리-육용오리,15000,20150306,174,순천,3.0,0.0,1.0,62.0
전라남도 구례군 용방면 용정리,오리-육용오리,12000,20150227,174,순천,-0.3,0.0,2.7,43.1
전라남도 구례군 용방면 용정리,오리-육용오리,11500,20150227,174,순천,-0.3,0.0,2.7,43.1
전라남도 순천시 낙안면 검암리,오리-육용오리,18500,20140227,174,순천,9.8,0.0,2.8,64.6
전라남도 구례군 용방면 중방리,오리-육용오리,9000,20150129,174,순천,0.2,4.0,1.1,81.5
전라남도 구례군 용방면 중방리,오리-육용오리,7600,20150129,174,순천,0.2,4.0,1.1,81.5
전라남도 곡성군 곡성읍 대평리,오리-육용오리,20000,20201229,174,순천,2.8,1.9,2.5,84.5
전라남도 구례군 용방면 용정리,오리-육용오리,16500,20201223,174,순천,0.9,0.0,0.7,82.9
충청남도 홍성군 구항면 태봉리,닭-종계,20000,20210114,177,홍성,1.0,0.0,0.7,63.6
충청남도 홍성군 구항면 태봉리,닭-종계,41200,20210113,177,홍성,2.7,0.0,1.6,82.5
충청남도 홍성군 은하면 장곡리,오리-종오리,10000,20170227,177,홍성,2.3,0.0,0.9,64.4
제주특별자치도 제주시 한림읍 금악리,오리-육용오리,5500,20210212,184,제주,12.2,0.0,1.6,57.0
제주특별자치도 제주시 조천읍 신촌리,닭-토종닭,27,20170604,184,제주,20.3,0.0,2.5,56.6
제주특별자치도 제주시 이호일동,닭-토종닭,7,20170602,184,제주,20.2,0.0,2.4,63.1
제주특별자치도 제주시 애월읍 상귀리,닭-토종닭,457,20170603,184,제주,20.4,0.0,2.3,53.9
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,2500,20170602,184,제주,20.2,0.0,2.4,63.1
제주특별자치도 제주시 노형동,닭-토종닭,5,20170604,184,제주,20.3,0.0,2.5,56.6
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,10,20170604,184,제주,20.3,0.0,2.5,56.6
전라남도 나주시 세지면 성산리,오리-육용오리,12700,20110107,188,성산,2.3,0.0,3.9,64.1
경상남도 하동군 옥종면 문암리,오리-육용오리,13100,20210116,192,진주,2.4,0.0,1.3,48.6
경상남도 진주시 수곡면 대천리,오리-육용오리,22000,20210108,192,진주,-9.1,0.0,1.0,48.0
경상남도 하동군 옥종면 문암리,오리-육용오리,15900,20210114,192,진주,3.3,0.0,0.5,69.9
경상남도 하동군 적량면 고절리,닭-산란계,3500,20140411,192,진주,12.0,0.0,0.9,53.9
경상남도 하동군 진교면 고이리,오리-육용오리,3151,20170227,192,진주,5.1,0.0,0.8,60.1
경기도 양평군 지평면 수곡리,오리-육용오리,4500,20161203,202,양평,1.5,0.0,0.7,67.6
경기도 안성시 미양면 고지리,오리-육용오리,20200,20110116,203,이천,-14.2,0.0,1.8,47.8
경기도 안성시 미양면 고지리,오리-종오리,9000,20140215,203,이천,1.7,0.0,1.0,59.9
경기도 안성시 미양면 고지리,오리-종오리,1878,20140217,203,이천,3.4,0.0,1.1,53.0
경기도 안성시 미양면 정동리,오리-육용오리,17300,20150120,203,이천,-2.2,0.0,0.7,64.6
경기도 안성시 미양면 고지리,오리-종오리,7441,20150113,203,이천,-2.7,0.0,0.6,58.5
경기도 안성시 미양면 보체리,닭-육계,100000,20170109,203,이천,3.1,0.0,2.6,56.9
경기도 이천시 율면 월포리,닭-육계,71700,20161214,203,이천,-0.5,0.7,1.5,75.8
경기도 이천시 율면 신추리,닭-산란계,43728,20031225,203,이천,0.0,0.0,1.6,66.1
경기도 이천시 율면 신추리,닭-산란계,43728,20031225,203,이천,0.0,0.0,1.6,66.1
경기도 이천시 율면 신추리,닭-산란계,47060,20161215,203,이천,-2.8,0.0,2.0,42.4
경기도 안성시 미양면 정동리,오리-육용오리,60,20150122,203,이천,2.2,0.7,0.7,71.4
경기도 이천시 율면 신추리,닭-산란계,50000,20210129,203,이천,-7.5,0.0,2.4,37.0
경기도 이천시 율면 석산리,메추리-비분류,430000,20140430,203,이천,16.0,0.0,1.4,56.8
경기도 안성시 미양면 법전리,닭-산란계,161400,20150414,203,이천,6.4,17.7,1.2,80.3
경기도 안성시 미양면 정동리,오리-육용오리,10000,20140218,203,이천,1.7,0.0,1.7,50.4
