주소,축종,"사육
두수",진단일,발생일,지역코드
전라북도 정읍시 고부면 신중리,닭-토종닭,24000,20161226,20161221,245
전라북도 정읍시 고부면 신흥리,오리-육용오리,16400,20161213,20161206,245
전라북도 정읍시 고부면 신흥리,오리-육용오리,14000,20161213,20161205,245
전라북도 정읍시 고부면 용흥리,오리-육용오리,10500,20161213,20161208,245
전라북도 정읍시 고부면 용흥리,오리-육용오리,13700,20161209,20161205,245
전라북도 정읍시 고부면 용흥리,오리-육용오리,14000,20161208,20161204,245
전라북도 정읍시 고부면 입석리,오리-육용오리,10000,20161213,20161205,245
전라북도 정읍시 삼산동,닭-산란계,16000,20140217,20140213,245
전라북도 정읍시 소성면 고교리,오리-육용오리,15000,20161221,20161217,245
전라북도 정읍시 소성면 고교리,오리-종오리,25920,20161216,20161213,245
전라북도 정읍시 소성면 고교리,오리-육용오리,27500,20161216,20161213,245
전라북도 정읍시 소성면 고교리,오리-종오리,22000,20150126,20150119,245
전라북도 정읍시 소성면 고교리,오리-육용오리,12500,20150121,20150119,245
전라북도 정읍시 소성면 고교리,오리-육용오리,50000,20150121,20150117,245
전라북도 정읍시 소성면 기린리,오리-육용오리,19000,20201128,20201126,245
전라북도 정읍시 소성면 기린리,오리-육용오리,19000,20201128,20201126,245
전라북도 정읍시 소성면 애당리,오리-종오리,6800,20161222,20161218,245
전라북도 정읍시 소성면 화룡리,닭-종계,24000,20161224,20161220,245
전라북도 정읍시 소성면 화룡리,닭-기타,22000,20080419,20080419,245
전라북도 정읍시 영원면 앵성리,오리-육용오리,22400,20161221,20161216,245
전라북도 정읍시 영원면 앵성리,오리-육용오리,21000,20140131,20140129,245
전라북도 정읍시 영원면 앵성리,오리-육용오리,12000,20140201,20140129,245
전라북도 정읍시 영원면 앵성리,오리-기타,10000,20080407,20080407,245
전라북도 정읍시 영원면 앵성리,오리-기타,10000,20080407,20080407,245
전라북도 정읍시 영원면 은선리,오리-육용오리,37000,20080411,20080411,245
전라북도 정읍시 이평면 장내리,오리-육용오리,29000,20171223,20171222,245
전라북도 정읍시 이평면 장내리,오리-육용오리,18500,20170102,20161227,245
전라북도 정읍시 이평면 장내리,닭-종계,30000,20161231,20161227,245
전라북도 정읍시 이평면 장내리,오리-종오리,6200,20140206,20140203,245
전라북도 정읍시 이평면 장내리,오리-기타,10500,20140211,20140206,245
전라북도 정읍시 이평면 청량리,오리-육용오리,30000,20161231,20161226,245
전라북도 정읍시 이평면 청량리,오리-종오리,10300,20140202,20140130,245
전라북도 정읍시 이평면 청량리,오리-육용오리,10000,20140127,20140124,245
전라북도 정읍시 입암면 단곡리,오리-육용오리,13000,20201228,20201227,245
전라북도 정읍시 입암면 단곡리,오리-육용오리,53000,20150501,20150429,245
전라북도 정읍시 입암면 접지리,오리-육용오리,8000,20140217,20140213,245
전라북도 정읍시 입암면 접지리,오리-종오리,13000,20140217,20140213,245
전라북도 정읍시 입암면 접지리,오리-육용오리,8000,20140211,20140207,245
전라북도 정읍시 입암면 하부리,오리-육용오리,14500,20140202,20140130,245
전라북도 정읍시 정우면 대사리,오리-육용오리,17500,20201211,20201210,245
전라북도 정읍시 정우면 대사리,오리-육용오리,15500,20161221,20161215,245
전라북도 정읍시 정우면 대사리,오리-육용오리,6,20150225,20150218,245
전라북도 정읍시 정우면 우일리,오리-종오리,8500,20210113,20210112,245
전라북도 진안군 부귀면 오룡리,오리-육용오리,1,20140329,20140327,248
제주특별자치도 제주시 노형동,닭-토종닭,5,20170610,20170604,184
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,10,20170610,20170604,184
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,2500,20170605,20170602,184
제주특별자치도 제주시 애월읍 상귀리,닭-토종닭,457,20170607,20170603,184
제주특별자치도 제주시 이호일동,닭-토종닭,7,20170607,20170602,184
제주특별자치도 제주시 조천읍 신촌리,닭-토종닭,27,20170610,20170604,184
제주특별자치도 제주시 한림읍 금악리,오리-육용오리,5500,20210213,20210212,184
충청남도 공주시 계룡면 경천리,닭-종계,22000,20170401,20170329,236
충청남도 공주시 탄천면 남산리,닭-산란계,63142,20140512,20140508,236
충청남도 논산시 광석면 광리,닭-육계,85500,20201230,20201229,236
충청남도 논산시 광석면 사월리,닭-산란계,920000,20170322,20170319,236
충청남도 논산시 노성면 송당리,닭-원종계,33000,20170330,20170327,236
충청남도 논산시 부적면 외성리,오리-산란오리,7800,20080425,20080425,236
충청남도 논산시 상월면 상도리,관상조류-기러기,700,20170406,20170404,236
충청남도 논산시 연무읍 마전리,닭-종계,40000,20140224,20140220,236
충청남도 논산시 은진면 토양리,닭-토종닭,43400,20170304,20170301,236
충청남도 당진시 신평면 금천리,닭-종계,25800,20140312,20140307,129
충청남도 당진시 우강면 부장리,야생오리-가창오리,0,20140127,20140123,129
충청남도 당진시 정미면 대운산리,닭-종계,18000,20140314,20140310,129
충청남도 당진시 합덕읍 석우리,닭-종계,24000,20180205,20180204,129
충청남도 부여군 홍산면 북촌리,닭-종계,15983,20140125,20140124,236
충청남도 서산시 인지면 성리,닭-토종닭,12,20170106,20170102,129
충청남도 서천군 마서면 도삼리,야생오리-가창오리,0,20140125,20140122,140
충청남도 서천군 화양면 옥포리,야생오리-가창오리,0,20140124,20140122,140
충청남도 서천군 화양면 화촌리,야생오리-가창오리,0,20140130,20140127,140
충청남도 아산시 둔포면 봉재리,오리-육용오리,3800,20161226,20161221,232
충청남도 아산시 둔포면 염작리,닭-산란계,115000,20180318,20180317,232
충청남도 아산시 둔포면 염작리,닭-산란계,150000,20170111,20170107,232
충청남도 아산시 둔포면 운교리,닭-종계,100000,20170114,20170110,232
충청남도 아산시 배방읍 세교리,닭-종계,836,20161214,20161210,232
충청남도 아산시 선장면 대흥리,오리-종오리,7800,20161208,20161204,232
충청남도 아산시 신창면 가내리,닭-산란계,50000,20161219,20161216,232
충청남도 아산시 신창면 궁화리,오리-육용오리,6000,20150331,20150328,232
충청남도 아산시 신창면 오목리,닭-산란계,60000,20161212,20161208,232
충청남도 아산시 신창면 오목리,닭-산란계,240000,20161212,20161208,232
충청남도 아산시 신창면 읍내리,닭-산란계,4500,20161207,20161202,232
충청남도 아산시 신창면 읍내리,닭-산란계,233500,20161205,20161202,232
충청남도 아산시 신창면 행목리,닭-산란계,52500,20161125,20161123,232
충청남도 아산시 염치읍 쌍죽리,닭-산란계,24600,20161216,20161213,232
충청남도 아산시 음봉면 산동리,닭-산란계,53000,20110107,20110107,232
충청남도 아산시 인주면 해암리,닭-산란계,150000,20161205,20161202,232
충청남도 아산시 탕정면 용두리,오리-산란오리,9146,20061223,20061223,232
충청남도 아산시 탕정면 용두리,오리-산란오리,9146,20061221,20061221,232
충청남도 아산시 탕정면 용두리,오리,14910,20040205,20040205,232
충청남도 예산군 고덕면 석곡리,닭-종계,34700,20201226,20201225,232
충청남도 천안시 동남구 광덕면 매당리,오리-육용오리,10500,20161218,20161215,232
충청남도 천안시 동남구 동면 동산리,오리-육용오리,10000,20161128,20161124,232
충청남도 천안시 동남구 동면 행암리,닭-산란계,118000,20161218,20161215,232
충청남도 천안시 동남구 동면 화계리,오리-종오리,12141,20161212,20161208,232
충청남도 천안시 동남구 동면 화계리,오리-종오리,8500,20161205,20161201,232
충청남도 천안시 동남구 동면 화계리,오리-종오리,14790,20140312,20140307,232
충청남도 천안시 동남구 동면 화계리,오리-산란오리,13521,20070308,20070308,232
충청남도 천안시 동남구 목천읍 소사리,닭-종계,26000,20161221,20161217,232
충청남도 천안시 동남구 목천읍 소사리,닭-산란계,28000,20161216,20161212,232
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,10000,20161228,20161224,232
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,6,20140321,20140317,232
충청남도 천안시 동남구 병천면 관성리,닭-산란계,38600,20161215,20161211,232
충청남도 천안시 동남구 병천면 도원리,닭-산란계,10400,20161221,20161218,232
충청남도 천안시 동남구 병천면 도원리,오리-육용오리,6100,20140308,20140306,232
충청남도 천안시 동남구 병천면 도원리,닭-산란계,120000,20140225,20140223,232
충청남도 천안시 동남구 병천면 매성리,오리-육용오리,14400,20210105,20201228,232
충청남도 천안시 동남구 병천면 봉항리,오리-육용오리,6000,20161130,20161124,232
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,12100,20161215,20161212,232
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,12000,20140308,20140306,232
충청남도 천안시 동남구 북면 운용리,오리-종오리,12400,20110302,20110302,232
충청남도 천안시 동남구 북면 운용리,오리,4758,20031224,20031224,232
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10750,20201225,20201224,232
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,15300,20161226,20161221,232
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,49900,20161224,20161220,232
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,71900,20161222,20161219,232
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10991,20150204,20150202,232
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,14000,20150202,20150128,232
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,55000,20140403,20140331,232
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,6354,20140321,20140317,232
충청남도 천안시 동남구 성남면 봉양리,닭-산란계,200000,20161226,20161221,232
충청남도 천안시 동남구 성남면 봉양리,닭-산란계,19000,20161226,20161221,232
충청남도 천안시 동남구 성남면 석곡리,닭-육계,1,20140410,20140408,232
충청남도 천안시 동남구 성남면 석곡리,닭-산란계,530,20140411,20140407,232
충청남도 천안시 동남구 성남면 신덕리,닭-토종닭,45000,20161218,20161215,232
충청남도 천안시 동남구 성남면 용원리,메추리-비분류,250000,20170106,20170102,232
충청남도 천안시 동남구 수신면 신풍리,닭-육계,14000,20161228,20161224,232
충청남도 천안시 동남구 수신면 신풍리,닭-토종닭,38522,20140325,20140321,232
충청남도 천안시 동남구 신방동,오리-기타,24,20161224,20161220,232
충청남도 천안시 동남구 풍세면 가송리,닭-토종닭,42900,20161217,20161214,232
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,90000,20161217,20161213,232
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,70000,20161216,20161212,232
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,166700,20161207,20161204,232
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,40000,20140314,20140310,232
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,53300,20161222,20161218,232
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,126000,20161208,20161205,232
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,4270,20161205,20161130,232
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,14392,20140217,20140215,232
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,10280,20140210,20140207,232
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,3000,20140217,20140213,232
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,75000,20140225,20140223,232
충청남도 천안시 동남구 풍세면 보성리,거위-비분류,15,20140304,20140228,232
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,43000,20161207,20161204,232
충청남도 천안시 동남구 풍세면 용정리,닭-종계,19900,20150313,20150309,232
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20140219,20140216,232
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20070124,20070124,232
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20070120,20070120,232
충청남도 천안시 동남구 풍세면 풍서리,닭-토종닭,50000,20170109,20170105,232
충청남도 천안시 동남구 풍세면 풍서리,오리-기타,10700,20101231,20101231,232
충청남도 천안시 서북구 성환읍 대홍리,거위-비분류,42,20201215,20201214,232
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,83800,20210114,20210112,232
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,100000,20161219,20161216,232
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,105046,20161216,20161212,232
충청남도 천안시 서북구 성환읍 매주리,닭-산란계,25000,20161231,20161228,232
충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,10800,20161223,20161219,232
충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,12300,20161223,20161219,232
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,346000,20210104,20210103,232
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,559359,20161216,20161213,232
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,21000,20180209,20180208,232
충청남도 천안시 서북구 성환읍 양령리,닭-육계,50000,20161230,20161226,232
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,120000,20161226,20161221,232
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,23965,20161223,20161220,232
충청남도 천안시 서북구 성환읍 어룡리,오리-종오리,4828,20140304,20140302,232
충청남도 천안시 서북구 성환읍 왕림리,닭-산란계,100000,20161224,20161221,232
충청남도 천안시 서북구 입장면 가산리,닭-산란계,290500,20161226,20161222,232
충청남도 천안시 서북구 입장면 호당리,닭-산란계,212251,20170104,20161231,232
충청남도 천안시 서북구 직산읍 마정리,닭-산란계,48000,20161228,20161224,232
충청남도 천안시 서북구 직산읍 석곡리,오리-육용오리,21000,20110119,20110119,232
충청남도 천안시 서북구 직산읍 석곡리,오리-산란오리,8500,20040104,20040104,232
충청남도 천안시 서북구 직산읍 수헐리,닭-산란계,99000,20210123,20210122,232
충청남도 천안시 서북구 직산읍 신갈리,닭-육계,17800,20031226,20031226,232
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,9500,20140128,20140126,232
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,13360,20110117,20110117,232
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,5600,20110117,20110117,232
충청남도 천안시 직산읍 판정리,오리,8800,20031224,20031224,232
충청남도 천안시 풍세면 용정리,닭-산란계,22200,20040126,20040126,232
충청남도 청양군 비봉면 양사리,닭-산란계,90000,20170225,20170222,236
충청남도 청양군 비봉면 양사리,닭-산란계,47000,20150313,20150310,236
충청남도 청양군 운곡면 위라리,닭-산란계,35000,20140217,20140214,236
충청남도 청양군 청남면 왕진리,오리-육용오리,2000,20140304,20140228,236
충청남도 홍성군 구항면 태봉리,닭-종계,20000,20210120,20210114,177
충청남도 홍성군 구항면 태봉리,닭-종계,41200,20210114,20210113,177
충청남도 홍성군 서부면 판교리,닭-종계,40000,20140307,20140302,235
충청남도 홍성군 은하면 장곡리,오리-종오리,10000,20170302,20170227,177
충청남도 홍성군 장곡면 신풍리,닭-종계,33900,20150312,20150309,235
충청북도 괴산군 소수면 수리,오리-종오리,6500,20161202,20161130,127
충청북도 괴산군 소수면 아성리,오리-종오리,7500,20210218,20210217,127
충청북도 괴산군 소수면 아성리,오리-종오리,6400,20161209,20161202,127
충청북도 괴산군 소수면 아성리,오리-종오리,9600,20161205,20161202,127
충청북도 괴산군 장연면 조곡리,오리-종오리,15500,20210206,20210205,127
충청북도 옥천군 옥천읍 구일리,닭-산란계,100000,20161223,20161221,133
충청북도 음성군 감곡면 단평리,오리-육용오리,8800,20161130,20161128,127
충청북도 음성군 감곡면 문촌리,오리-종오리,6000,20201223,20201222,127
충청북도 음성군 감곡면 문촌리,오리-종오리,7599,20161220,20161218,127
충청북도 음성군 금왕읍 내송리,오리-종오리,8600,20150314,20150311,127
충청북도 음성군 금왕읍 본대리,오리-육용오리,16000,20161217,20161215,127
충청북도 음성군 금왕읍 본대리,오리-육용오리,12000,20161216,20161214,127
충청북도 음성군 금왕읍 본대리,오리-육용오리,16000,20150323,20150320,127
충청북도 음성군 금왕읍 삼봉리,오리-육용오리,5500,20161126,20161122,127
충청북도 음성군 금왕읍 삼봉리,오리-육용오리,8300,20150225,20150222,127
충청북도 음성군 금왕읍 신평리,메추리-비분류,726000,20201208,20201207,127
충청북도 음성군 금왕읍 신평리,메추리-비분류,788000,20161231,20161229,127
충청북도 음성군 금왕읍 유포리,오리-육용오리,9200,20161205,20161203,127
충청북도 음성군 대소면 미곡리,닭-산란계,24000,20140211,20140207,127
충청북도 음성군 대소면 미곡리,오리-육용오리,6800,20140207,20140205,127
충청북도 음성군 대소면 미곡리,오리-육용오리,9300,20140210,20140205,127
충청북도 음성군 대소면 미곡리,오리-육용오리,35000,20140210,20140205,127
충청북도 음성군 대소면 부윤리,오리-종오리,1500,20161125,20161121,127
충청북도 음성군 대소면 부윤리,오리-종오리,2200,20150226,20150222,127
충청북도 음성군 대소면 부윤리,오리-육용오리,4500,20150225,20150222,127
충청북도 음성군 대소면 부윤리,오리-육용오리,2120,20140221,20140219,127
충청북도 음성군 대소면 부윤리,오리-육용오리,3070,20140221,20140219,127
충청북도 음성군 대소면 부윤리,오리-육용오리,1650,20140221,20140219,127
충청북도 음성군 대소면 삼정리,오리-종오리,9100,20140210,20140202,127
충청북도 음성군 대소면 삼호리,닭-산란계,36000,20210114,20210113,127
충청북도 음성군 대소면 성본리,오리-육용오리,8000,20161209,20161207,127
충청북도 음성군 대소면 성본리,오리-육용오리,7700,20140225,20140222,127
충청북도 음성군 대소면 수태리,오리-육용오리,10000,20161122,20161119,127
충청북도 음성군 대소면 수태리,오리-육용오리,10108,20150304,20150302,127
충청북도 음성군 대소면 수태리,오리-육용오리,34300,20150306,20150224,127
충청북도 음성군 대소면 수태리,오리-육용오리,15231,20140221,20140219,127
충청북도 음성군 대소면 수태리,오리-육용오리,6900,20140224,20140219,127
충청북도 음성군 대소면 오류리,오리-육용오리,20000,20140225,20140222,127
충청북도 음성군 대소면 태생리,오리,6500,20031224,20031224,127
충청북도 음성군 대소면 태생리,오리,8000,20031224,20031224,127
충청북도 음성군 맹동면 마산리,오리-육용오리,28000,20161125,20161123,127
충청북도 음성군 맹동면 마산리,오리-육용오리,9500,20161123,20161121,127
충청북도 음성군 맹동면 마산리,오리-육용오리,7000,20161124,20161122,127
충청북도 음성군 맹동면 마산리,오리-육용오리,6500,20161123,20161121,127
충청북도 음성군 맹동면 마산리,오리-육용오리,5000,20161123,20161121,127
충청북도 음성군 맹동면 마산리,오리-육용오리,8414,20150307,20150304,127
충청북도 음성군 맹동면 마산리,오리-육용오리,14200,20150306,20150303,127
충청북도 음성군 맹동면 마산리,오리-육용오리,14000,20150306,20150303,127
충청북도 음성군 맹동면 마산리,오리-육용오리,10675,20150304,20150226,127
충청북도 음성군 맹동면 마산리,오리-육용오리,20764,20150304,20150226,127
충청북도 음성군 맹동면 마산리,오리-육용오리,11544,20140221,20140219,127
충청북도 음성군 맹동면 마산리,오리-육용오리,15929,20140221,20140219,127
충청북도 음성군 맹동면 마산리,오리-육용오리,23389,20140221,20140219,127
충청북도 음성군 맹동면 마산리,오리-육용오리,18970,20140221,20140219,127
충청북도 음성군 맹동면 마산리,오리-육용오리,6980,20140221,20140219,127
충청북도 음성군 맹동면 본성리,오리-육용오리,10200,20161125,20161123,127
충청북도 음성군 맹동면 본성리,오리-육용오리,10500,20150323,20150313,127
충청북도 음성군 맹동면 본성리,오리-육용오리,20255,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,17340,20161122,20161118,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,11000,20161123,20161118,127
충청북도 음성군 맹동면 봉현리,닭-종계,84000,20161129,20161127,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,4400,20161124,20161122,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,7000,20161124,20161122,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,9900,20161124,20161122,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,16500,20161125,20161123,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,20161123,20161121,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,16500,20161128,20161123,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,20161126,20161119,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,17000,20161126,20161119,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,20161126,20161119,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,11000,20161126,20161120,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,9000,20150308,20150303,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,5000,20150226,20150223,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10102,20150306,20150227,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,8001,20150305,20150301,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,6418,20150304,20150226,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,28200,20150225,20150223,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,9300,20150226,20150222,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,11200,20150225,20150222,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,14000,20150225,20150222,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,11700,20150225,20150222,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,20000,20150224,20150222,127
충청북도 음성군 맹동면 봉현리,닭-종계,80000,20150323,20150310,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,5000,20150306,20150303,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,9000,20150225,20150223,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,20000,20150306,20150302,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,5900,20140223,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,7800,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,13657,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10700,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,5474,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,14239,20140220,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,19294,20140221,20140219,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,20196,20140219,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10279,20140220,20140218,127
충청북도 음성군 맹동면 봉현리,타조-비분류,35,20140307,20140303,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,3000,20140219,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,20140219,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,8500,20140224,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,20140224,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,16000,20140224,20140218,127
충청북도 음성군 맹동면 봉현리,오리-육용오리,6100,20140219,20140217,127
충청북도 음성군 맹동면 신돈리,오리-육용오리,9000,20161124,20161122,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,9300,20161122,20161118,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,11500,20161123,20161119,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,10500,20161117,20161116,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,8000,20150305,20150303,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,9885,20150304,20150227,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,13000,20150225,20150222,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,6046,20140221,20140219,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,6826,20140223,20140219,127
충청북도 음성군 맹동면 용촌리,오리-육용오리,8882,20140221,20140219,127
충청북도 음성군 맹동면 인곡리,오리-종오리,10000,20150305,20150303,127
충청북도 음성군 맹동면 인곡리,오리-종오리,3500,20140228,20140225,127
충청북도 음성군 삼성면 능산리,닭-산란계,75000,20161226,20161224,127
충청북도 음성군 삼성면 능산리,닭-종계,130000,20161216,20161214,127
충청북도 음성군 삼성면 능산리,닭-종계,136000,20161205,20161202,127
충청북도 음성군 삼성면 대정리,닭-산란계,13000,20161215,20161213,127
충청북도 음성군 삼성면 덕정리,오리,3200,20031217,20031217,127
충청북도 음성군 삼성면 상곡리,닭-산란계,35100,20161222,20161220,127
충청북도 음성군 삼성면 용대리,오리-종오리,5000,20210106,20210105,127
충청북도 음성군 삼성면 용대리,닭-산란계,210000,20161207,20161205,127
충청북도 음성군 삼성면 용대리,오리-육용오리,6700,20161128,20161125,127
충청북도 음성군 삼성면 용대리,오리-종오리,8442,20161128,20161125,127
충청북도 음성군 삼성면 용성리,닭,15000,20031219,20031219,127
충청북도 음성군 삼성면 용성리,닭-육계,24000,20031212,20031212,127
충청북도 음성군 삼성면 천평리,오리-육용오리,10000,20161214,20161212,127
충청북도 음성군 삼성면 천평리,오리-육용오리,20936,20140228,20140224,127
충청북도 음성군 삼성면 청용리,오리-종오리,12500,20140225,20140221,127
충청북도 음성군 삼성면 청용리,오리-육용오리,12000,20140228,20140222,127
충청북도 음성군 삼성면 청용리,오리-종오리,10000,20140225,20140221,127
충청북도 음성군 생극면 병암리,닭-산란계,135325,20150323,20150315,127
충청북도 음성군 생극면 임곡리,닭-산란계,400000,20210119,20210118,127
충청북도 음성군 생극면 임곡리,닭-산란계,420000,20161224,20161222,127
충청북도 음성군 생극면 임곡리,닭-산란계,6500,20161214,20161212,127
충청북도 음성군 소이면 비산리,오리-육용오리,11700,20180315,20180312,127
충청북도 음성군 원남면 덕정리,메추리-비분류,71000,20161208,20161206,127
충청북도 음성군 원남면 덕정리,오리-종오리,10000,20161130,20161128,127
충청북도 음성군 원남면 보룡리,오리-종오리,9400,20210210,20210209,127
충청북도 음성군 원남면 하노리,닭-산란계,91000,20161212,20161209,127
충청북도 증평군 도안면 화성리,닭-종계,18000,20140325,20140320,131
충청북도 진천군 덕산면 구산리,닭-종계,92500,20161210,20161208,131
충청북도 진천군 덕산면 구산리,오리-육용오리,9900,20161202,20161130,131
충청북도 진천군 덕산면 구산리,오리-육용오리,14000,20140211,20140207,131
충청북도 진천군 덕산면 기전리,오리-육용오리,5500,20161205,20161202,131
충청북도 진천군 덕산면 용몽리,오리-육용오리,8500,20150306,20150302,131
충청북도 진천군 덕산면 인산리,오리-육용오리,29000,20161201,20161128,131
충청북도 진천군 덕산면 인산리,오리-육용오리,9780,20140210,20140207,131
충청북도 진천군 덕산면 인산리,오리-육용오리,27000,20140210,20140204,131
충청북도 진천군 덕산면 인산리,오리-기타,9000,20140208,20140201,131
충청북도 진천군 덕산면 합목리,오리-육용오리,15000,20161203,20161201,131
충청북도 진천군 덕산면 화상리,닭-산란계,200000,20161205,20161202,131
충청북도 진천군 덕산면 화상리,오리-육용오리,9500,20161205,20161202,131
충청북도 진천군 문백면 계산리,오리-종오리,11000,20161209,20161205,131
충청북도 진천군 문백면 계산리,오리-종오리,2800,20161201,20161129,131
충청북도 진천군 문백면 계산리,오리-종오리,10000,20140304,20140226,131
충청북도 진천군 문백면 도하리,오리-종오리,10536,20161221,20161219,131
충청북도 진천군 문백면 도하리,거위-비분류,700,20140424,20140421,131
충청북도 진천군 문백면 봉죽리,오리-육용오리,10800,20150306,20150303,131
충청북도 진천군 문백면 사양리,오리-종오리,2577,20161221,20161218,131
충청북도 진천군 이월면 동성리,오리-육용오리,17500,20161201,20161129,131
충청북도 진천군 이월면 동성리,오리-육용오리,9174,20140206,20140203,131
충청북도 진천군 이월면 동성리,오리-육용오리,9185,20140205,20140203,131
충청북도 진천군 이월면 동성리,오리-육용오리,12000,20140206,20140203,131
충청북도 진천군 이월면 미잠리,오리-육용오리,9000,20161128,20161126,131
충청북도 진천군 이월면 삼용리,오리-육용오리,100000,20161207,20161203,131
충청북도 진천군 이월면 삼용리,오리-육용오리,9000,20161201,20161129,131
충청북도 진천군 이월면 삼용리,오리-육용오리,15000,20161201,20161129,131
충청북도 진천군 이월면 삼용리,오리-육용오리,13260,20161130,20161125,131
충청북도 진천군 이월면 삼용리,오리-육용오리,13000,20161130,20161128,131
충청북도 진천군 이월면 삼용리,오리-육용오리,4500,20161126,20161123,131
