지역명,일시,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
전국,20170507,17.3,0.0,2.9,45
전국,20170506,16.7,0.0,3.0,39
전국,20170505,19.8,3.7,1.9,70
전국,20170504,19.1,0.3,1.6,60
전국,20170503,18.3,0.0,1.5,53
전국,20170502,16.9,0.0,1.7,52
전국,20170501,17.8,0.0,2.1,55
전국,20170430,19.8,0.0,2.8,51
전국,20170429,17.1,0.0,2.3,46
전국,20170428,15.1,0.0,2.8,48
전국,20170427,13.0,0.0,2.6,44
전국,20170426,14.9,1.2,2.2,55
전국,20170425,16.9,0.8,2.0,63
전국,20170424,15.0,0.0,2.1,51
전국,20170423,14.0,0.0,1.8,56
전국,20170422,13.0,0.1,1.7,64
전국,20170421,13.0,0.0,1.8,64
전국,20170420,12.4,0.9,1.4,59
전국,20170419,13.3,0.0,2.9,46
전국,20170418,13.3,3.1,2.7,74
전국,20170417,13.6,15.3,1.8,83
전국,20170416,17.8,0.0,1.5,58
전국,20170415,17.6,0.1,2.2,60
전국,20170414,14.7,0.9,3.3,54
전국,20170413,13.1,0.0,2.4,46
전국,20170412,12.3,0.0,3.1,31
전국,20170411,12.2,10.8,2.5,66
전국,20170410,13.4,0.1,2.8,46
전국,20170409,13.4,0.6,2.5,63
전국,20170408,14.9,0.0,1.7,69
전국,20170407,14.2,0.0,1.7,73
전국,20170406,13.6,9.8,2.2,88
전국,20170405,13.3,17.7,2.2,73
전국,20170404,13.4,0.0,1.7,44
전국,20170403,11.5,0.0,2.2,45
전국,20170402,8.2,0.0,2.0,60
전국,20170401,7.5,3.4,1.6,78
전국,20170331,8.7,3.8,1.7,77
전국,20170330,10.5,0.0,1.8,58
전국,20170329,8.5,1.1,1.7,69
전국,20170328,7.3,0.7,1.6,63
전국,20170327,6.0,1.3,2.3,73
전국,20170326,6.2,1.2,1.6,75
전국,20170325,6.4,6.0,1.5,77
전국,20170324,7.8,0.0,1.6,57
전국,20170323,8.7,0.1,1.8,48
전국,20170322,6.9,0.0,1.6,52
전국,20170321,7.1,1.5,2.7,62
전국,20170320,8.3,2.8,1.4,64
전국,20170319,9.1,0.0,1.5,47
전국,20170318,8.4,0.0,1.5,44
전국,20170317,6.9,0.0,1.5,47
전국,20170316,5.6,0.0,1.6,55
전국,20170315,4.8,0.0,1.7,52
전국,20170314,5.5,0.6,2.5,55
전국,20170313,7.9,0.0,2.2,52
전국,20170312,8.5,0.0,1.6,47
전국,20170311,6.5,0.0,1.4,43
전국,20170310,5.4,0.0,2.1,44
전국,20170309,5.0,0.0,3.3,47
전국,20170308,1.4,0.0,3.1,52
전국,20170307,0.1,0.5,3.2,47
전국,20170306,2.9,0.3,3.7,42
전국,20170305,6.2,0.2,1.5,61
전국,20170304,5.6,0.0,1.3,57
전국,20170303,3.9,0.0,1.7,54
전국,20170302,3.2,2.0,3.2,68
전국,20170301,6.2,2.1,1.5,59
전국,20170228,4.8,0.0,1.4,54
전국,20170227,3.6,0.1,1.4,61
전국,20170226,3.4,0.0,1.5,58
전국,20170225,3.1,0.0,2.0,55
전국,20170224,0.6,0.0,2.6,49
전국,20170223,1.4,0.0,3.8,57
전국,20170222,3.6,16.1,1.8,83
전국,20170221,0.8,0.0,1.6,53
전국,20170220,2.9,5.4,3.8,59
전국,20170219,3.4,2.0,2.2,60
전국,20170218,0.0,0.0,3.0,42
전국,20170217,5.6,1.7,3.4,58
전국,20170216,7.1,1.4,2.1,61
전국,20170215,2.4,0.0,1.4,52
전국,20170214,1.5,0.0,1.8,58
전국,20170213,1.0,0.3,1.6,61
전국,20170212,-0.7,0.0,2.1,54
전국,20170211,-2.8,0.1,3.1,53
전국,20170210,-4.1,0.6,3.8,50
전국,20170209,-2.1,0.1,4.0,50
전국,20170208,0.8,0.0,1.8,56
전국,20170207,0.1,0.0,1.4,55
전국,20170206,0.8,0.0,3.3,51
전국,20170205,4.2,1.1,2.3,73
전국,20170204,4.1,0.8,1.1,57
전국,20170203,1.8,0.0,1.7,58
전국,20170202,-0.9,0.0,2.5,45
전국,20170201,-1.2,0.0,2.8,46
전국,20170131,-2.9,0.0,1.7,55
전국,20170130,-1.0,1.1,3.5,63
전국,20170129,3.3,3.9,1.1,76
전국,20170128,0.5,0.0,1.2,48
전국,20170127,1.5,1.2,3.1,48
전국,20170126,-0.9,0.1,1.7,55
전국,20170125,-3.7,0.0,1.7,55
전국,20170124,-4.7,0.0,2.0,55
전국,20170123,-5.9,0.1,2.6,56
전국,20170122,-3.7,0.6,3.6,56
전국,20170121,-2.6,0.6,1.9,69
전국,20170120,-1.7,3.3,3.4,69
전국,20170119,0.1,0.0,1.3,65
전국,20170118,0.5,0.0,1.5,60
전국,20170117,-1.7,0.0,1.0,55
전국,20170116,-3.0,0.0,1.6,51
전국,20170115,-4.8,0.0,2.3,43
전국,20170114,-5.0,0.0,3.8,42
전국,20170113,-2.2,0.3,2.9,53
전국,20170112,0.7,0.2,2.7,57
전국,20170111,-1.7,0.0,2.6,46
전국,20170110,0.4,0.0,3.0,52
전국,20170109,4.4,0.1,3.1,60
전국,20170108,7.2,1.6,1.7,73
전국,20170107,4.0,0.1,1.1,75
전국,20170106,5.2,0.1,1.5,71
전국,20170105,4.3,2.0,1.8,72
전국,20170104,3.8,0.0,1.3,68
전국,20170103,3.6,0.0,1.7,64
전국,20170102,5.5,0.0,1.6,76
전국,20170101,3.2,0.0,1.2,76
전국,20161231,1.7,0.0,1.4,71
전국,20161230,-1.4,0.0,1.7,56
전국,20161229,-1.3,0.2,2.7,53
전국,20161228,-1.4,0.0,1.6,58
전국,20161227,1.2,2.1,3.4,64
전국,20161226,4.6,10.3,1.4,87
전국,20161225,2.9,0.1,1.0,77
전국,20161224,0.5,0.0,1.6,68
전국,20161223,1.7,0.6,3.7,68
전국,20161222,8.4,14.4,3.7,82
전국,20161221,8.7,24.2,1.8,88
전국,20161220,7.3,0.0,1.2,85
전국,20161219,7.2,4.9,1.0,86
전국,20161218,4.4,0.1,1.3,73
전국,20161217,3.4,0.0,1.6,65
전국,20161216,-1.8,0.0,2.6,48
전국,20161215,-0.8,0.1,3.1,54
전국,20161214,1.6,2.5,2.4,71
전국,20161213,5.4,0.3,1.7,70
전국,20161212,3.9,0.2,1.0,59
전국,20161211,0.1,0.0,1.3,52
전국,20161210,0.8,0.0,1.8,50
전국,20161209,4.6,1.3,2.6,61
전국,20161208,3.6,1.3,1.3,72
전국,20161207,1.6,0.1,1.4,67
전국,20161206,1.8,0.0,2.5,45
전국,20161205,7.9,0.1,2.2,68
전국,20161204,5.3,0.0,1.1,69
전국,20161203,4.0,0.0,1.1,63
전국,20161202,3.0,0.0,1.9,52
전국,20161201,6.5,0.1,3.0,55
전국,20161130,6.2,2.5,1.2,76
전국,20161129,3.1,0.2,1.6,55
전국,20161128,3.8,0.0,2.1,62
전국,20161127,4.1,0.1,1.3,82
전국,20161126,1.2,2.4,1.2,79
전국,20161125,1.9,0.0,1.6,54
전국,20161124,0.7,0.0,2.7,45
전국,20161123,3.1,0.1,2.7,45
전국,20161122,6.3,0.9,3.0,61
전국,20161121,10.3,0.1,1.2,77
전국,20161120,12.2,0.0,1.8,69
전국,20161119,13.4,1.2,1.2,88
전국,20161118,10.0,12.8,1.2,80
전국,20161117,8.7,0.0,1.2,62
전국,20161116,6.6,0.0,1.2,56
전국,20161115,9.5,0.0,2.5,54
전국,20161114,14.3,2.3,1.4,84
전국,20161113,12.6,3.0,1.1,80
전국,20161112,10.0,0.0,1.4,70
전국,20161111,9.3,0.9,1.8,70
전국,20161110,7.3,3.1,1.3,75
전국,20161109,4.3,0.0,1.9,56
전국,20161108,8.2,1.7,2.9,63
전국,20161107,13.1,1.5,1.6,75
전국,20161106,12.6,1.6,2.3,76
전국,20161105,13.2,0.2,1.8,77
전국,20161104,10.2,0.0,1.6,72
전국,20161103,8.1,0.1,1.4,71
전국,20161102,5.3,0.1,1.8,56
전국,20161101,4.6,0.0,2.6,51
전국,20161031,8.3,0.3,1.6,67
전국,20161030,8.1,0.0,1.6,55
전국,20161029,10.6,0.7,2.2,66
전국,20161028,14.1,5.6,1.9,83
전국,20161027,14.5,0.0,1.7,76
전국,20161026,13.8,0.0,1.3,82
전국,20161025,14.6,13.7,1.8,87
전국,20161024,14.2,0.0,1.8,71
전국,20161023,14.4,2.3,2.7,76
전국,20161022,16.8,0.4,1.4,76
전국,20161021,16.6,0.4,2.2,74
전국,20161020,16.8,0.1,1.7,77
전국,20161019,16.8,0.0,1.1,82
전국,20161018,16.3,0.0,1.3,83
전국,20161017,17.7,0.3,1.3,84
전국,20161016,16.0,18.5,1.1,89
전국,20161015,16.7,0.0,1.3,75
전국,20161014,15.2,0.0,1.1,74
전국,20161013,14.5,0.0,1.0,72
전국,20161012,15.1,0.0,1.4,70
전국,20161011,14.5,0.0,1.1,76
전국,20161010,13.3,0.0,1.3,70
전국,20161009,12.8,0.0,2.5,58
전국,20161008,17.4,23.6,2.0,78
전국,20161007,18.4,9.3,1.9,81
전국,20161006,18.6,0.0,1.7,76
전국,20161005,19.5,51.1,2.9,86
전국,20161004,21.4,0.6,2.2,77
전국,20161003,22.6,9.6,1.6,88
전국,20161002,20.8,6.1,1.6,87
전국,20161001,19.1,2.4,1.0,89
전국,20160930,17.8,13.0,1.1,89
전국,20160929,19.1,1.3,2.0,81
전국,20160928,21.3,7.6,1.4,88
전국,20160927,22.7,5.4,1.1,89
전국,20160926,21.7,2.2,1.1,83
전국,20160925,20.7,0.0,1.0,79
전국,20160924,20.4,0.0,1.2,77
전국,20160923,19.7,0.0,1.2,77
전국,20160922,19.4,0.0,1.4,74
전국,20160921,18.4,0.0,1.6,69
전국,20160920,18.8,0.0,2.6,62
전국,20160919,20.2,0.2,2.7,72
전국,20160918,20.3,6.5,2.2,85
전국,20160917,20.5,85.6,2.1,91
전국,20160916,22.1,5.0,1.0,86
전국,20160915,22.6,0.0,1.1,81
전국,20160914,22.6,0.0,1.2,80
전국,20160913,22.4,0.0,1.4,79
전국,20160912,21.7,7.8,1.3,85
전국,20160911,22.8,1.2,1.2,81
전국,20160910,22.4,5.1,1.2,82
전국,20160909,22.8,1.4,1.4,79
전국,20160908,22.7,3.2,1.4,79
전국,20160907,23.1,1.3,1.2,80
전국,20160906,23.6,0.0,1.1,83
전국,20160905,24.6,1.3,1.2,85
전국,20160904,24.6,2.1,1.4,84
전국,20160903,22.9,20.5,1.4,86
전국,20160902,21.4,28.9,1.9,87
전국,20160901,24.6,2.0,2.8,70
전국,20160831,21.8,7.8,4.1,67
전국,20160830,20.7,1.0,3.1,70
전국,20160829,20.5,3.0,2.4,69
전국,20160828,19.6,22.8,2.3,83
전국,20160827,22.0,0.6,2.4,65
전국,20160826,21.9,11.3,2.3,80
전국,20160825,27.2,2.1,1.6,70
전국,20160824,27.3,0.0,1.6,68
전국,20160823,27.3,1.8,1.8,74
전국,20160822,28.0,1.2,1.6,72
전국,20160821,27.9,0.2,1.6,69
전국,20160820,28.3,0.1,1.6,70
전국,20160819,28.2,0.4,1.5,73
전국,20160818,28.0,0.4,1.5,74
전국,20160817,27.7,0.7,1.4,74
전국,20160816,27.9,4.0,1.5,73
전국,20160815,28.5,2.6,1.5,76
전국,20160814,29.1,1.0,1.7,75
전국,20160813,29.5,0.0,1.6,72
전국,20160812,29.5,0.0,1.5,73
전국,20160811,29.3,0.0,1.4,73
전국,20160810,28.4,0.0,1.4,76
전국,20160809,27.7,0.6,1.7,77
전국,20160808,28.2,4.9,1.6,76
전국,20160807,28.5,1.5,1.4,76
전국,20160806,28.3,0.6,1.4,76
전국,20160805,28.0,0.2,1.4,76
전국,20160804,27.7,0.2,1.5,78
전국,20160803,26.7,1.6,1.3,81
전국,20160802,26.4,3.0,1.1,84
전국,20160801,27.4,2.4,1.3,80
전국,20160731,28.0,4.1,1.4,80
전국,20160730,28.4,6.7,1.5,81
전국,20160729,27.8,9.7,1.6,81
전국,20160728,28.3,0.8,2.1,77
전국,20160727,28.0,0.9,2.1,78
전국,20160726,28.0,0.0,1.7,78
전국,20160725,27.3,5.8,1.4,84
전국,20160724,27.3,4.8,1.5,82
전국,20160723,26.4,1.7,1.7,77
전국,20160722,25.8,0.0,2.0,75
전국,20160721,25.1,0.0,1.9,75
전국,20160720,25.3,0.0,1.9,76
전국,20160719,25.0,0.1,1.6,79
전국,20160718,23.7,0.0,1.3,80
전국,20160717,23.3,0.9,1.7,83
전국,20160716,21.7,27.9,2.3,92
전국,20160715,24.5,0.8,2.1,72
전국,20160714,25.0,2.3,1.8,77
전국,20160713,25.6,0.1,1.5,81
전국,20160712,24.6,8.2,1.3,87
전국,20160711,25.6,2.9,1.2,83
전국,20160710,26.0,0.0,1.2,78
전국,20160709,26.1,0.0,1.4,77
전국,20160708,25.4,1.0,1.4,79
전국,20160707,24.2,1.2,1.3,86
전국,20160706,23.6,27.8,1.6,91
전국,20160705,24.8,39.5,2.7,88
전국,20160704,22.2,53.2,1.8,94
전국,20160703,22.4,22.3,1.2,88
전국,20160702,23.6,24.6,2.1,87
전국,20160701,24.2,55.2,2.4,88
전국,20160630,24.4,1.0,1.9,80
전국,20160629,22.8,0.9,1.6,78
전국,20160628,22.4,0.5,1.5,75
전국,20160627,22.1,1.0,1.2,76
전국,20160626,23.2,0.0,2.0,67
전국,20160625,22.7,0.0,2.7,65
전국,20160624,21.9,30.3,2.0,88
전국,20160623,24.2,0.1,1.6,77
전국,20160622,22.8,7.0,1.7,84
전국,20160621,23.6,0.3,1.6,79
전국,20160620,23.2,5.7,1.4,79
전국,20160619,23.8,1.4,1.8,74
전국,20160618,23.7,0.8,1.8,69
전국,20160617,23.2,0.0,2.1,66
전국,20160616,22.1,1.7,2.3,76
전국,20160615,21.5,4.8,2.0,83
전국,20160614,22.1,0.5,1.7,78
전국,20160613,22.5,0.1,1.8,79
전국,20160612,23.1,2.6,1.3,86
전국,20160611,23.6,2.1,1.7,77
전국,20160610,22.8,0.0,1.7,73
전국,20160609,22.2,0.0,1.5,74
전국,20160608,21.0,1.7,1.3,80
전국,20160607,21.2,0.3,1.3,78
전국,20160606,19.5,0.7,1.6,78
전국,20160605,21.0,0.0,2.0,66
전국,20160604,19.4,3.9,1.4,73
전국,20160603,21.6,0.0,1.6,57
전국,20160602,20.2,0.0,1.7,59
전국,20160601,20.9,0.0,2.1,58
전국,20160531,21.7,0.0,1.9,62
전국,20160530,21.3,0.0,1.9,64
전국,20160529,20.2,0.6,1.6,67
전국,20160528,20.9,0.4,1.4,63
전국,20160527,21.5,0.1,1.5,63
전국,20160526,20.4,0.1,1.5,71
전국,20160525,19.4,0.0,1.7,71
전국,20160524,18.0,20.3,2.0,85
전국,20160523,20.6,0.0,1.6,57
전국,20160522,20.2,0.0,1.7,51
전국,20160521,20.1,0.0,1.7,50
전국,20160520,19.9,0.0,1.6,56
전국,20160519,20.3,0.0,1.5,54
전국,20160518,20.3,0.0,1.4,54
전국,20160517,17.8,0.0,1.5,55
전국,20160516,15.4,5.9,3.0,60
전국,20160515,18.1,12.6,2.7,77
전국,20160514,17.3,0.0,2.1,63
전국,20160513,16.6,0.1,2.1,68
전국,20160512,18.0,0.0,2.2,67
전국,20160511,15.7,0.9,1.7,75
전국,20160510,13.9,20.1,1.9,90
전국,20160509,18.1,0.2,1.2,59
전국,20160508,17.4,0.0,1.7,55
전국,20160507,17.1,0.0,2.4,54
전국,20160506,17.9,1.7,2.3,80
전국,20160505,18.2,0.8,2.1,49
전국,20160504,17.0,0.2,4.9,43
전국,20160503,15.3,26.8,4.7,79
전국,20160502,18.9,7.8,2.4,70
전국,20160501,18.1,0.0,2.1,54
전국,20160430,16.5,0.0,2.5,56
전국,20160429,14.4,0.1,1.9,62
전국,20160428,13.6,2.4,2.0,70
전국,20160427,12.4,25.0,2.9,78
전국,20160426,17.0,1.4,2.1,57
전국,20160425,15.9,0.0,1.5,50
전국,20160424,14.3,0.0,1.7,47
전국,20160423,15.2,0.0,1.6,54
전국,20160422,17.1,0.0,2.3,70
전국,20160421,13.8,28.8,2.0,91
전국,20160420,13.9,0.7,1.8,62
전국,20160419,12.5,0.0,2.0,59
전국,20160418,13.0,1.2,3.0,55
전국,20160417,13.1,9.5,5.1,59
전국,20160416,14.6,29.2,2.7,74
전국,20160415,13.7,0.0,2.1,61
전국,20160414,14.7,0.0,2.1,70
전국,20160413,14.2,13.1,1.4,88
전국,20160412,12.5,0.6,2.1,59
전국,20160411,10.9,0.2,2.4,64
전국,20160410,13.6,0.4,2.2,67
전국,20160409,14.9,0.0,1.8,61
전국,20160408,13.9,0.0,2.1,64
전국,20160407,12.7,21.9,2.0,83
전국,20160406,12.8,12.2,1.8,56
전국,20160405,12.0,0.0,1.9,52
전국,20160404,11.2,1.8,1.7,76
전국,20160403,11.7,9.5,1.5,81
전국,20160402,13.9,0.0,1.8,59
전국,20160401,13.2,0.0,1.6,50
전국,20160331,12.4,0.0,1.3,48
전국,20160330,12.7,0.0,1.8,56
전국,20160329,11.9,0.1,2.8,55
전국,20160328,9.3,0.0,1.9,45
전국,20160327,7.0,0.0,2.1,53
전국,20160326,5.7,0.5,1.8,63
전국,20160325,5.8,0.2,1.6,64
전국,20160324,6.4,0.2,2.3,54
전국,20160323,8.1,0.5,2.5,57
전국,20160322,9.3,0.0,2.1,57
전국,20160321,8.6,0.0,1.7,65
전국,20160320,8.2,0.0,1.7,69
전국,20160319,10.4,0.0,2.0,70
전국,20160318,11.2,9.3,1.3,80
전국,20160317,10.2,0.1,1.5,48
전국,20160316,8.8,0.0,1.7,45
전국,20160315,5.6,0.0,1.6,53
전국,20160314,4.2,0.0,2.1,64
전국,20160313,4.3,0.2,1.3,60
전국,20160312,2.5,0.0,1.7,48
전국,20160311,0.7,0.0,2.4,45
전국,20160310,1.3,0.1,3.1,42
전국,20160309,3.1,2.0,3.0,52
전국,20160308,5.9,2.8,2.3,52
전국,20160307,8.9,0.0,1.5,68
전국,20160306,10.3,2.5,1.8,74
전국,20160305,11.8,27.9,2.5,91
전국,20160304,9.4,9.7,1.4,84
전국,20160303,7.2,0.0,1.6,67
전국,20160302,3.2,0.0,2.1,61
전국,20160301,-1.4,0.0,2.4,52
전국,20160229,-1.8,0.3,3.6,56
전국,20160228,4.0,5.8,2.1,76
전국,20160227,5.2,1.4,1.8,67
전국,20160226,2.8,0.8,1.7,67
전국,20160225,0.3,0.0,2.3,50
전국,20160224,-1.0,0.6,2.5,52
전국,20160223,3.3,0.2,2.7,49
전국,20160222,2.7,0.0,1.2,46
전국,20160221,1.0,0.0,2.3,41
전국,20160220,3.5,0.0,2.5,51
전국,20160219,4.5,0.0,1.5,59
전국,20160218,3.6,0.1,2.2,62
전국,20160217,1.2,0.0,2.2,54
전국,20160216,-0.1,0.5,3.1,64
전국,20160215,-3.1,0.2,3.7,52
전국,20160214,1.1,0.8,4.5,70
전국,20160213,11.7,11.4,1.7,94
전국,20160212,9.7,20.7,1.8,92
전국,20160211,6.8,0.2,1.9,55
전국,20160210,2.2,0.0,1.3,53
전국,20160209,2.6,0.0,3.0,45
전국,20160208,1.7,0.2,2.4,56
전국,20160207,-1.8,0.0,1.5,52
전국,20160206,-1.4,0.5,2.4,52
전국,20160205,-0.2,0.0,2.2,46
전국,20160204,0.4,0.0,2.2,53
전국,20160203,-1.8,0.0,1.8,54
전국,20160202,-3.4,0.0,2.0,50
전국,20160201,-2.9,0.0,2.6,48
전국,20160131,-0.5,0.0,2.4,57
전국,20160130,2.2,0.6,1.5,82
전국,20160129,2.3,8.2,1.9,81
전국,20160128,0.3,6.7,1.2,70
전국,20160127,0.2,0.0,1.7,61
전국,20160126,-1.7,0.1,2.2,65
전국,20160125,-6.6,0.3,2.2,59
전국,20160124,-10.8,1.5,3.1,55
전국,20160123,-7.0,1.2,3.4,45
전국,20160122,-4.2,0.0,2.4,44
전국,20160121,-4.7,0.0,2.0,52
전국,20160120,-6.9,0.0,2.2,56
전국,20160119,-7.5,0.8,4.8,53
전국,20160118,-2.0,0.9,4.2,66
전국,20160117,2.1,3.3,1.2,79
전국,20160116,0.8,0.0,1.2,67
전국,20160115,-0.2,0.1,1.1,67
전국,20160114,-1.1,0.1,2.0,57
전국,20160113,-1.2,0.8,2.5,63
전국,20160112,-2.1,0.0,2.2,48
전국,20160111,-0.7,0.0,2.1,46
전국,20160110,1.7,0.0,1.8,55
전국,20160109,0.7,0.0,1.9,57
전국,20160108,-0.5,0.0,2.3,55
전국,20160107,0.4,0.0,2.5,53
전국,20160106,0.7,0.0,2.1,54
전국,20160105,0.6,0.5,2.0,44
전국,20160104,5.3,0.0,2.3,58
전국,20160103,5.9,0.0,1.1,80
전국,20160102,5.1,0.0,1.6,75
전국,20160101,1.7,0.0,1.6,71
전국,20151231,2.0,0.3,1.7,75
전국,20151230,0.9,1.1,1.3,66
전국,20151229,-1.4,0.0,1.6,54
전국,20151228,-2.4,0.0,2.4,48
전국,20151227,-0.8,0.0,2.3,50
전국,20151226,3.8,0.2,2.0,63
전국,20151225,1.4,0.0,2.3,48
전국,20151224,4.2,0.0,1.9,72
전국,20151223,6.3,1.9,1.1,88
전국,20151222,4.1,0.1,1.3,79
전국,20151221,4.3,1.5,1.4,82
전국,20151220,2.1,0.8,0.8,75
전국,20151219,1.4,0.0,1.1,72
전국,20151218,-0.5,0.0,1.7,66
전국,20151217,-2.0,0.3,2.8,55
전국,20151216,1.7,2.4,3.1,63
전국,20151215,7.2,0.5,2.5,71
전국,20151214,6.9,3.9,1.1,88
전국,20151213,6.5,0.0,1.1,71
전국,20151212,5.5,0.0,1.5,69
전국,20151211,7.6,3.7,2.6,75
전국,20151210,8.7,14.1,1.4,89
전국,20151209,6.2,0.0,1.1,74
전국,20151208,4.6,0.0,1.2,70
전국,20151207,3.5,0.0,1.2,70
전국,20151206,3.2,0.0,1.1,65
전국,20151205,5.5,0.0,2.4,60
전국,20151204,2.8,0.5,3.3,65
전국,20151203,3.0,3.0,4.2,63
전국,20151202,7.3,5.7,2.0,80
전국,20151201,4.7,0.0,1.1,75
전국,20151130,6.4,0.2,1.6,74
전국,20151129,5.2,0.8,1.2,79
전국,20151128,3.2,0.0,1.4,73
전국,20151127,1.1,0.6,2.7,67
전국,20151126,0.9,3.3,3.5,69
전국,20151125,5.6,9.0,2.0,86
전국,20151124,8.5,2.8,2.4,74
전국,20151123,10.9,6.6,1.8,88
전국,20151122,11.3,4.6,1.5,82
전국,20151121,9.6,0.1,1.1,82
전국,20151120,11.0,0.1,1.2,82
전국,20151119,10.2,0.9,1.5,86
전국,20151118,11.6,7.9,2.9,85
전국,20151117,14.3,0.5,1.6,89
전국,20151116,12.6,10.7,1.3,90
전국,20151115,13.5,0.0,1.2,82
전국,20151114,13.8,5.0,1.2,93
전국,20151113,12.1,24.4,2.4,89
전국,20151112,13.7,0.6,2.0,75
전국,20151111,11.5,2.0,1.3,81
전국,20151110,11.1,0.2,1.6,79
전국,20151109,12.7,3.2,1.9,86
전국,20151108,13.7,13.8,2.1,94
전국,20151107,13.2,28.0,2.5,93
전국,20151106,13.5,2.6,2.4,75
전국,20151105,12.9,0.0,1.2,70
전국,20151104,10.9,0.0,1.2,71
전국,20151103,10.8,0.0,1.2,70
전국,20151102,10.1,0.2,1.7,65
전국,20151101,6.7,0.1,1.0,65
전국,20151031,6.3,0.0,1.8,54
전국,20151030,8.0,0.0,2.3,51
전국,20151029,10.5,0.4,1.7,57
전국,20151028,11.4,0.0,2.1,56
전국,20151027,13.4,16.3,2.7,71
전국,20151026,14.4,0.4,1.8,68
전국,20151025,14.7,0.0,1.8,65
전국,20151024,16.2,1.2,1.7,77
전국,20151023,16.3,0.0,1.2,79
전국,20151022,16.3,0.3,1.5,80
전국,20151021,16.9,0.2,1.2,81
전국,20151020,16.8,0.0,1.2,77
전국,20151019,16.4,0.1,1.2,76
전국,20151018,16.2,0.0,1.2,72
전국,20151017,16.1,0.0,1.2,76
전국,20151016,15.8,0.0,1.2,79
전국,20151015,15.7,0.0,1.2,76
전국,20151014,15.5,0.0,1.3,73
전국,20151013,14.4,0.0,1.9,65
전국,20151012,13.4,0.5,2.4,66
전국,20151011,12.7,2.2,2.4,71
전국,20151010,13.7,4.8,1.9,73
전국,20151009,16.0,0.4,2.3,56
전국,20151008,17.5,0.1,1.4,74
전국,20151007,17.2,0.0,1.2,74
전국,20151006,16.8,0.0,1.2,69
전국,20151005,16.7,0.0,1.3,66
전국,20151004,16.5,0.0,1.4,60
전국,20151003,18.2,0.0,2.2,66
전국,20151002,15.9,0.0,2.7,55
전국,20151001,18.1,37.4,3.0,84
전국,20150930,19.3,1.7,2.1,66
전국,20150929,20.7,0.0,2.1,60
전국,20150928,20.5,0.0,1.5,62
전국,20150927,19.7,0.0,1.3,71
전국,20150926,20.1,0.0,1.3,78
전국,20150925,20.6,0.0,1.4,78
전국,20150924,20.7,1.2,1.7,80
전국,20150923,19.0,8.4,1.4,83
전국,20150922,20.6,0.0,1.6,72
전국,20150921,20.6,0.0,1.3,75
전국,20150920,20.1,0.0,1.2,78
전국,20150919,20.1,0.0,1.3,76
전국,20150918,20.1,0.0,1.7,72
전국,20150917,19.3,4.4,2.1,73
전국,20150916,18.9,1.6,1.8,69
전국,20150915,19.3,0.0,2.0,64
전국,20150914,19.1,0.0,1.5,69
전국,20150913,18.6,0.0,1.7,68
전국,20150912,18.8,3.8,1.5,83
전국,20150911,21.0,1.5,1.5,79
전국,20150910,20.6,0.0,1.5,69
전국,20150909,20.3,0.0,2.4,62
전국,20150908,20.0,0.0,2.3,65
전국,20150907,20.7,0.1,2.1,70
전국,20150906,20.9,6.6,2.4,80
전국,20150905,21.7,9.4,1.6,87
전국,20150904,23.3,0.0,1.5,78
전국,20150903,22.9,1.8,1.6,81
전국,20150902,22.8,9.6,1.6,86
전국,20150901,23.6,5.0,1.9,79
전국,20150831,23.9,1.8,1.6,78
전국,20150830,23.2,0.4,1.2,79
전국,20150829,22.9,0.0,1.2,79
전국,20150828,23.0,2.5,1.4,80
전국,20150827,23.2,1.4,1.9,77
전국,20150826,22.2,0.4,1.9,76
전국,20150825,21.5,26.8,3.4,89
전국,20150824,24.7,3.1,2.3,79
전국,20150823,24.9,0.1,1.2,80
전국,20150822,24.3,0.3,1.2,83
전국,20150821,23.6,26.6,1.4,86
전국,20150820,24.1,5.0,1.2,87
전국,20150819,25.0,0.0,1.4,79
전국,20150818,25.2,0.0,1.6,76
전국,20150817,25.1,1.0,1.6,77
전국,20150816,24.8,6.9,1.4,84
전국,20150815,25.9,0.0,1.4,78
전국,20150814,25.1,1.1,1.4,80
전국,20150813,24.8,6.9,1.5,81
전국,20150812,23.8,5.1,1.8,83
전국,20150811,25.1,6.7,1.4,80
전국,20150810,26.4,0.0,1.4,76
전국,20150809,26.8,0.0,1.5,77
전국,20150808,27.1,6.8,1.6,82
전국,20150807,28.5,2.2,1.4,74
전국,20150806,28.4,0.0,1.4,74
전국,20150805,28.0,0.0,2.0,74
전국,20150804,28.0,0.0,2.5,72
전국,20150803,28.1,0.0,2.2,74
전국,20150802,27.0,5.1,1.9,83
전국,20150801,27.6,1.0,1.8,79
전국,20150731,28.3,0.2,1.9,78
전국,20150730,28.7,0.0,2.0,79
전국,20150729,27.3,7.1,1.7,85
전국,20150728,27.4,0.6,1.6,80
전국,20150727,26.6,1.8,1.6,82
전국,20150726,27.0,3.8,1.7,77
전국,20150725,26.5,8.8,2.7,82
전국,20150724,25.6,17.4,2.5,90
전국,20150723,25.9,13.0,1.9,88
전국,20150722,25.7,2.8,1.3,87
전국,20150721,24.6,4.1,1.3,89
전국,20150720,24.3,2.7,1.6,86
전국,20150719,24.0,1.5,1.5,80
전국,20150718,23.0,0.1,1.5,75
전국,20150717,21.6,0.3,2.3,67
