주소,축종,진단일,발생일,지역코드,사육수,location,date,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
전라북도 정읍시 소성면 고교리,오리-종오리,20150126,20150119,245,22000,정읍,20150119,2.4,0.0,1.7,70.8
전라북도 정읍시 소성면 고교리,오리-종오리,20161216,20161213,245,25920,정읍,20161213,5.1,0.0,1.7,75.4
전라북도 정읍시 소성면 기린리,오리-육용오리,20201128,20201126,245,38000,정읍,20201126,6.6,0.0,0.8,70.0
전라북도 정읍시 소성면 애당리,오리-종오리,20161222,20161218,245,6800,정읍,20161218,5.2,0.5,0.8,76.6
전라북도 정읍시 소성면 화룡리,닭-기타,20080419,20080419,245,22000,정읍,20080419,16.6,0.0,1.3,55.9
전라북도 정읍시 소성면 화룡리,닭-종계,20161224,20161220,245,24000,정읍,20161220,7.9,0.0,1.3,81.3
전라북도 정읍시 영원면 앵성리,오리-기타,20080407,20080407,245,20000,정읍,20080407,10.7,1.0,1.1,84.3
전라북도 정읍시 영원면 앵성리,오리-육용오리,20140131,20140129,245,21000,정읍,20140129,3.6,0.1,0.8,54.1
전라북도 정읍시 영원면 앵성리,오리-육용오리,20140201,20140129,245,12000,정읍,20140129,3.6,0.1,0.8,54.1
전라북도 정읍시 영원면 앵성리,오리-육용오리,20161221,20161216,245,22400,정읍,20161216,-0.7,0.0,1.5,57.9
전라북도 정읍시 영원면 은선리,오리-육용오리,20080411,20080411,245,37000,정읍,20080411,13.2,0.0,1.4,66.6
전라북도 정읍시 이평면 장내리,닭-종계,20161231,20161227,245,30000,정읍,20161227,0.9,0.0,3.8,63.0
전라북도 정읍시 이평면 장내리,오리-기타,20140211,20140206,245,10500,정읍,20140206,-0.1,0.0,1.0,41.6
전라북도 정읍시 이평면 장내리,오리-육용오리,20170102,20161227,245,18500,정읍,20161227,0.9,0.0,3.8,63.0
전라북도 정읍시 이평면 장내리,오리-육용오리,20171223,20171222,245,29000,정읍,20171222,2.5,0.0,0.9,73.8
전라북도 정읍시 이평면 장내리,오리-종오리,20140206,20140203,245,6200,정읍,20140203,0.8,0.2,2.2,52.9
전라북도 정읍시 이평면 청량리,오리-육용오리,20140127,20140124,245,10000,정읍,20140124,7.9,0.0,1.4,61.4
전라북도 정읍시 이평면 청량리,오리-육용오리,20161231,20161226,245,30000,정읍,20161226,3.7,13.3,1.6,90.3
전라북도 정읍시 이평면 청량리,오리-종오리,20140202,20140130,245,10300,정읍,20140130,6.6,1.5,1.1,91.1
전라북도 정읍시 입암면 단곡리,오리-육용오리,20150501,20150429,245,53000,정읍,20150429,18.2,28.5,1.7,85.1
전라북도 정읍시 입암면 단곡리,오리-육용오리,20201228,20201227,245,13000,정읍,20201227,4.2,5.4,0.5,80.3
전라북도 정읍시 입암면 접지리,오리-육용오리,20140211,20140207,245,8000,정읍,20140207,3.6,0.1,1.0,53.0
전라북도 정읍시 입암면 접지리,오리-육용오리,20140217,20140213,245,8000,정읍,20140213,2.0,0.0,0.9,62.3
전라북도 정읍시 입암면 접지리,오리-종오리,20140217,20140213,245,13000,정읍,20140213,2.0,0.0,0.9,62.3
전라북도 정읍시 입암면 하부리,오리-육용오리,20140202,20140130,245,14500,정읍,20140130,6.6,1.5,1.1,91.1
전라북도 정읍시 정우면 대사리,오리-육용오리,20150225,20150218,245,6,정읍,20150218,2.3,0.0,1.7,72.4
전라북도 정읍시 정우면 대사리,오리-육용오리,20161221,20161215,245,15500,정읍,20161215,-1.0,0.5,2.5,67.4
전라북도 정읍시 정우면 대사리,오리-육용오리,20201211,20201210,245,17500,정읍,20201210,4.7,0.0,0.4,64.8
전라북도 정읍시 정우면 우일리,오리-종오리,20210113,20210112,245,8500,정읍,20210112,-1.5,0.3,1.6,75.3
전라북도 진안군 부귀면 오룡리,오리-육용오리,20140329,20140327,248,1,장수,20140327,10.6,0.0,1.3,75.8
제주특별자치도 제주시 노형동,닭-토종닭,20170610,20170604,184,5,제주,20170604,20.3,0.0,2.5,56.6
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,20170605,20170602,184,2500,제주,20170602,20.2,0.0,2.4,63.1
제주특별자치도 제주시 애월읍 고성리,닭-토종닭,20170610,20170604,184,10,제주,20170604,20.3,0.0,2.5,56.6
제주특별자치도 제주시 애월읍 상귀리,닭-토종닭,20170607,20170603,184,457,제주,20170603,20.4,0.0,2.3,53.9
제주특별자치도 제주시 이호일동,닭-토종닭,20170607,20170602,184,7,제주,20170602,20.2,0.0,2.4,63.1
제주특별자치도 제주시 조천읍 신촌리,닭-토종닭,20170610,20170604,184,27,제주,20170604,20.3,0.0,2.5,56.6
제주특별자치도 제주시 한림읍 금악리,오리-육용오리,20210213,20210212,184,5500,제주,20210212,12.2,0.0,1.6,57.0
충청남도 공주시 계룡면 경천리,닭-종계,20170401,20170329,133,22000,대전,20170329,9.7,1.6,1.2,60.9
충청남도 공주시 탄천면 남산리,닭-산란계,20140512,20140508,133,63142,대전,20140508,15.7,1.8,2.3,73.1
충청남도 논산시 광석면 광리,닭-육계,20201230,20201229,236,85500,부여,20201229,0.6,0.9,1.2,87.3
충청남도 논산시 광석면 사월리,닭-산란계,20170322,20170319,236,920000,부여,20170319,8.0,0.0,0.9,51.8
충청남도 논산시 노성면 송당리,닭-원종계,20170330,20170327,236,33000,부여,20170327,5.6,0.4,1.8,71.1
충청남도 논산시 부적면 외성리,오리-산란오리,20080425,20080425,236,7800,부여,20080425,12.9,1.5,2.5,52.9
충청남도 논산시 상월면 상도리,관상조류-기러기,20170406,20170404,236,700,부여,20170404,12.1,0.0,1.0,48.5
충청남도 논산시 연무읍 마전리,닭-종계,20140224,20140220,236,40000,부여,20140220,0.0,0.0,1.1,72.4
충청남도 논산시 은진면 토양리,닭-토종닭,20170304,20170301,236,43400,부여,20170301,4.7,2.0,1.2,67.5
충청남도 당진시 신평면 금천리,닭-종계,20140312,20140307,129,25800,서산,20140307,-0.8,0.0,2.5,49.5
충청남도 당진시 우강면 부장리,야생오리-가창오리,20140127,20140123,129,0,서산,20140123,-1.3,0.0,1.0,86.3
충청남도 당진시 정미면 대운산리,닭-종계,20140314,20140310,129,18000,서산,20140310,0.2,0.0,1.4,67.8
충청남도 당진시 합덕읍 석우리,닭-종계,20180205,20180204,129,24000,서산,20180204,-6.9,0.0,4.4,49.0
충청남도 부여군 홍산면 북촌리,닭-종계,20140125,20140124,236,15983,부여,20140124,3.2,0.0,0.9,75.8
충청남도 서산시 인지면 성리,닭-토종닭,20170106,20170102,129,12,서산,20170102,5.3,0.4,1.6,93.8
충청남도 서천군 마서면 도삼리,야생오리-가창오리,20140125,20140122,140,0,군산,20140122,-2.4,0.0,1.0,81.4
충청남도 서천군 화양면 옥포리,야생오리-가창오리,20140124,20140122,140,0,군산,20140122,-2.4,0.0,1.0,81.4
충청남도 서천군 화양면 화촌리,야생오리-가창오리,20140130,20140127,140,0,군산,20140127,0.3,0.0,1.3,72.3
충청남도 아산시 둔포면 봉재리,오리-육용오리,20161226,20161221,129,3800,서산,20161221,9.5,40.4,2.2,91.9
충청남도 아산시 둔포면 염작리,닭-산란계,20170111,20170107,129,150000,서산,20170107,4.0,0.0,1.1,88.5
충청남도 아산시 둔포면 염작리,닭-산란계,20180318,20180317,129,115000,서산,20180317,5.0,0.0,1.3,72.5
충청남도 아산시 둔포면 운교리,닭-종계,20170114,20170110,129,100000,서산,20170110,-0.7,0.1,2.5,68.8
충청남도 아산시 배방읍 세교리,닭-종계,20161214,20161210,129,836,서산,20161210,-0.2,0.0,1.6,69.0
충청남도 아산시 선장면 대흥리,오리-종오리,20161208,20161204,129,7800,서산,20161204,5.1,0.1,1.0,94.0
충청남도 아산시 신창면 가내리,닭-산란계,20161219,20161216,129,50000,서산,20161216,-2.2,0.0,1.6,74.5
충청남도 아산시 신창면 궁화리,오리-육용오리,20150331,20150328,129,6000,서산,20150328,7.7,0.0,1.9,48.5
충청남도 아산시 신창면 오목리,닭-산란계,20161212,20161208,129,300000,서산,20161208,3.4,5.4,1.7,88.4
충청남도 아산시 신창면 읍내리,닭-산란계,20161205,20161202,129,233500,서산,20161202,0.9,0.0,1.0,84.9
충청남도 아산시 신창면 읍내리,닭-산란계,20161207,20161202,129,4500,서산,20161202,0.9,0.0,1.0,84.9
충청남도 아산시 신창면 행목리,닭-산란계,20161125,20161123,129,52500,서산,20161123,1.0,0.0,2.6,63.4
충청남도 아산시 염치읍 쌍죽리,닭-산란계,20161216,20161213,129,24600,서산,20161213,3.0,0.0,1.9,78.4
충청남도 아산시 음봉면 산동리,닭-산란계,20110107,20110107,129,53000,서산,20110107,-6.3,0.0,1.5,72.5
충청남도 아산시 인주면 해암리,닭-산란계,20161205,20161202,129,150000,서산,20161202,0.9,0.0,1.0,84.9
충청남도 아산시 탕정면 용두리,오리,20040205,20040205,129,14910,서산,20040205,-3.2,0.1,4.3,60.8
충청남도 아산시 탕정면 용두리,오리-산란오리,20061221,20061221,129,9146,서산,20061221,2.8,0.0,1.5,77.4
충청남도 아산시 탕정면 용두리,오리-산란오리,20061223,20061223,129,9146,서산,20061223,1.7,0.0,1.2,86.0
충청남도 예산군 고덕면 석곡리,닭-종계,20201226,20201225,129,34700,서산,20201225,0.1,0.2,1.5,66.0
충청남도 천안시 동남구 광덕면 매당리,오리-육용오리,20161218,20161215,232,10500,천안,20161215,-2.2,0.0,2.1,46.6
충청남도 천안시 동남구 동면 동산리,오리-육용오리,20161128,20161124,232,10000,천안,20161124,-1.3,0.0,1.8,50.5
충청남도 천안시 동남구 동면 행암리,닭-산란계,20161218,20161215,232,118000,천안,20161215,-2.2,0.0,2.1,46.6
충청남도 천안시 동남구 동면 화계리,오리-산란오리,20070308,20070308,232,13521,천안,20070308,1.2,0.1,2.2,63.8
충청남도 천안시 동남구 동면 화계리,오리-종오리,20140312,20140307,232,14790,천안,20140307,-0.3,0.0,3.0,37.8
충청남도 천안시 동남구 동면 화계리,오리-종오리,20161205,20161201,232,8500,천안,20161201,4.6,0.0,1.8,62.9
충청남도 천안시 동남구 동면 화계리,오리-종오리,20161212,20161208,232,12141,천안,20161208,2.1,0.5,0.7,84.4
충청남도 천안시 동남구 목천읍 소사리,닭-산란계,20161216,20161212,232,28000,천안,20161212,2.5,0.5,0.6,65.3
충청남도 천안시 동남구 목천읍 소사리,닭-종계,20161221,20161217,232,26000,천안,20161217,2.6,0.0,0.9,68.5
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,20140321,20140317,232,6,천안,20140317,14.2,0.0,3.1,68.4
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,20161228,20161224,232,10000,천안,20161224,-2.1,0.0,0.7,76.1
충청남도 천안시 동남구 병천면 관성리,닭-산란계,20161215,20161211,232,38600,천안,20161211,-3.1,0.0,0.6,64.4
충청남도 천안시 동남구 병천면 도원리,닭-산란계,20140225,20140223,232,120000,천안,20140223,1.6,0.0,1.1,64.5
충청남도 천안시 동남구 병천면 도원리,닭-산란계,20161221,20161218,232,10400,천안,20161218,2.0,0.0,0.7,82.3
충청남도 천안시 동남구 병천면 도원리,오리-육용오리,20140308,20140306,232,6100,천안,20140306,1.3,0.0,2.9,40.8
충청남도 천안시 동남구 병천면 매성리,오리-육용오리,20210105,20201228,232,14400,천안,20201228,3.3,0.0,0.5,82.6
충청남도 천안시 동남구 병천면 봉항리,오리-육용오리,20161130,20161124,232,6000,천안,20161124,-1.3,0.0,1.8,50.5
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,20140308,20140306,232,12000,천안,20140306,1.3,0.0,2.9,40.8
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,20161215,20161212,232,12100,천안,20161212,2.5,0.5,0.6,65.3
충청남도 천안시 동남구 북면 운용리,오리,20031224,20031224,232,4758,천안,20031224,1.2,0.0,0.5,87.0
충청남도 천안시 동남구 북면 운용리,오리-종오리,20110302,20110302,232,12400,천안,20110302,-0.8,0.0,4.2,50.1
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,20140403,20140331,232,55000,천안,20140331,12.0,0.0,1.5,57.1
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,20161222,20161219,232,71900,천안,20161219,6.4,1.7,0.9,87.5
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,20161224,20161220,232,49900,천안,20161220,5.4,0.0,0.6,86.3
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,20150202,20150128,232,14000,천안,20150128,-3.8,0.0,1.7,59.9
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,20161226,20161221,232,15300,천안,20161221,7.5,21.3,1.6,86.0
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,20140321,20140317,232,6354,천안,20140317,14.2,0.0,3.1,68.4
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,20150204,20150202,232,10991,천안,20150202,-2.3,0.0,0.8,67.8
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,20201225,20201224,232,10750,천안,20201224,2.2,0.0,1.7,71.0
충청남도 천안시 동남구 성남면 봉양리,닭-산란계,20161226,20161221,232,219000,천안,20161221,7.5,21.3,1.6,86.0
충청남도 천안시 동남구 성남면 석곡리,닭-산란계,20140411,20140407,232,530,천안,20140407,10.4,0.0,2.8,51.4
충청남도 천안시 동남구 성남면 석곡리,닭-육계,20140410,20140408,232,1,천안,20140408,10.9,0.0,1.7,50.3
충청남도 천안시 동남구 성남면 신덕리,닭-토종닭,20161218,20161215,232,45000,천안,20161215,-2.2,0.0,2.1,46.6
충청남도 천안시 동남구 성남면 용원리,메추리-비분류,20170106,20170102,232,250000,천안,20170102,4.8,0.0,1.2,79.5
충청남도 천안시 동남구 수신면 신풍리,닭-육계,20161228,20161224,232,14000,천안,20161224,-2.1,0.0,0.7,76.1
충청남도 천안시 동남구 수신면 신풍리,닭-토종닭,20140325,20140321,232,38522,천안,20140321,4.8,0.0,3.0,55.1
충청남도 천안시 동남구 신방동,오리-기타,20161224,20161220,232,24,천안,20161220,5.4,0.0,0.6,86.3
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,20140314,20140310,232,40000,천안,20140310,1.5,0.0,2.3,49.6
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,20161207,20161204,232,166700,천안,20161204,3.0,0.0,0.5,73.8
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,20161216,20161212,232,70000,천안,20161212,2.5,0.5,0.6,65.3
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,20161217,20161213,232,90000,천안,20161213,2.5,0.0,1.0,77.4
충청남도 천안시 동남구 풍세면 가송리,닭-토종닭,20161217,20161214,232,42900,천안,20161214,0.2,0.0,1.4,70.3
충청남도 천안시 동남구 풍세면 보성리,거위-비분류,20140304,20140228,232,15,천안,20140228,6.2,0.0,1.9,70.8
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,20140225,20140223,232,75000,천안,20140223,1.6,0.0,1.1,64.5
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,20161208,20161205,232,126000,천안,20161205,6.6,0.5,1.8,70.6
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,20161222,20161218,232,53300,천안,20161218,2.0,0.0,0.7,82.3
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,20140210,20140207,232,10280,천안,20140207,2.2,0.0,2.3,55.8
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,20140217,20140213,232,3000,천안,20140213,1.7,0.0,1.0,67.5
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,20140217,20140215,232,14392,천안,20140215,1.5,0.0,1.3,64.9
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,20161205,20161130,232,4270,천안,20161130,4.5,1.0,0.6,75.1
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,20070120,20070120,232,30000,천안,20070120,-3.3,0.0,0.9,62.3
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,20070124,20070124,232,30000,천안,20070124,-1.7,0.0,1.3,69.0
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,20140219,20140216,232,30000,천안,20140216,1.5,0.0,1.1,68.8
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,20161207,20161204,232,43000,천안,20161204,3.0,0.0,0.5,73.8
충청남도 천안시 동남구 풍세면 용정리,닭-종계,20150313,20150309,232,19900,천안,20150309,2.8,0.0,5.1,48.3
충청남도 천안시 동남구 풍세면 풍서리,닭-토종닭,20170109,20170105,232,50000,천안,20170105,3.9,0.0,1.9,67.0
충청남도 천안시 동남구 풍세면 풍서리,오리-기타,20101231,20101231,232,10700,천안,20101231,-7.4,0.4,2.6,64.0
충청남도 천안시 서북구 성환읍 대홍리,거위-비분류,20201215,20201214,232,42,천안,20201214,-5.6,0.0,2.1,47.3
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,20161216,20161212,232,105046,천안,20161212,2.5,0.5,0.6,65.3
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,20161219,20161216,232,100000,천안,20161216,-4.4,0.0,1.3,58.4
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,20210114,20210112,232,83800,천안,20210112,-3.9,0.1,1.0,85.5
충청남도 천안시 서북구 성환읍 매주리,닭-산란계,20161231,20161228,232,25000,천안,20161228,-3.6,0.0,0.9,60.9
충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,20161223,20161219,232,23100,천안,20161219,6.4,1.7,0.9,87.5
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,20161216,20161213,232,559359,천안,20161213,2.5,0.0,1.0,77.4
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,20210104,20210103,232,346000,천안,20210103,-5.8,0.0,0.9,65.1
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,20161223,20161220,232,23965,천안,20161220,5.4,0.0,0.6,86.3
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,20161226,20161221,232,120000,천안,20161221,7.5,21.3,1.6,86.0
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,20180209,20180208,232,21000,천안,20180208,-5.8,0.0,0.8,55.3
충청남도 천안시 서북구 성환읍 양령리,닭-육계,20161230,20161226,232,50000,천안,20161226,2.4,3.3,0.7,90.6
충청남도 천안시 서북구 성환읍 어룡리,오리-종오리,20140304,20140302,232,4828,천안,20140302,3.5,0.0,2.5,55.9
충청남도 천안시 서북구 성환읍 왕림리,닭-산란계,20161224,20161221,232,100000,천안,20161221,7.5,21.3,1.6,86.0
충청남도 천안시 서북구 입장면 가산리,닭-산란계,20161226,20161222,232,290500,천안,20161222,7.5,11.0,3.3,85.5
충청남도 천안시 서북구 입장면 호당리,닭-산란계,20170104,20161231,232,212251,천안,20161231,0.4,0.0,0.7,80.6
충청남도 천안시 서북구 직산읍 마정리,닭-산란계,20161228,20161224,232,48000,천안,20161224,-2.1,0.0,0.7,76.1
충청남도 천안시 서북구 직산읍 석곡리,오리-산란오리,20040104,20040104,232,8500,천안,20040104,-1.6,0.0,0.7,68.5
충청남도 천안시 서북구 직산읍 석곡리,오리-육용오리,20110119,20110119,232,21000,천안,20110119,-6.3,0.0,1.6,63.9
충청남도 천안시 서북구 직산읍 수헐리,닭-산란계,20210123,20210122,232,99000,천안,20210122,6.0,1.4,0.5,99.6
충청남도 천안시 서북구 직산읍 신갈리,닭-육계,20031226,20031226,232,17800,천안,20031226,-2.4,0.0,3.9,54.0
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,20110117,20110117,232,18960,천안,20110117,-10.5,0.0,1.4,69.4
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,20140128,20140126,232,9500,천안,20140126,-1.8,0.0,3.0,53.0
충청남도 천안시 직산읍 판정리,오리,20031224,20031224,232,8800,천안,20031224,1.2,0.0,0.5,87.0
충청남도 천안시 풍세면 용정리,닭-산란계,20040126,20040126,232,22200,천안,20040126,-6.0,0.0,1.1,69.6
충청남도 청양군 비봉면 양사리,닭-산란계,20150313,20150310,236,47000,부여,20150310,-1.4,0.0,4.1,42.4
충청남도 청양군 비봉면 양사리,닭-산란계,20170225,20170222,236,90000,부여,20170222,2.4,17.5,1.9,84.5
충청남도 청양군 운곡면 위라리,닭-산란계,20140217,20140214,236,35000,부여,20140214,2.4,0.0,1.6,62.0
충청남도 청양군 청남면 왕진리,오리-육용오리,20140304,20140228,236,2000,부여,20140228,7.2,0.0,0.9,70.8
충청남도 홍성군 구항면 태봉리,닭-종계,20210114,20210113,177,41200,홍성,20210113,2.7,0.0,1.6,82.5
충청남도 홍성군 구항면 태봉리,닭-종계,20210120,20210114,177,20000,홍성,20210114,1.0,0.0,0.7,63.6
충청남도 홍성군 서부면 판교리,닭-종계,20140307,20140302,177,40000,,,,,,
충청남도 홍성군 은하면 장곡리,오리-종오리,20170302,20170227,177,10000,홍성,20170227,2.3,0.0,0.9,64.4
충청남도 홍성군 장곡면 신풍리,닭-종계,20150312,20150309,177,33900,,,,,,
충청북도 괴산군 소수면 수리,오리-종오리,20161202,20161130,127,6500,충주,20161130,4.9,0.9,0.8,71.6
충청북도 괴산군 소수면 아성리,오리-종오리,20161205,20161202,127,9600,충주,20161202,-0.9,0.0,1.1,59.0
충청북도 괴산군 소수면 아성리,오리-종오리,20161209,20161202,127,6400,충주,20161202,-0.9,0.0,1.1,59.0
충청북도 괴산군 소수면 아성리,오리-종오리,20210218,20210217,127,7500,충주,20210217,-8.0,0.0,4.6,45.4
충청북도 괴산군 장연면 조곡리,오리-종오리,20210206,20210205,127,15500,충주,20210205,-1.1,0.0,0.7,63.9
충청북도 옥천군 옥천읍 구일리,닭-산란계,20161223,20161221,133,100000,대전,20161221,8.2,20.5,1.6,89.9
충청북도 음성군 감곡면 단평리,오리-육용오리,20161130,20161128,127,8800,충주,20161128,1.8,0.0,1.5,67.5
충청북도 음성군 감곡면 문촌리,오리-종오리,20161220,20161218,127,7599,충주,20161218,1.7,0.0,0.8,77.1
충청북도 음성군 감곡면 문촌리,오리-종오리,20201223,20201222,127,6000,충주,20201222,-2.8,0.1,0.6,81.9
충청북도 음성군 금왕읍 내송리,오리-종오리,20150314,20150311,127,8600,충주,20150311,0.4,0.0,3.5,37.9
충청북도 음성군 금왕읍 본대리,오리-육용오리,20150323,20150320,127,16000,충주,20150320,12.2,0.0,1.1,50.6
충청북도 음성군 금왕읍 본대리,오리-육용오리,20161216,20161214,127,12000,충주,20161214,0.2,0.8,1.0,78.5
충청북도 음성군 금왕읍 본대리,오리-육용오리,20161217,20161215,127,16000,충주,20161215,-2.7,0.0,2.5,49.6
충청북도 음성군 금왕읍 삼봉리,오리-육용오리,20150225,20150222,127,8300,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 금왕읍 삼봉리,오리-육용오리,20161126,20161122,127,5500,충주,20161122,4.5,0.9,2.1,63.4
충청북도 음성군 금왕읍 신평리,메추리-비분류,20161231,20161229,127,788000,충주,20161229,-3.8,0.1,2.0,56.8
충청북도 음성군 금왕읍 신평리,메추리-비분류,20201208,20201207,127,726000,충주,20201207,1.3,0.0,1.2,67.9
충청북도 음성군 금왕읍 유포리,오리-육용오리,20161205,20161203,127,9200,충주,20161203,0.5,0.0,0.8,67.0
충청북도 음성군 대소면 미곡리,닭-산란계,20140211,20140207,127,24000,충주,20140207,2.5,0.0,2.2,53.4
충청북도 음성군 대소면 미곡리,오리-육용오리,20140207,20140205,127,6800,충주,20140205,-6.0,0.0,1.0,41.9
충청북도 음성군 대소면 미곡리,오리-육용오리,20140210,20140205,127,44300,충주,20140205,-6.0,0.0,1.0,41.9
충청북도 음성군 대소면 부윤리,오리-육용오리,20140221,20140219,127,6840,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 대소면 부윤리,오리-육용오리,20150225,20150222,127,4500,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 대소면 부윤리,오리-종오리,20150226,20150222,127,2200,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 대소면 부윤리,오리-종오리,20161125,20161121,127,1500,충주,20161121,7.0,0.0,0.6,84.9
충청북도 음성군 대소면 삼정리,오리-종오리,20140210,20140202,127,9100,충주,20140202,6.5,0.9,0.8,96.4
충청북도 음성군 대소면 삼호리,닭-산란계,20210114,20210113,127,36000,충주,20210113,1.5,0.0,1.2,77.0
충청북도 음성군 대소면 성본리,오리-육용오리,20140225,20140222,127,7700,충주,20140222,0.0,0.0,1.1,56.9
충청북도 음성군 대소면 성본리,오리-육용오리,20161209,20161207,127,8000,충주,20161207,-1.3,0.4,0.7,74.1
충청북도 음성군 대소면 수태리,오리-육용오리,20140221,20140219,127,15231,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 대소면 수태리,오리-육용오리,20140224,20140219,127,6900,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 대소면 수태리,오리-육용오리,20150304,20150302,127,10108,충주,20150302,2.1,0.0,1.4,47.0
충청북도 음성군 대소면 수태리,오리-육용오리,20150306,20150224,127,34300,충주,20150224,1.4,0.0,1.3,60.3
충청북도 음성군 대소면 수태리,오리-육용오리,20161122,20161119,127,10000,충주,20161119,11.6,0.6,0.7,94.0
충청북도 음성군 대소면 오류리,오리-육용오리,20140225,20140222,127,20000,충주,20140222,0.0,0.0,1.1,56.9
충청북도 음성군 대소면 태생리,오리,20031224,20031224,127,14500,충주,20031224,2.7,0.0,0.8,81.4
충청북도 음성군 맹동면 마산리,오리-육용오리,20140221,20140219,127,76812,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 마산리,오리-육용오리,20150304,20150226,127,31439,충주,20150226,2.2,1.0,3.5,49.6
충청북도 음성군 맹동면 마산리,오리-육용오리,20150306,20150303,127,28200,충주,20150303,3.4,0.5,1.8,57.5
충청북도 음성군 맹동면 마산리,오리-육용오리,20150307,20150304,127,8414,충주,20150304,-1.5,0.0,4.4,38.0
충청북도 음성군 맹동면 마산리,오리-육용오리,20161123,20161121,127,21000,충주,20161121,7.0,0.0,0.6,84.9
충청북도 음성군 맹동면 마산리,오리-육용오리,20161124,20161122,127,7000,충주,20161122,4.5,0.9,2.1,63.4
충청북도 음성군 맹동면 마산리,오리-육용오리,20161125,20161123,127,28000,충주,20161123,0.7,0.0,1.3,44.1
충청북도 음성군 맹동면 본성리,오리-육용오리,20140221,20140219,127,20255,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 본성리,오리-육용오리,20150323,20150313,127,10500,충주,20150313,4.9,7.1,2.0,53.1
충청북도 음성군 맹동면 본성리,오리-육용오리,20161125,20161123,127,10200,충주,20161123,0.7,0.0,1.3,44.1
충청북도 음성군 맹동면 봉현리,닭-종계,20150323,20150310,127,80000,충주,20150310,-3.0,0.0,5.0,27.0
충청북도 음성군 맹동면 봉현리,닭-종계,20161129,20161127,127,84000,충주,20161127,3.2,0.0,0.8,81.4
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140219,20140217,127,6100,충주,20140217,4.0,0.0,1.5,55.0
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140219,20140218,127,33196,충주,20140218,2.6,0.0,3.0,43.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140220,20140218,127,10279,충주,20140218,2.6,0.0,3.0,43.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140220,20140219,127,14239,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140221,20140219,127,56925,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140223,20140219,127,5900,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 봉현리,오리-육용오리,20140224,20140218,127,34500,충주,20140218,2.6,0.0,3.0,43.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150224,20150222,127,20000,충주,20150222,4.4,2.3,2.3,76.9
