시도,시군구,year,month,철새수
전라남도,강진군,2015,1,0
전라남도,강진군,2015,2,0
전라남도,강진군,2015,3,0
전라남도,강진군,2015,10,0
전라남도,강진군,2015,11,0
전라남도,강진군,2015,12,350
전라남도,강진군,2016,1,852
전라남도,강진군,2016,2,0
전라남도,강진군,2016,3,0
전라남도,강진군,2016,10,0
전라남도,강진군,2016,11,0
전라남도,강진군,2016,12,237
전라남도,강진군,2017,1,3607
전라남도,강진군,2017,2,0
전라남도,강진군,2017,3,0
전라남도,강진군,2017,10,0
전라남도,강진군,2017,11,0
전라남도,강진군,2017,12,1035
전라남도,강진군,2018,1,1927
전라남도,강진군,2018,2,589
전라남도,강진군,2018,3,0
전라남도,강진군,2018,10,0
전라남도,강진군,2018,11,0
전라남도,강진군,2018,12,770
전라남도,강진군,2019,1,510
전라남도,강진군,2019,2,0
전라남도,강진군,2019,3,0
전라남도,강진군,2019,10,0
전라남도,강진군,2019,11,0
전라남도,강진군,2019,12,257
전라남도,강진군,2020,1,1727
전라남도,강진군,2020,2,0
전라남도,강진군,2020,3,0
전라남도,강진군,2020,10,0
전라남도,강진군,2020,11,560
전라남도,강진군,2020,12,210
전라남도,강진군,2021,1,1685
전라남도,강진군,2021,2,212
전라남도,강진군,2021,3,164
전라남도,완도군,2014,10,0
전라남도,완도군,2014,11,0
전라남도,완도군,2014,12,2016
전라남도,완도군,2015,1,0
전라남도,완도군,2015,2,0
전라남도,완도군,2015,3,0
전라남도,완도군,2015,10,0
전라남도,완도군,2015,11,0
전라남도,완도군,2015,12,525
전라남도,완도군,2016,1,1231
전라남도,완도군,2016,2,0
전라남도,완도군,2016,3,0
전라남도,완도군,2016,10,0
전라남도,완도군,2016,11,0
전라남도,완도군,2016,12,769
전라남도,완도군,2017,1,798
전라남도,완도군,2017,2,0
전라남도,완도군,2017,3,0
전라남도,완도군,2017,10,0
전라남도,완도군,2017,11,0
전라남도,완도군,2017,12,344
전라남도,완도군,2018,1,740
전라남도,완도군,2018,2,713
전라남도,완도군,2018,3,0
전라남도,완도군,2018,10,0
전라남도,완도군,2018,11,0
전라남도,완도군,2018,12,1309
전라남도,완도군,2019,1,774
전라남도,완도군,2019,2,0
전라남도,완도군,2019,3,0
전라남도,완도군,2019,10,0
전라남도,완도군,2019,11,0
전라남도,완도군,2019,12,596
전라남도,완도군,2020,1,1571
전라남도,완도군,2020,2,0
전라남도,완도군,2020,3,0
전라남도,완도군,2020,10,0
전라남도,완도군,2020,11,0
전라남도,완도군,2020,12,842
전라남도,완도군,2021,1,1142
전라남도,완도군,2021,2,0
전라남도,완도군,2021,3,0
전라남도,완도군,2014,10,0
전라남도,완도군,2014,11,0
전라남도,완도군,2014,12,455
전라남도,완도군,2015,1,0
전라남도,완도군,2015,2,0
전라남도,완도군,2015,3,0
전라남도,완도군,2015,10,0
전라남도,완도군,2015,11,0
전라남도,완도군,2015,12,184
전라남도,완도군,2016,1,406
전라남도,완도군,2016,2,0
전라남도,완도군,2016,3,0
전라남도,완도군,2016,10,0
전라남도,완도군,2016,11,0
전라남도,완도군,2016,12,1246
전라남도,완도군,2017,1,1731
전라남도,완도군,2017,2,0
전라남도,완도군,2017,3,0
전라남도,완도군,2017,10,0
전라남도,완도군,2017,11,0
전라남도,완도군,2017,12,0
전라남도,완도군,2018,1,0
전라남도,완도군,2018,2,0
전라남도,완도군,2018,3,0
전라남도,완도군,2018,10,0
전라남도,완도군,2018,11,0
전라남도,완도군,2018,12,0
전라남도,완도군,2019,1,0
전라남도,완도군,2019,2,0
전라남도,완도군,2019,3,0
전라남도,완도군,2019,10,0
전라남도,완도군,2019,11,0
전라남도,완도군,2019,12,0
전라남도,완도군,2020,1,0
전라남도,완도군,2020,2,0
전라남도,완도군,2020,3,0
전라남도,완도군,2020,10,0
전라남도,완도군,2020,11,0
전라남도,완도군,2020,12,0
전라남도,완도군,2021,1,0
전라남도,완도군,2021,2,0
전라남도,완도군,2021,3,0
전라남도,장흥군,2014,10,0
전라남도,장흥군,2014,11,0
전라남도,장흥군,2014,12,6216
전라남도,장흥군,2015,1,0
전라남도,장흥군,2015,2,0
전라남도,장흥군,2015,3,0
전라남도,장흥군,2015,10,0
전라남도,장흥군,2015,11,0
전라남도,장흥군,2015,12,2316
전라남도,장흥군,2016,1,6194
전라남도,장흥군,2016,2,0
전라남도,장흥군,2016,3,0
전라남도,장흥군,2016,10,0
전라남도,장흥군,2016,11,0
전라남도,장흥군,2016,12,4430
전라남도,장흥군,2017,1,3736
전라남도,장흥군,2017,2,0
전라남도,장흥군,2017,3,0
전라남도,장흥군,2017,10,0
전라남도,장흥군,2017,11,0
전라남도,장흥군,2017,12,7852
전라남도,장흥군,2018,1,7300
전라남도,장흥군,2018,2,4603
전라남도,장흥군,2018,3,0
전라남도,장흥군,2018,10,0
전라남도,장흥군,2018,11,0
전라남도,장흥군,2018,12,20727
전라남도,장흥군,2019,1,10046
전라남도,장흥군,2019,2,0
전라남도,장흥군,2019,3,0
전라남도,장흥군,2019,10,0
전라남도,장흥군,2019,11,0
전라남도,장흥군,2019,12,11469
전라남도,장흥군,2020,1,16932
전라남도,장흥군,2020,2,0
전라남도,장흥군,2020,3,0
전라남도,장흥군,2020,10,0
전라남도,장흥군,2020,11,0
전라남도,장흥군,2020,12,2588
전라남도,장흥군,2021,1,6296
전라남도,장흥군,2021,2,0
전라남도,장흥군,2021,3,0
광주광역시,서구,2014,10,0
광주광역시,서구,2014,11,0
광주광역시,서구,2014,12,2270
광주광역시,서구,2015,1,0
광주광역시,서구,2015,2,0
광주광역시,서구,2015,3,0
광주광역시,서구,2015,10,0
광주광역시,서구,2015,11,0
광주광역시,서구,2015,12,2597
광주광역시,서구,2016,1,2552
광주광역시,서구,2016,2,0
광주광역시,서구,2016,3,0
광주광역시,서구,2016,10,0
광주광역시,서구,2016,11,0
광주광역시,서구,2016,12,1499
광주광역시,서구,2017,1,1656
광주광역시,서구,2017,2,0
광주광역시,서구,2017,3,0
광주광역시,서구,2017,10,0
광주광역시,서구,2017,11,0
광주광역시,서구,2017,12,991
광주광역시,서구,2018,1,2993
광주광역시,서구,2018,2,1435
광주광역시,서구,2018,3,0
광주광역시,서구,2018,10,0
광주광역시,서구,2018,11,0
광주광역시,서구,2018,12,733
광주광역시,서구,2019,1,1246
광주광역시,서구,2019,2,0
광주광역시,서구,2019,3,0
광주광역시,서구,2019,10,0
광주광역시,서구,2019,11,0
광주광역시,서구,2019,12,876
광주광역시,서구,2020,1,2342
광주광역시,서구,2020,2,0
광주광역시,서구,2020,3,0
광주광역시,서구,2020,10,0
광주광역시,서구,2020,11,0
광주광역시,서구,2020,12,2038
광주광역시,서구,2021,1,1597
광주광역시,서구,2021,2,0
광주광역시,서구,2021,3,0
전라남도,보성군,2014,10,0
전라남도,보성군,2014,11,0
전라남도,보성군,2014,12,2270
전라남도,보성군,2015,1,0
전라남도,보성군,2015,2,0
전라남도,보성군,2015,3,0
전라남도,보성군,2015,10,0
전라남도,보성군,2015,11,0
전라남도,보성군,2015,12,2597
전라남도,보성군,2016,1,2552
전라남도,보성군,2016,2,0
전라남도,보성군,2016,3,0
전라남도,보성군,2016,10,0
전라남도,보성군,2016,11,0
전라남도,보성군,2016,12,1499
전라남도,보성군,2017,1,1656
전라남도,보성군,2017,2,0
전라남도,보성군,2017,3,0
전라남도,보성군,2017,10,0
전라남도,보성군,2017,11,0
전라남도,보성군,2017,12,991
전라남도,보성군,2018,1,2993
전라남도,보성군,2018,2,1435
전라남도,보성군,2018,3,0
전라남도,보성군,2018,10,0
전라남도,보성군,2018,11,0
전라남도,보성군,2018,12,733
전라남도,보성군,2019,1,1246
전라남도,보성군,2019,2,0
전라남도,보성군,2019,3,0
전라남도,보성군,2019,10,0
전라남도,보성군,2019,11,0
전라남도,보성군,2019,12,876
전라남도,보성군,2020,1,2342
전라남도,보성군,2020,2,0
전라남도,보성군,2020,3,0
전라남도,보성군,2020,10,0
전라남도,보성군,2020,11,0
전라남도,보성군,2020,12,2038
전라남도,보성군,2021,1,1597
전라남도,보성군,2021,2,0
전라남도,보성군,2021,3,0
전라남도,고흥군,2014,10,0
전라남도,고흥군,2014,11,0
전라남도,고흥군,2014,12,617
전라남도,고흥군,2015,1,0
전라남도,고흥군,2015,2,0
전라남도,고흥군,2015,3,0
전라남도,고흥군,2015,10,0
전라남도,고흥군,2015,11,0
전라남도,고흥군,2015,12,1146
전라남도,고흥군,2016,1,293
전라남도,고흥군,2016,2,0
전라남도,고흥군,2016,3,0
전라남도,고흥군,2016,10,0
전라남도,고흥군,2016,11,0
전라남도,고흥군,2016,12,491
전라남도,고흥군,2017,1,454
전라남도,고흥군,2017,2,0
전라남도,고흥군,2017,3,0
전라남도,고흥군,2017,10,0
전라남도,고흥군,2017,11,0
전라남도,고흥군,2017,12,0
전라남도,고흥군,2018,1,0
전라남도,고흥군,2018,2,0
전라남도,고흥군,2018,3,0
전라남도,고흥군,2018,10,0
전라남도,고흥군,2018,11,0
전라남도,고흥군,2018,12,0
전라남도,고흥군,2019,1,0
전라남도,고흥군,2019,2,0
전라남도,고흥군,2019,3,0
전라남도,고흥군,2019,10,0
전라남도,고흥군,2019,11,0
전라남도,고흥군,2019,12,0
전라남도,고흥군,2020,1,0
전라남도,고흥군,2020,2,0
전라남도,고흥군,2020,3,0
전라남도,고흥군,2020,10,0
전라남도,고흥군,2020,11,0
전라남도,고흥군,2020,12,0
전라남도,고흥군,2021,1,0
전라남도,고흥군,2021,2,0
전라남도,고흥군,2021,3,0
전라남도,고흥군,2014,10,0
전라남도,고흥군,2014,11,0
전라남도,고흥군,2014,12,946
전라남도,고흥군,2015,1,0
전라남도,고흥군,2015,2,0
전라남도,고흥군,2015,3,0
전라남도,고흥군,2015,10,0
전라남도,고흥군,2015,11,0
전라남도,고흥군,2015,12,2451
전라남도,고흥군,2016,1,3978
전라남도,고흥군,2016,2,0
전라남도,고흥군,2016,3,0
전라남도,고흥군,2016,10,0
전라남도,고흥군,2016,11,0
전라남도,고흥군,2016,12,2306
전라남도,고흥군,2017,1,1961
전라남도,고흥군,2017,2,0
전라남도,고흥군,2017,3,0
전라남도,고흥군,2017,10,0
전라남도,고흥군,2017,11,0
전라남도,고흥군,2017,12,1915
전라남도,고흥군,2018,1,2871
전라남도,고흥군,2018,2,1579
전라남도,고흥군,2018,3,0
전라남도,고흥군,2018,10,0
전라남도,고흥군,2018,11,0
전라남도,고흥군,2018,12,3237
전라남도,고흥군,2019,1,4768
전라남도,고흥군,2019,2,0
전라남도,고흥군,2019,3,0
전라남도,고흥군,2019,10,0
전라남도,고흥군,2019,11,0
전라남도,고흥군,2019,12,5765
전라남도,고흥군,2020,1,4008
전라남도,고흥군,2020,2,0
전라남도,고흥군,2020,3,0
전라남도,고흥군,2020,10,0
전라남도,고흥군,2020,11,2663
전라남도,고흥군,2020,12,43118
전라남도,고흥군,2021,1,4698
전라남도,고흥군,2021,2,16111
전라남도,고흥군,2021,3,3727
전라남도,고흥군,2014,10,0
전라남도,고흥군,2014,11,0
전라남도,고흥군,2014,12,984
전라남도,고흥군,2015,1,0
전라남도,고흥군,2015,2,0
전라남도,고흥군,2015,3,0
전라남도,고흥군,2015,10,0
전라남도,고흥군,2015,11,0
전라남도,고흥군,2015,12,6998
전라남도,고흥군,2016,1,6038
전라남도,고흥군,2016,2,0
전라남도,고흥군,2016,3,0
전라남도,고흥군,2016,10,0
전라남도,고흥군,2016,11,0
전라남도,고흥군,2016,12,3858
전라남도,고흥군,2017,1,1871
전라남도,고흥군,2017,2,0
전라남도,고흥군,2017,3,0
전라남도,고흥군,2017,10,0
전라남도,고흥군,2017,11,0
전라남도,고흥군,2017,12,2497
전라남도,고흥군,2018,1,2332
전라남도,고흥군,2018,2,1299
전라남도,고흥군,2018,3,0
전라남도,고흥군,2018,10,0
전라남도,고흥군,2018,11,0
전라남도,고흥군,2018,12,2314
전라남도,고흥군,2019,1,1406
전라남도,고흥군,2019,2,0
전라남도,고흥군,2019,3,0
전라남도,고흥군,2019,10,0
전라남도,고흥군,2019,11,0
전라남도,고흥군,2019,12,2124
전라남도,고흥군,2020,1,3608
전라남도,고흥군,2020,2,0
전라남도,고흥군,2020,3,0
전라남도,고흥군,2020,10,0
전라남도,고흥군,2020,11,0
전라남도,고흥군,2020,12,1955
전라남도,고흥군,2021,1,4368
전라남도,고흥군,2021,2,0
전라남도,고흥군,2021,3,0
전라남도,여수시,2014,10,4984
전라남도,여수시,2014,11,4569
전라남도,여수시,2014,12,4077
전라남도,여수시,2015,1,5249
전라남도,여수시,2015,2,5362
전라남도,여수시,2015,3,4805
전라남도,여수시,2015,10,2556
전라남도,여수시,2015,11,3390
전라남도,여수시,2015,12,3969
전라남도,여수시,2016,1,4720
전라남도,여수시,2016,2,5776
전라남도,여수시,2016,3,4232
전라남도,여수시,2016,10,2523
전라남도,여수시,2016,11,4146
전라남도,여수시,2016,12,8481
전라남도,여수시,2017,1,6818
전라남도,여수시,2017,2,8069
전라남도,여수시,2017,3,4907
전라남도,여수시,2017,10,0
전라남도,여수시,2017,11,0
전라남도,여수시,2017,12,3185
전라남도,여수시,2018,1,5877
전라남도,여수시,2018,2,5236
전라남도,여수시,2018,3,0
전라남도,여수시,2018,10,0
전라남도,여수시,2018,11,0
전라남도,여수시,2018,12,7306
전라남도,여수시,2019,1,5059
전라남도,여수시,2019,2,0
전라남도,여수시,2019,3,0
전라남도,여수시,2019,10,0
전라남도,여수시,2019,11,0
전라남도,여수시,2019,12,6622
전라남도,여수시,2020,1,17552
전라남도,여수시,2020,2,0
전라남도,여수시,2020,3,0
전라남도,여수시,2020,10,0
전라남도,여수시,2020,11,0
전라남도,여수시,2020,12,8801
전라남도,여수시,2021,1,10584
전라남도,여수시,2021,2,0
전라남도,여수시,2021,3,0
전라남도,순천시,2014,10,4478
전라남도,순천시,2014,11,9439
전라남도,순천시,2014,12,13834
전라남도,순천시,2015,1,11862
전라남도,순천시,2015,2,10494
전라남도,순천시,2015,3,9070
전라남도,순천시,2015,10,3018
전라남도,순천시,2015,11,5938
전라남도,순천시,2015,12,7809
전라남도,순천시,2016,1,9305
전라남도,순천시,2016,2,8099
전라남도,순천시,2016,3,4387
전라남도,순천시,2016,10,2756
전라남도,순천시,2016,11,14568
전라남도,순천시,2016,12,18626
전라남도,순천시,2017,1,19020
전라남도,순천시,2017,2,17193
전라남도,순천시,2017,3,14285
전라남도,순천시,2017,10,4912
전라남도,순천시,2017,11,18353
전라남도,순천시,2017,12,17321
전라남도,순천시,2018,1,13006
전라남도,순천시,2018,2,15598
전라남도,순천시,2018,3,6278
전라남도,순천시,2018,10,2689
전라남도,순천시,2018,11,15846
전라남도,순천시,2018,12,30340
전라남도,순천시,2019,1,23531
전라남도,순천시,2019,2,23711
전라남도,순천시,2019,3,18547
전라남도,순천시,2019,10,5283
전라남도,순천시,2019,11,20605
전라남도,순천시,2019,12,27163
전라남도,순천시,2020,1,28768
전라남도,순천시,2020,2,26806
전라남도,순천시,2020,3,13603
전라남도,순천시,2020,10,3353
전라남도,순천시,2020,11,22213
전라남도,순천시,2020,12,40288
전라남도,순천시,2021,1,21566
전라남도,순천시,2021,2,23758
전라남도,순천시,2021,3,5426
전라남도,여수시,2014,10,1085
전라남도,여수시,2014,11,5826
전라남도,여수시,2014,12,7421
전라남도,여수시,2015,1,13654
전라남도,여수시,2015,2,2279
전라남도,여수시,2015,3,3956
전라남도,여수시,2015,10,1807
전라남도,여수시,2015,11,6172
전라남도,여수시,2015,12,11777
전라남도,여수시,2016,1,7743
전라남도,여수시,2016,2,14053
전라남도,여수시,2016,3,10149
전라남도,여수시,2016,10,6002
전라남도,여수시,2016,11,20074
전라남도,여수시,2016,12,15628
전라남도,여수시,2017,1,31405
전라남도,여수시,2017,2,17588
전라남도,여수시,2017,3,16370
전라남도,여수시,2017,10,0
전라남도,여수시,2017,11,0
전라남도,여수시,2017,12,20908
전라남도,여수시,2018,1,9293
전라남도,여수시,2018,2,17252
전라남도,여수시,2018,3,0
전라남도,여수시,2018,10,0
전라남도,여수시,2018,11,0
전라남도,여수시,2018,12,11882
전라남도,여수시,2019,1,8401
전라남도,여수시,2019,2,0
전라남도,여수시,2019,3,0
전라남도,여수시,2019,10,0
전라남도,여수시,2019,11,0
전라남도,여수시,2019,12,11552
전라남도,여수시,2020,1,10201
전라남도,여수시,2020,2,0
전라남도,여수시,2020,3,0
전라남도,여수시,2020,10,0
전라남도,여수시,2020,11,0
전라남도,여수시,2020,12,6879
전라남도,여수시,2021,1,18801
전라남도,여수시,2021,2,0
전라남도,여수시,2021,3,0
전라남도,광양시,2014,10,0
전라남도,광양시,2014,11,0
전라남도,광양시,2014,12,1670
전라남도,광양시,2015,1,0
전라남도,광양시,2015,2,0
전라남도,광양시,2015,3,0
전라남도,광양시,2015,10,0
전라남도,광양시,2015,11,0
전라남도,광양시,2015,12,1976
전라남도,광양시,2016,1,249
전라남도,광양시,2016,2,0
전라남도,광양시,2016,3,0
전라남도,광양시,2016,10,0
전라남도,광양시,2016,11,0
전라남도,광양시,2016,12,789
전라남도,광양시,2017,1,2489
전라남도,광양시,2017,2,0
전라남도,광양시,2017,3,0
전라남도,광양시,2017,10,0
전라남도,광양시,2017,11,0
전라남도,광양시,2017,12,3390
전라남도,광양시,2018,1,1420
전라남도,광양시,2018,2,5184
전라남도,광양시,2018,3,0
전라남도,광양시,2018,10,0
전라남도,광양시,2018,11,0
전라남도,광양시,2018,12,1742
전라남도,광양시,2019,1,769
전라남도,광양시,2019,2,0
전라남도,광양시,2019,3,0
전라남도,광양시,2019,10,0
전라남도,광양시,2019,11,0
전라남도,광양시,2019,12,1469
전라남도,광양시,2020,1,4019
전라남도,광양시,2020,2,0
전라남도,광양시,2020,3,0
전라남도,광양시,2020,10,0
전라남도,광양시,2020,11,0
전라남도,광양시,2020,12,410
전라남도,광양시,2021,1,916
전라남도,광양시,2021,2,0
전라남도,광양시,2021,3,0
경상남도,남해군,2014,10,0
경상남도,남해군,2014,11,0
경상남도,남해군,2014,12,3634
경상남도,남해군,2015,1,0
경상남도,남해군,2015,2,0
경상남도,남해군,2015,3,0
경상남도,남해군,2015,10,0
경상남도,남해군,2015,11,0
경상남도,남해군,2015,12,8354
경상남도,남해군,2016,1,3300
경상남도,남해군,2016,2,0
경상남도,남해군,2016,3,0
경상남도,남해군,2016,10,0
경상남도,남해군,2016,11,0
경상남도,남해군,2016,12,3645
경상남도,남해군,2017,1,2503
경상남도,남해군,2017,2,0
경상남도,남해군,2017,3,0
경상남도,남해군,2017,10,0
경상남도,남해군,2017,11,0
경상남도,남해군,2017,12,2571
경상남도,남해군,2018,1,3017
경상남도,남해군,2018,2,2488
경상남도,남해군,2018,3,0
경상남도,남해군,2018,10,0
경상남도,남해군,2018,11,0
경상남도,남해군,2018,12,2712
경상남도,남해군,2019,1,3045
경상남도,남해군,2019,2,0
경상남도,남해군,2019,3,0
경상남도,남해군,2019,10,0
경상남도,남해군,2019,11,0
경상남도,남해군,2019,12,3211
경상남도,남해군,2020,1,4048
경상남도,남해군,2020,2,0
경상남도,남해군,2020,3,0
경상남도,남해군,2020,10,0
경상남도,남해군,2020,11,0
경상남도,남해군,2020,12,4249
경상남도,남해군,2021,1,3665
경상남도,남해군,2021,2,0
경상남도,남해군,2021,3,0
경상남도,남해군,2014,10,0
경상남도,남해군,2014,11,0
경상남도,남해군,2014,12,1567
경상남도,남해군,2015,1,0
경상남도,남해군,2015,2,0
경상남도,남해군,2015,3,0
경상남도,남해군,2015,10,0
경상남도,남해군,2015,11,0
경상남도,남해군,2015,12,944
경상남도,남해군,2016,1,1576
경상남도,남해군,2016,2,0
경상남도,남해군,2016,3,0
경상남도,남해군,2016,10,0
경상남도,남해군,2016,11,0
경상남도,남해군,2016,12,10891
경상남도,남해군,2017,1,3281
경상남도,남해군,2017,2,0
경상남도,남해군,2017,3,0
경상남도,남해군,2017,10,0
경상남도,남해군,2017,11,0
경상남도,남해군,2017,12,3682
경상남도,남해군,2018,1,18912
경상남도,남해군,2018,2,4637
경상남도,남해군,2018,3,0
경상남도,남해군,2018,10,0
경상남도,남해군,2018,11,0
경상남도,남해군,2018,12,3840
경상남도,남해군,2019,1,6815
경상남도,남해군,2019,2,0
경상남도,남해군,2019,3,0
경상남도,남해군,2019,10,0
경상남도,남해군,2019,11,0
경상남도,남해군,2019,12,1409
경상남도,남해군,2020,1,3373
경상남도,남해군,2020,2,0
경상남도,남해군,2020,3,0
경상남도,남해군,2020,10,0
경상남도,남해군,2020,11,0
경상남도,남해군,2020,12,3043
경상남도,남해군,2021,1,4980
경상남도,남해군,2021,2,0
경상남도,남해군,2021,3,0
경상남도,사천시,2014,10,0
경상남도,사천시,2014,11,0
경상남도,사천시,2014,12,3419
경상남도,사천시,2015,1,0
경상남도,사천시,2015,2,0
경상남도,사천시,2015,3,0
경상남도,사천시,2015,10,0
경상남도,사천시,2015,11,0
경상남도,사천시,2015,12,2250
경상남도,사천시,2016,1,2484
경상남도,사천시,2016,2,0
경상남도,사천시,2016,3,0
경상남도,사천시,2016,10,0
경상남도,사천시,2016,11,0
경상남도,사천시,2016,12,3292
경상남도,사천시,2017,1,5816
경상남도,사천시,2017,2,0
경상남도,사천시,2017,3,0
경상남도,사천시,2017,10,721
경상남도,사천시,2017,11,1542
경상남도,사천시,2017,12,1751
경상남도,사천시,2018,1,997
경상남도,사천시,2018,2,1463
경상남도,사천시,2018,3,709
경상남도,사천시,2018,10,450
경상남도,사천시,2018,11,1145
경상남도,사천시,2018,12,1737
경상남도,사천시,2019,1,4474
경상남도,사천시,2019,2,1840
경상남도,사천시,2019,3,1102
경상남도,사천시,2019,10,434
경상남도,사천시,2019,11,1758
경상남도,사천시,2019,12,3307
경상남도,사천시,2020,1,2938
경상남도,사천시,2020,2,2938
경상남도,사천시,2020,3,1881
경상남도,사천시,2020,10,396
경상남도,사천시,2020,11,1634
경상남도,사천시,2020,12,2421
경상남도,사천시,2021,1,3167
경상남도,사천시,2021,2,2342
경상남도,사천시,2021,3,1045
경상남도,진주시,2014,10,0
경상남도,진주시,2014,11,0
경상남도,진주시,2014,12,1324
경상남도,진주시,2015,1,0
경상남도,진주시,2015,2,0
경상남도,진주시,2015,3,0
경상남도,진주시,2015,10,0
경상남도,진주시,2015,11,0
경상남도,진주시,2015,12,1528
경상남도,진주시,2016,1,2345
경상남도,진주시,2016,2,0
경상남도,진주시,2016,3,0
경상남도,진주시,2016,10,0
경상남도,진주시,2016,11,0
경상남도,진주시,2016,12,1883
경상남도,진주시,2017,1,3736
경상남도,진주시,2017,2,0
경상남도,진주시,2017,3,0
경상남도,진주시,2017,10,0
경상남도,진주시,2017,11,0
경상남도,진주시,2017,12,4012
경상남도,진주시,2018,1,2081
경상남도,진주시,2018,2,1455
경상남도,진주시,2018,3,0
경상남도,진주시,2018,10,0
경상남도,진주시,2018,11,0
경상남도,진주시,2018,12,211
경상남도,진주시,2019,1,2662
경상남도,진주시,2019,2,0
경상남도,진주시,2019,3,0
경상남도,진주시,2019,10,0
경상남도,진주시,2019,11,0
경상남도,진주시,2019,12,3430
경상남도,진주시,2020,1,1486
경상남도,진주시,2020,2,0
경상남도,진주시,2020,3,0
경상남도,진주시,2020,10,0
경상남도,진주시,2020,11,0
경상남도,진주시,2020,12,1465
경상남도,진주시,2021,1,2464
경상남도,진주시,2021,2,0
경상남도,진주시,2021,3,0
경상남도,고성군,2014,10,0
경상남도,고성군,2014,11,0
경상남도,고성군,2014,12,4018
경상남도,고성군,2015,1,0
경상남도,고성군,2015,2,0
경상남도,고성군,2015,3,0
경상남도,고성군,2015,10,0
경상남도,고성군,2015,11,0
경상남도,고성군,2015,12,3119
경상남도,고성군,2016,1,7780
경상남도,고성군,2016,2,0
경상남도,고성군,2016,3,0
경상남도,고성군,2016,10,0
경상남도,고성군,2016,11,0
경상남도,고성군,2016,12,2765
경상남도,고성군,2017,1,4090
경상남도,고성군,2017,2,0
경상남도,고성군,2017,3,0
경상남도,고성군,2017,10,0
경상남도,고성군,2017,11,0
경상남도,고성군,2017,12,1393
경상남도,고성군,2018,1,2744
경상남도,고성군,2018,2,1499
경상남도,고성군,2018,3,0
경상남도,고성군,2018,10,0
경상남도,고성군,2018,11,0
경상남도,고성군,2018,12,3028
경상남도,고성군,2019,1,2984
경상남도,고성군,2019,2,0
경상남도,고성군,2019,3,0
경상남도,고성군,2019,10,0
경상남도,고성군,2019,11,0
경상남도,고성군,2019,12,1078
경상남도,고성군,2020,1,2202
경상남도,고성군,2020,2,0
경상남도,고성군,2020,3,0
경상남도,고성군,2020,10,0
경상남도,고성군,2020,11,0
경상남도,고성군,2020,12,798
경상남도,고성군,2021,1,1908
경상남도,고성군,2021,2,0
경상남도,고성군,2021,3,0
경상남도,고성군,2014,10,0
경상남도,고성군,2014,11,0
경상남도,고성군,2014,12,2678
경상남도,고성군,2015,1,0
경상남도,고성군,2015,2,0
경상남도,고성군,2015,3,0
경상남도,고성군,2015,10,0
경상남도,고성군,2015,11,0
경상남도,고성군,2015,12,529
경상남도,고성군,2016,1,946
경상남도,고성군,2016,2,0
경상남도,고성군,2016,3,0
경상남도,고성군,2016,10,0
경상남도,고성군,2016,11,0
경상남도,고성군,2016,12,237
경상남도,고성군,2017,1,357
경상남도,고성군,2017,2,0
경상남도,고성군,2017,3,0
경상남도,고성군,2017,10,0
경상남도,고성군,2017,11,0
경상남도,고성군,2017,12,2212
경상남도,고성군,2018,1,1176
경상남도,고성군,2018,2,1614
경상남도,고성군,2018,3,0
경상남도,고성군,2018,10,0
경상남도,고성군,2018,11,0
경상남도,고성군,2018,12,712
경상남도,고성군,2019,1,2081
경상남도,고성군,2019,2,0
경상남도,고성군,2019,3,0
경상남도,고성군,2019,10,0
경상남도,고성군,2019,11,0
경상남도,고성군,2019,12,1787
경상남도,고성군,2020,1,1034
경상남도,고성군,2020,2,0
경상남도,고성군,2020,3,0
경상남도,고성군,2020,10,0
경상남도,고성군,2020,11,0
경상남도,고성군,2020,12,665
경상남도,고성군,2021,1,743
경상남도,고성군,2021,2,0
경상남도,고성군,2021,3,0
경상남도,거제시,2014,10,0
경상남도,거제시,2014,11,0
경상남도,거제시,2014,12,2956
경상남도,거제시,2015,1,0
경상남도,거제시,2015,2,0
경상남도,거제시,2015,3,0
경상남도,거제시,2015,10,0
경상남도,거제시,2015,11,0
경상남도,거제시,2015,12,5142
경상남도,거제시,2016,1,3742
경상남도,거제시,2016,2,0
경상남도,거제시,2016,3,0
경상남도,거제시,2016,10,0
경상남도,거제시,2016,11,0
경상남도,거제시,2016,12,1484
경상남도,거제시,2017,1,1149
경상남도,거제시,2017,2,0
경상남도,거제시,2017,3,0
경상남도,거제시,2017,10,0
경상남도,거제시,2017,11,0
경상남도,거제시,2017,12,7492
경상남도,거제시,2018,1,10635
경상남도,거제시,2018,2,9106
경상남도,거제시,2018,3,0
경상남도,거제시,2018,10,0
경상남도,거제시,2018,11,0
경상남도,거제시,2018,12,11677
경상남도,거제시,2019,1,8273
경상남도,거제시,2019,2,0
경상남도,거제시,2019,3,0
경상남도,거제시,2019,10,0
경상남도,거제시,2019,11,0
경상남도,거제시,2019,12,12597
경상남도,거제시,2020,1,10609
경상남도,거제시,2020,2,0
경상남도,거제시,2020,3,0
경상남도,거제시,2020,10,0
경상남도,거제시,2020,11,0
경상남도,거제시,2020,12,8462
경상남도,거제시,2021,1,7039
경상남도,거제시,2021,2,0
경상남도,거제시,2021,3,0
경상남도,창원시,2014,10,3729
경상남도,창원시,2014,11,6059
경상남도,창원시,2014,12,7439
경상남도,창원시,2015,1,8825
경상남도,창원시,2015,2,3183
경상남도,창원시,2015,3,2400
경상남도,창원시,2015,10,4685
경상남도,창원시,2015,11,5982
