번호,주소,축종,"사육
두수",진단일,발생일
1,전라남도 장흥군 장평면 양촌리,오리-육용오리,9500,2021-04-07,2021-04-06
2,전라남도 장흥군 장평면 양촌리,오리-육용오리,15500,2021-04-07,2021-04-06
3,전라남도 나주시 산포면 등수리,오리-육용오리,19000,2021-03-24,2021-03-23
4,전라남도 장흥군 장평면 기동리,오리-육용오리,11800,2021-03-23,2021-03-22
5,전라남도 장흥군 장평면 기동리,오리-육용오리,20000,2021-03-22,2021-03-21
6,충청북도 충주시 소태면 주치리,닭-산란계,550000,2021-03-13,2021-03-11
7,충청북도 충주시 소태면 주치리,닭-토종닭,5500,2021-03-11,2021-03-10
8,전라남도 나주시 봉황면 옥산리,닭-산란계,214000,2021-03-11,2021-03-10
9,경기도 포천시 영중면 거사리,닭-산란계,189738,2021-02-27,2021-02-26
10,강원도 원주시 귀래면 주포리,닭-산란계,170000,2021-02-24,2021-02-23
11,경기도 이천시 장호원읍 어석리,닭-종계,87900,2021-02-23,2021-02-22
12,경상남도 통영시 도산면 오륜리,칠면조-비분류,4651,2021-02-19,2021-02-18
13,경기도 화성시 팔탄면 구장리,닭-산란계,150000,2021-02-18,2021-02-17
14,충청북도 괴산군 소수면 아성리,오리-종오리,7500,2021-02-18,2021-02-17
15,경상북도 영주시 장수면 호문리,오리-종오리,7200,2021-02-17,2021-02-15
16,경기도 평택시 고덕면 동고리,닭-산란계,370000,2021-02-16,2021-02-15
17,경기도 이천시 부발읍 가산리,닭-산란계,241000,2021-02-14,2021-02-13
18,경기도 이천시 백사면 도립리,닭-산란계,119000,2021-02-14,2021-02-13
19,제주특별자치도 제주시 한림읍 금악리,오리-육용오리,5500,2021-02-13,2021-02-12
20,전라남도 나주시 반남면 흥덕리,오리-종오리,12000,2021-02-12,2021-02-11
21,경기도 평택시 팽성읍 대사리,닭-산란계,239200,2021-02-11,2021-02-09
22,전라북도 부안군 주산면 사산리,오리-육용오리,14000,2021-02-10,2021-02-09
23,충청북도 음성군 원남면 보룡리,오리-종오리,9400,2021-02-10,2021-02-09
24,경기도 포천시 창수면 주원리,닭-산란계,160000,2021-02-08,2021-02-07
25,충청북도 괴산군 장연면 조곡리,오리-종오리,15500,2021-02-06,2021-02-05
26,전라남도 영암군 시종면 신흥리,오리-종오리,8000,2021-02-06,2021-02-04
27,충청북도 충주시 동량면 대전리,오리-종오리,7600,2021-02-03,2021-02-02
28,경기도 이천시 설성면 장천리,닭-산란계,146000,2021-02-02,2021-02-01
29,경기도 안성시 공도읍 용두리,닭-산란계,62500,2021-02-01,2021-01-30
30,경기도 용인시 처인구 백암면 장평리,닭-산란계,19000,2021-02-01,2021-01-29
31,경기도 안성시 일죽면 신흥리,닭-산란계,60000,2021-02-01,2021-01-31
32,경상북도 포항시 북구 청하면 신흥리,닭-산란계,240000,2021-01-31,2021-01-30
33,경기도 이천시 율면 신추리,닭-산란계,50000,2021-01-30,2021-01-29
34,전라북도 고창군 아산면 학전리,오리-육용오리,17800,2021-01-30,2021-01-28
35,경기도 안성시 공도읍 마정리,닭-산란계,78600,2021-01-29,2021-01-28
36,전라북도 고창군 아산면 성산리,오리-육용오리,36000,2021-01-28,2021-01-27
37,경기도 이천시 장호원읍 와현리,닭-종계,22200,2021-01-28,2021-01-27
38,경기도 안성시 보개면 동신리,닭-산란계,29000,2021-01-28,2021-01-27
39,경기도 안성시 일죽면 장암리,닭-종계,18780,2021-01-27,2021-01-26
40,경기도 이천시 장호원읍 와현리,닭-종계,24000,2021-01-27,2021-01-26
41,경기도 포천시 신북면 삼성당리,닭-산란계,39000,2021-01-27,2021-01-26
42,경기도 파주시 적성면 어유지리,닭-산란계,130000,2021-01-27,2021-01-26
43,전라남도 함평군 나산면 삼축리,오리-육용오리,12000,2021-01-25,2021-01-24
44,경기도 화성시 양감면 사창리,닭-산란계,602000,2021-01-24,2021-01-23
45,충청남도 천안시 서북구 직산읍 수헐리,닭-산란계,99000,2021-01-23,2021-01-22
46,전라남도 무안군 삼향읍 왕산리,닭-산란계,96500,2021-01-23,2021-01-22
47,경기도 이천시 장호원읍 나래리,닭-산란계,478000,2021-01-22,2021-01-21
48,충청남도 홍성군 구항면 태봉리,닭-종계,20000,2021-01-20,2021-01-14
49,충청북도 음성군 생극면 임곡리,닭-산란계,400000,2021-01-19,2021-01-18
50,경기도 용인시 처인구 백암면 옥산리,닭-산란계,188000,2021-01-19,2021-01-18
51,경상남도 하동군 옥종면 문암리,오리-육용오리,13100,2021-01-18,2021-01-16
52,경상남도 고성군 마암면 삼락리,오리-육용오리,14000,2021-01-15,2021-01-12
53,경상남도 고성군 마암면 삼락리,오리-육용오리,9800,2021-01-15,2021-01-12
54,경상남도 고성군 마암면 삼락리,오리-육용오리,18500,2021-01-15,2021-01-12
55,전라북도 김제시 만경읍 대동리,오리-육용오리,3100,2021-01-17,2021-01-16
56,경상남도 하동군 옥종면 문암리,오리-육용오리,15900,2021-01-16,2021-01-14
57,경기도 안성시 서운면 신촌리,닭-산란계,280000,2021-01-14,2021-01-13
58,충청남도 홍성군 구항면 태봉리,닭-종계,41200,2021-01-14,2021-01-13
59,충청북도 음성군 대소면 삼호리,닭-산란계,36000,2021-01-14,2021-01-13
60,전라남도 무안군 일로읍 지장리,오리-육용오리,11000,2021-01-13,2021-01-07
61,충청남도 천안시 서북구 성환읍 도하리,닭-산란계,83800,2021-01-14,2021-01-12
62,전라북도 정읍시 정우면 우일리,오리-종오리,8500,2021-01-13,2021-01-12
63,경기도 포천시 선단동,닭-산란계,180000,2021-01-13,2021-01-12
64,경기도 안성시 금광면 삼흥리,닭-산란계,390000,2021-01-13,2021-01-12
65,경상북도 문경시 농암면 사현리,닭-산란계,38000,2021-01-13,2021-01-12
66,경상남도 고성군 마암면 삼락리,오리-육용오리,10500,2021-01-12,2021-01-11
67,경기도 남양주시 화도읍 차산리,닭-산란계,38400,2021-01-12,2021-01-11
68,전라남도 보성군 겸백면 수남리,오리-종오리,9000,2021-01-16,2021-01-15
69,전라북도 김제시 공덕면 회룡리,오리-육용오리,23000,2021-01-16,2021-01-15
70,경상남도 거창군 가조면 동례리,오리-육용오리,20400,2021-01-10,2021-01-09
71,경상남도 진주시 수곡면 대천리,오리-육용오리,22000,2021-01-09,2021-01-08
72,경기도 김포시 대곶면 쇄암리,닭-산란계,95000,2021-01-09,2021-01-08
73,전라남도 영암군 덕진면 노송리,오리-육용오리,20700,2021-01-08,2021-01-06
74,충청북도 음성군 삼성면 용대리,오리-종오리,5000,2021-01-06,2021-01-05
75,전라북도 부안군 진서면 운호리,오리-종오리,6200,2021-01-05,2021-01-04
76,세종특별자치시  부강면 등곡리,닭-산란계,140000,2021-01-05,2021-01-04
77,충청남도 천안시 동남구 병천면 매성리,오리-육용오리,14400,2021-01-05,2020-12-28
78,충청남도 천안시 서북구 성환읍 신가리,닭-산란계,346000,2021-01-04,2021-01-03
79,전라남도 무안군 청계면 남성리,닭-산란계,77900,2021-01-02,2021-01-01
80,전라북도 부안군 줄포면 신리,오리-육용오리,50100,2021-01-01,2020-12-30
81,경상북도 경주시 내남면 이조리,메추리-비분류,10900,2021-01-01,2020-12-31
82,전라북도 고창군 고수면 봉산리,오리-육용오리,10000,2021-01-01,2020-12-30
83,충청남도 논산시 광석면 광리,닭-육계,85500,2020-12-30,2020-12-29
84,경기도 김포시 통진읍 수참리,닭-산란계,80000,2021-01-01,2020-12-31
85,전라남도 곡성군 곡성읍 대평리,오리-육용오리,20000,2020-12-30,2020-12-29
86,경기도 김포시 월곶면 군하리,닭-산란계,212333,2020-12-30,2020-12-29
87,전라북도 익산시 신흥동,오리-종오리,8894,2020-12-30,2020-12-28
88,경기도 고양시 덕양구 내유동,관상조류-비분류,900,2020-12-29,2020-12-28
89,경기도 평택시 청북읍 고잔리,닭-산란계,26500,2020-12-29,2020-12-28
90,경기도 여주시 능서면 마래리,닭-산란계,208300,2020-12-29,2020-12-28
91,전라북도 정읍시 입암면 단곡리,오리-육용오리,13000,2020-12-28,2020-12-27
92,경상북도 경주시 천북면 신당리,닭-산란계,8000,2020-12-26,2020-12-25
93,전라북도 남원시 주생면 중동리,오리-육용오리,13500,2020-12-25,2020-12-23
94,충청남도 예산군 고덕면 석곡리,닭-종계,34700,2020-12-26,2020-12-25
95,충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10750,2020-12-25,2020-12-24
96,전라남도 구례군 용방면 용정리,오리-육용오리,16500,2020-12-27,2020-12-23
97,전라남도 구례군 용방면 신도리,오리-육용오리,16000,2020-12-25,2020-12-23
98,충청북도 음성군 감곡면 문촌리,오리-종오리,6000,2020-12-23,2020-12-22
99,경기도 화성시 향남읍 상신리,닭-산란계,310000,2020-12-23,2020-12-22
100,경기도 용인시 처인구 원삼면 문촌리,오리-종오리,6000,2020-12-23,2020-12-20
101,전라북도 남원시 사매면 관풍리,오리-육용오리,40000,2020-12-24,2020-12-22
102,경기도 여주시 점동면 당진리,닭-산란계,153600,2020-12-22,2020-12-21
103,전라북도 고창군 흥덕면 사천리,오리-육용오리,25680,2020-12-17,2020-12-16
104,충청남도 천안시 서북구 성환읍 대홍리,거위-비분류,42,2020-12-15,2020-12-14
105,경기도 화성시 남양읍 신남리,닭-산란계,90000,2020-12-17,2020-12-16
106,경상북도 구미시 선산읍 죽장리,닭-삼계,28000,2020-12-15,2020-12-14
107,전라남도 영암군 덕진면 용산리,오리-육용오리,15500,2020-12-13,2020-12-11
108,전라북도 임실군 오수면 대정리,닭-종계,36000,2020-12-15,2020-12-14
109,경기도 김포시 통진읍 가현리,닭-산란계,40000,2020-12-13,2020-12-12
110,전라남도 영암군 덕진면 용산리,오리-육용오리,35000,2020-12-13,2020-12-11
111,전라남도 나주시 동강면 장동리,오리-육용오리,22800,2020-12-10,2020-12-09
112,전라북도 정읍시 정우면 대사리,오리-육용오리,17500,2020-12-11,2020-12-10
113,전라남도 장성군 삼계면 상도리,오리-종오리,8000,2020-12-11,2020-12-10
114,충청북도 음성군 금왕읍 신평리,메추리-비분류,726000,2020-12-08,2020-12-07
115,전라남도 나주시 세지면 죽동리,오리-육용오리,32000,2020-12-09,2020-12-07
116,경기도 여주시 가남읍 삼군리,메추리-비분류,110000,2020-12-09,2020-12-08
117,경기도 여주시 가남읍 은봉리,닭-산란계,193000,2020-12-07,2020-12-06
118,전라남도 영암군 시종면 신학리,오리-육용오리,9800,2020-12-05,2020-12-04
119,경상북도 상주시 공성면 무곡리,닭-산란계,188000,2020-12-02,2020-12-01
120,전라북도 정읍시 소성면 기린리,오리-육용오리,19000,2020-11-28,2020-11-26
121,충청남도 아산시 둔포면 염작리,닭-산란계,115000,2018-03-18,2018-03-17
122,경기도 평택시 오성면 양교리,닭-산란계,486000,2018-03-18,2018-03-16
123,경기도 양주시 은현면 봉암리,닭-산란계,26000,2018-03-18,2018-03-16
124,충청북도 음성군 소이면 비산리,오리-육용오리,11700,2018-03-15,2018-03-12
125,전라북도 임실군 신덕면 신덕리,닭-토종닭,12,2017-06-13,2017-06-09
126,전라북도 군산시 옥산면 남내리,닭-토종닭,15,2017-06-13,2017-06-09
127,전라북도 임실군 관촌면 병암리,닭-토종닭,40,2017-06-13,2017-06-09
128,전라북도 임실군 임실읍 정월리,닭-토종닭,15,2017-06-13,2017-06-09
129,충청남도 천안시 서북구 성환읍 양령리,닭-산란계,21000,2018-02-09,2018-02-08
130,충청남도 당진시 합덕읍 석우리,닭-종계,24000,2018-02-05,2018-02-04
131,경기도 화성시 팔탄면 구장리,닭-산란계,147700,2018-01-27,2018-01-26
132,경기도 평택시 청북읍 고잔리,닭-산란계,143000,2018-01-28,2018-01-27
133,전라남도 장흥군 회진면 회진리,오리-육용오리,14500,2018-01-11,2018-01-10
134,전라남도 강진군 성전면 금당리,오리-종오리,5900,2018-01-11,2018-01-10
135,전라남도 나주시 산포면 등수리,오리-육용오리,16500,2018-01-09,2018-01-07
136,경기도 포천시 영북면 자일리,닭-산란계,198400,2018-01-04,2018-01-03
137,전라남도 강진군 작천면 갈동리,오리-종오리,22000,2018-01-05,2018-01-04
138,전라남도 고흥군 동강면 매곡리,오리-육용오리,8300,2018-01-03,2018-01-01
139,전라남도 나주시 공산면 중포리,오리-종오리,23000,2017-12-30,2017-12-28
140,전라남도 영암군 시종면 봉소리,오리-육용오리,35000,2017-12-30,2017-12-28
141,전라남도 고흥군 동강면 매곡리,오리-육용오리,17000,2017-12-28,2017-12-26
142,전라남도 영암군 덕진면 장선리,오리-종오리,9700,2017-12-27,2017-12-26
143,전라북도 정읍시 이평면 장내리,오리-육용오리,29000,2017-12-23,2017-12-22
144,전라남도 영암군 시종면 신학리,오리-육용오리,21000,2017-12-21,2017-12-19
145,전라남도 영암군 신북면 유곡리,오리-산란오리,11830,2017-12-11,2017-12-10
146,전라북도 고창군 흥덕면 치룡리,오리-육용오리,12300,2017-11-19,2017-11-17
147,제주특별자치도 제주시 이호일동,닭-토종닭,7,2017-06-07,2017-06-02
148,부산광역시 기장군 일광면 용천리,닭-토종닭,18,2017-06-09,2017-06-07
149,부산광역시 기장군 장안읍 오리,닭-토종닭,6000,2017-06-07,2017-06-04
150,충청남도 논산시 상월면 상도리,관상조류-기러기,700,2017-04-06,2017-04-04
151,전라북도 익산시 용안면 칠목리,닭-토종닭,38000,2017-04-05,2017-04-02
152,대구광역시 동구 도동,닭-토종닭,160,2017-06-23,2017-06-21
153,경상남도 고성군 거류면 은월리,닭-토종닭,850,2017-06-13,2017-06-10
154,경상남도 고성군 대가면 갈천리,닭-토종닭,131,2017-06-13,2017-06-09
155,전라북도 순창군 구림면 화암리,닭-토종닭,7,2017-06-13,2017-06-09
156,전라북도 군산시 회현면 월연리,닭-토종닭,31,2017-06-13,2017-06-08
157,전라북도 완주군 삼례읍 신금리,닭-토종닭,15,2017-06-13,2017-06-08
158,전라북도 임실군 삼계면 죽계리,닭-토종닭,30,2017-06-13,2017-06-08
159,전라북도 익산시 오산면 장신리,닭-토종닭,13,2017-06-13,2017-06-07
160,전라북도 익산시 금강동,닭-토종닭,26,2017-06-13,2017-06-07
161,전라북도 군산시 옥산면 옥산리,닭-토종닭,4,2017-06-13,2017-06-07
162,전라북도 군산시 옥산면 쌍봉리,닭-토종닭,5,2017-06-13,2017-06-07
163,전라북도 임실군 신덕면 오궁리,닭-토종닭,14,2017-06-11,2017-06-07
164,전라북도 전주시 덕진구 용정동,닭-토종닭,46,2017-06-11,2017-06-07
165,전라북도 익산시 오산면 장신리,오리-육용오리,100,2017-06-11,2017-06-07
166,전라북도 익산시 월성동,닭-토종닭,10,2017-06-11,2017-06-07
167,전라북도 군산시 옥구읍 옥정리,닭-토종닭,6,2017-06-11,2017-06-07
168,전라북도 완주군 구이면 계곡리,닭-토종닭,12,2017-06-11,2017-06-06
169,제주특별자치도 제주시 애월읍 고성리,닭-토종닭,10,2017-06-10,2017-06-04
170,제주특별자치도 제주시 노형동,닭-토종닭,5,2017-06-10,2017-06-04
171,제주특별자치도 제주시 조천읍 신촌리,닭-토종닭,27,2017-06-10,2017-06-04
172,전라북도 익산시 오산면 장신리,닭-토종닭,15,2017-06-08,2017-06-05
173,경상남도 양산시 원동면 화제리,닭-토종닭,441,2017-06-07,2017-06-03
174,울산광역시 울주군 언양읍 다개리,닭-토종닭,15,2017-06-07,2017-06-05
175,울산광역시 울주군 온산읍 삼평리,닭-토종닭,24,2017-06-07,2017-06-05
176,울산광역시 남구 상개동,닭-토종닭,236,2017-06-07,2017-06-05
177,제주특별자치도 제주시 애월읍 상귀리,닭-토종닭,457,2017-06-07,2017-06-03
178,경기도 파주시 법원읍 갈곡리,닭-일괄,1600,2017-06-06,2017-06-03
179,전라북도 군산시 서수면 축동리,닭-토종닭,15300,2017-06-06,2017-06-03
180,제주특별자치도 제주시 애월읍 고성리,닭-토종닭,2500,2017-06-05,2017-06-02
181,충청남도 공주시 계룡면 경천리,닭-종계,22000,2017-04-01,2017-03-29
182,전라남도 장흥군 용산면 풍길리,오리-육용오리,22400,2017-04-02,2017-03-29
183,충청남도 논산시 노성면 송당리,닭-원종계,33000,2017-03-30,2017-03-27
184,전라남도 장흥군 용산면 풍길리,오리-육용오리,10500,2017-03-25,2017-03-22
185,전라북도 익산시 황등면 죽촌리,닭-종계,19000,2017-03-30,2017-03-26
186,전라남도 곡성군 석곡면 당월리,오리-육용오리,25000,2017-03-28,2017-03-24
187,전라북도 익산시 함열읍 석매리,닭-육계,36000,2017-03-25,2017-03-22
188,전라북도 익산시 함열읍 석매리,닭-종계,32000,2017-03-25,2017-03-22
189,전라북도 익산시 함열읍 석매리,닭-종계,19000,2017-03-27,2017-03-23
190,전라남도 장흥군 용산면 풍길리,오리-육용오리,22500,2017-03-24,2017-03-22
191,전라북도 익산시 함열읍 석매리,닭-산란계,150000,2017-03-21,2017-03-17
192,충청남도 논산시 광석면 사월리,닭-산란계,920000,2017-03-22,2017-03-19
193,전라남도 장흥군 부산면 기동리,오리-육용오리,8800,2017-03-18,2017-03-15
194,전라남도 장흥군 부산면 기동리,오리-육용오리,13400,2017-03-18,2017-03-15
195,전라남도 장흥군 부산면 기동리,오리-육용오리,8500,2017-03-17,2017-03-15
196,전라남도 무안군 일로읍 지장리,오리-육용오리,8500,2017-03-17,2017-03-15
197,전라남도 무안군 몽탄면 학산리,오리-육용오리,9000,2017-03-13,2017-03-10
198,전라남도 나주시 산포면 내기리,오리-육용오리,15000,2017-03-16,2017-03-14
199,전라북도 고창군 성송면 학천리,오리-육용오리,8000,2017-03-13,2017-03-08
200,전라남도 강진군 성전면 금당리,오리-종오리,16800,2017-03-13,2017-03-09
201,전라북도 익산시 용동면 화배리,닭-백세미,55000,2017-03-09,2017-03-06
202,전라북도 익산시 용동면 대조리,닭-종계,44000,2017-03-09,2017-03-06
203,전라북도 고창군 무장면 목우리,오리-육용오리,15800,2017-03-09,2017-03-05
204,전라남도 강진군 도암면 석문리,오리-종오리,8000,2017-03-09,2017-03-06
205,전라남도 강진군 도암면 석문리,오리-육용오리,22400,2017-03-07,2017-03-05
206,전라남도 강진군 도암면 석문리,오리-육용오리,40000,2017-03-09,2017-03-06
207,경기도 고양시 덕양구 관산동,닭-토종닭,3000,2017-03-07,2017-03-03
208,전라북도 고창군 아산면 성산리,닭-산란계,81000,2017-03-06,2017-03-02
209,충청남도 논산시 은진면 토양리,닭-토종닭,43400,2017-03-04,2017-03-01
210,경상남도 하동군 진교면 고이리,오리-육용오리,3151,2017-03-02,2017-02-27
211,충청남도 홍성군 은하면 장곡리,오리-종오리,10000,2017-03-02,2017-02-27
212,전라북도 고창군 아산면 학전리,오리-육용오리,15000,2017-03-02,2017-02-25
213,전라북도 익산시 용동면 대조리,닭-종계,65000,2017-03-02,2017-02-27
214,전라북도 고창군 아산면 성산리,오리-육용오리,13000,2017-03-04,2017-02-25
215,전라북도 고창군 아산면 학전리,오리-육용오리,15000,2017-03-02,2017-02-25
216,전라남도 해남군 마산면 송석리,오리-육용오리,23000,2017-02-23,2017-02-21
217,전라남도 강진군 신전면 송천리,오리-육용오리,8800,2017-02-28,2017-02-26
218,전라북도 고창군 아산면 성산리,오리-육용오리,10000,2017-02-28,2017-02-24
219,충청남도 청양군 비봉면 양사리,닭-산란계,90000,2017-02-25,2017-02-22
220,전라남도 해남군 마산면 송석리,오리-육용오리,15700,2017-02-25,2017-02-21
221,경기도 양주시 남면 상수리,닭-산란계,17070,2017-02-14,2017-02-09
222,전라북도 김제시 공덕면 공덕리,닭-산란계,110000,2017-02-09,2017-02-06
223,전라남도 나주시 산포면 덕례리,오리-육용오리,8370,2014-10-28,2014-10-28
224,전라남도 장흥군 장평면 청용리,오리-육용오리,13375,2014-10-26,2014-10-26
225,경기도 포천시 화현면 지현리,닭-산란계,15000,2017-02-02,2017-01-24
226,경기도 여주시 능서면 용은리,닭-산란계,48000,2016-12-20,2016-12-18
227,경기도 포천시 창수면 주원리,닭-산란계,130000,2016-12-24,2016-12-19
228,경기도 평택시 팽성읍 대사리,닭-산란계,370000,2016-12-24,2016-12-22
229,충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,15300,2016-12-26,2016-12-21
230,전라북도 정읍시 고부면 용흥리,오리-육용오리,10500,2016-12-13,2016-12-08
231,경기도 이천시 설성면 신필리,닭-산란계,10000,2016-12-09,2016-12-04
232,경기도 포천시 이동면 노곡리,닭-산란계,106503,2017-01-27,2017-01-24
233,경기도 김포시 하성면 마조리,메추리-비분류,430000,2017-01-25,2017-01-21
234,경기도 화성시 마도면 청원리,닭-토종닭,30000,2017-01-25,2017-01-21
235,경기도 화성시 팔탄면 율암리,닭-산란계,29835,2017-01-25,2017-01-20
236,경기도 평택시 고덕면 두릉리,오리-산란오리,4500,2016-12-01,2016-11-28
237,경기도 안성시 보개면 기좌리,닭-토종닭,108607,2017-01-18,2017-01-14
238,경기도 양주시 은현면 봉암리,닭-산란계,9800,2017-01-18,2017-01-12
239,경기도 연천군 연천읍 상리,닭-산란계,9874,2017-01-18,2017-01-12
240,전라남도 무안군 현경면 외반리,오리-육용오리,18000,2017-01-07,2017-01-05
241,전라남도 나주시 반남면 덕산리,오리-육용오리,19000,2017-01-02,2016-12-30
242,충청북도 진천군 문백면 도하리,오리-종오리,10536,2016-12-21,2016-12-19
243,충청북도 음성군 금왕읍 신평리,메추리-비분류,788000,2016-12-31,2016-12-29
244,충청북도 음성군 맹동면 용촌리,오리-육용오리,9300,2016-11-22,2016-11-18
245,충청북도 음성군 맹동면 봉현리,오리-육용오리,17340,2016-11-22,2016-11-18
246,경기도 평택시 포승읍 홍원리,닭-산란계,66000,2016-12-24,2016-12-18
247,충청북도 음성군 맹동면 봉현리,오리-육용오리,11000,2016-11-23,2016-11-18
248,전라북도 정읍시 고부면 관청리,오리-육용오리,10000,2016-12-13,2016-12-06
249,전라남도 나주시 왕곡면 화정리,오리-육용오리,26000,2017-01-09,2017-01-04
250,충청남도 아산시 둔포면 운교리,닭-종계,100000,2017-01-14,2017-01-10
251,경기도 안성시 공도읍 마정리,닭-산란계,137178,2017-01-14,2017-01-08
252,경기도 안성시 일죽면 방초리,닭-토종닭,1500,2017-01-14,2017-01-09
253,경기도 화성시 남양읍 장덕리,닭-육계,41268,2017-01-14,2017-01-08
254,경기도 안성시 미양면 보체리,닭-육계,100000,2017-01-12,2017-01-09
255,전라남도 무안군 망운면 피서리,오리-종오리,14500,2017-01-12,2017-01-10
256,충청남도 서산시 인지면 성리,닭-토종닭,12,2017-01-06,2017-01-02
257,충청남도 천안시 동남구 성남면 용원리,메추리-비분류,250000,2017-01-06,2017-01-02
258,경기도 안성시 보개면 동신리,닭-산란계,40000,2017-01-06,2016-12-30
259,충청남도 천안시 서북구 입장면 호당리,닭-산란계,212251,2017-01-04,2016-12-31
260,전라북도 정읍시 이평면 장내리,오리-육용오리,18500,2017-01-02,2016-12-27
261,충청남도 천안시 서북구 성환읍 양령리,닭-육계,50000,2016-12-30,2016-12-26
262,경기도 여주시 능서면 마래리,닭-육계,55000,2016-12-30,2016-12-26
263,경상남도 고성군 마암면 두호리,오리-육용오리,11000,2016-12-29,2016-12-25
264,충청남도 천안시 서북구 성환읍 양령리,닭-산란계,120000,2016-12-26,2016-12-21
265,전라북도 정읍시 소성면 화룡리,닭-종계,24000,2016-12-24,2016-12-20
266,경기도 광주시 초월읍 신월리,닭-산란계,46000,2016-12-22,2016-12-18
267,전라북도 정읍시 소성면 애당리,오리-종오리,6800,2016-12-22,2016-12-18
268,전라북도 정읍시 소성면 고교리,오리-육용오리,15000,2016-12-21,2016-12-17
269,충청남도 천안시 동남구 목천읍 소사리,닭-종계,26000,2016-12-21,2016-12-17
270,경기도 이천시 율면 신추리,닭-산란계,47060,2016-12-20,2016-12-15
271,전라북도 정읍시 이평면 장내리,닭-종계,30000,2016-12-31,2016-12-27
272,경기도 이천시 율면 월포리,닭-육계,71700,2016-12-20,2016-12-14
273,충청남도 아산시 둔포면 염작리,닭-산란계,150000,2017-01-11,2017-01-07
274,전라북도 부안군 계화면 양산리,오리-육용오리,26200,2017-01-11,2017-01-06
275,경기도 양주시 은현면 도하리,닭-산란계,31500,2017-01-11,2017-01-05
276,경기도 양주시 남면 경신리,닭-산란계,11830,2017-01-11,2017-01-07
277,강원도 횡성군 횡성읍 학곡리,닭-토종닭,13,2017-01-09,2017-01-06
278,충청남도 천안시 동남구 풍세면 풍서리,닭-토종닭,50000,2017-01-09,2017-01-05
279,경기도 화성시 남양읍 온석리,닭-육계,60000,2017-01-09,2017-01-03
280,강원도 인제군 기린면 북리,닭-산란계,28500,2017-01-07,2017-01-03
281,경기도 화성시 남양읍 온석리,닭-산란계,48000,2017-01-05,2017-01-01
282,경기도 안성시 대덕면 명당리,닭-산란계,376000,2017-01-05,2017-01-01
283,경기도 화성시 남양읍 온석리,닭-산란계,300000,2017-01-05,2017-01-01
284,경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,2017-01-02,2016-12-30
285,경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,2016-12-31,2016-12-26
286,전라남도 영암군 신북면 월평리,오리-육용오리,13000,2017-01-03,2016-12-31
287,충청북도 음성군 삼성면 능산리,닭-산란계,75000,2016-12-26,2016-12-24
288,충청북도 옥천군 옥천읍 구일리,닭-산란계,100000,2016-12-23,2016-12-21
289,충청북도 음성군 삼성면 상곡리,닭-산란계,35100,2016-12-22,2016-12-20
290,경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,2016-12-31,2016-12-26
291,경기도 김포시 통진읍 가현리,닭-산란계,105000,2016-12-24,2016-12-18
292,충청남도 천안시 동남구 신방동,오리-기타,24,2016-12-24,2016-12-20
293,경기도 안성시 공도읍 용두리,닭-산란계,41500,2017-01-01,2016-12-28
294,경기도 여주시 능서면 마래리,메추리-비분류,100000,2017-01-01,2016-12-24
295,경기도 안성시 일죽면 장암리,닭-산란계,100000,2016-12-26,2016-12-20
296,경기도 평택시 포승읍 도곡리,닭-종계,25000,2016-12-30,2016-12-25
297,전라북도 정읍시 이평면 청량리,오리-육용오리,30000,2016-12-31,2016-12-26
298,경상남도 고성군 마암면 삼락리,오리-육용오리,15000,2016-12-31,2016-12-26
299,경기도 안성시 금광면 개산리,오리-육용오리,8600,2016-12-30,2016-12-24
300,충청남도 천안시 서북구 성환읍 매주리,닭-산란계,25000,2016-12-31,2016-12-28
301,경기도 이천시 장호원읍 와현리,닭-산란계,14860,2016-12-30,2016-12-25
302,충청남도 천안시 동남구 수신면 신풍리,닭-육계,14000,2016-12-28,2016-12-24
303,충청남도 천안시 동남구 목천읍 운전리,오리-종오리,10000,2016-12-28,2016-12-24
304,경기도 여주시 흥천면 율극리,닭-산란계,250000,2016-12-28,2016-12-24
305,세종특별자치시  소정면 대곡리,닭-산란계,60500,2016-12-29,2016-12-26
306,충청남도 천안시 서북구 직산읍 마정리,닭-산란계,48000,2016-12-28,2016-12-24
307,경기도 여주시 흥천면 율극리,닭-산란계,120417,2016-12-28,2016-12-23
308,경기도 평택시 포승읍 석정리,오리-육용오리,10000,2016-12-28,2016-12-23
309,인천광역시 서구 공촌동,닭-토종닭,30,2016-12-28,2016-12-26
310,전라남도 해남군 화산면 관동리,오리-육용오리,13700,2017-01-01,2016-12-30
311,전라북도 정읍시 고부면 신중리,닭-토종닭,24000,2016-12-26,2016-12-21
312,충청남도 천안시 동남구 성남면 대흥리,닭-산란계,49900,2016-12-24,2016-12-20
313,충청남도 천안시 서북구 성환읍 왕림리,닭-산란계,100000,2016-12-24,2016-12-21
314,전라북도 김제시 용지면 용수리,닭-산란계,150000,2016-12-24,2016-12-20
315,경기도 이천시 장호원읍 나래리,닭-산란계,278100,2016-12-24,2016-12-18
316,경기도 이천시 장호원읍 선읍리,메추리-비분류,164482,2016-12-24,2016-12-18
