주소,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
강원도 영월군,43.0 충주호 3,51.08 원주천 2,54.46 섬강 1,74.16 남대천 3,90.04 보강천 2,90.75 남한강 2,94.81 청미천 1,100.67 백곡지 2,101.39 소양강 하류 2,104.0 남대천 3,106.45 송정저수지 2,108.44 무심천 2,109.14 팔당호 2,109.45 경안천 2,111.05 구미 3,111.95 병천천 2,113.48 안성천 1,122.51 진위천 2,125.09 김천 2,125.14 탄천 2,125.35 원천리천 3,125.84 미호천 1,127.25 황구지천 2,127.38 곡교천 1,128.95 풍세천 1,130.47 봉강천 1,130.96 서호 3,131.33 중랑천 2,134.76 왕송호수 3,136.45 포천천 2,141.78 아산호 2,145.02 안양천  3,148.02 삽교호 2,148.1 남양호 2,148.64 상패천 2,148.84 안심습지 3,149.43 낙동강 2,151.94 금호강 1,152.47 강서지구 3,153.82 한탄강 2,154.38 공릉천 1,154.54 무한천 2,156.38 형산강 1,157.75 화성호 2,158.91 시화호 1,160.34 한강하구 1,160.44 토교저수지 2,162.37 논산천 2,165.08 철원평야 2,167.72 문산천 2,171.58 석문간척지 2,172.25 임진강 2,176.52 대호 2,176.67 산수저수지 2,177.05 도당천 2,177.07 해미천 2,178.02 잠홍지 2,180.34 목포늪 3,180.39 사지포 3,181.5 창녕우포 3,188.02 간월호 2,191.12 봉선저수지 2,192.11 전주천 2,192.56 천수만 1,194.48 만경강 1,194.52 장척저수지 3,196.04 부남호 2,200.29 태화강 3,200.42 금강하구둑 1,202.2 금강호 2,203.75 양산발생지 3,205.39 산남저수지 3,208.3 낙동강 2,208.67 주남저수지 3,209.99 원평천 3,210.21 화포천 2,210.28 동판저수지 2,212.79 양산천 2,217.33 낙동강 3,219.85 동진강 1,225.62 조류지 2,235.2 낙동강하구 2,239.47 동림저수지 1,242.16 사천만 3,254.72 황룡강 2,258.36 담양습지 3,260.11 주암댐 2,269.45 순천만 1,279.05 지석천 2,287.86 함평대동저수지 2,289.02 고막원천 2,301.43 우습제 2,328.89 영산강 2,328.94 만덕간척지 2,329.26 영암호 1,335.88 강진만 2,340.23 금호호 1,340.35 사내간척지 2,345.96 고천암 2,432.1 하도리 2,434.48 종달리 3,436.69 오조리 3,476.91 용수저수지 2
강원도 평창군,38.0 섬강 1,39.67 원주천 2,53.91 충주호 3,61.88 남대천 3,79.57 남한강 2,81.53 소양강 하류 2,84.95 남대천 3,92.35 청미천 1,96.98 보강천 2,97.55 팔당호 2,102.3 경안천 2,104.18 백곡지 2,111.54 송정저수지 2,113.12 안성천 1,114.62 탄천 2,117.61 병천천 2,117.98 무심천 2,119.12 원천리천 3,119.13 중랑천 2,119.56 진위천 2,119.87 포천천 2,122.08 황구지천 2,124.43 서호 3,127.75 왕송호수 3,131.55 구미 3,131.67 곡교천 1,132.52 상패천 2,132.81 풍세천 1,133.6 봉강천 1,134.45 미호천 1,134.5 한탄강 2,134.74 안양천  3,140.64 토교저수지 2,141.24 강서지구 3,141.46 공릉천 1,141.68 아산호 2,144.15 김천 2,145.55 철원평야 2,145.85 남양호 2,148.14 삽교호 2,148.65 한강하구 1,151.97 시화호 1,153.46 문산천 2,153.67 화성호 2,156.83 무한천 2,159.01 임진강 2,169.14 석문간척지 2,170.34 낙동강 2,170.43 안심습지 3,172.92 금호강 1,172.99 논산천 2,173.48 대호 2,176.93 도당천 2,177.1 잠홍지 2,177.85 형산강 1,178.09 산수저수지 2,178.44 해미천 2,189.59 간월호 2,194.5 천수만 1,196.96 부남호 2,199.84 봉선저수지 2,201.07 목포늪 3,201.21 사지포 3,202.26 창녕우포 3,205.58 전주천 2,206.28 만경강 1,209.8 금강하구둑 1,211.65 금강호 2,215.49 장척저수지 3,221.87 태화강 3,222.33 원평천 3,225.39 산남저수지 3,225.44 양산발생지 3,229.96 낙동강 2,230.0 주남저수지 3,231.63 동판저수지 2,231.71 화포천 2,232.08 동진강 1,234.5 양산천 2,236.01 조류지 2,239.03 낙동강 3,251.63 동림저수지 1,256.83 낙동강하구 2,261.83 사천만 3,268.28 황룡강 2,272.66 담양습지 3,276.58 주암댐 2,287.36 순천만 1,294.22 지석천 2,300.83 함평대동저수지 2,302.59 고막원천 2,315.38 우습제 2,342.46 영산강 2,343.52 영암호 1,344.61 만덕간척지 2,351.75 강진만 2,354.42 금호호 1,356.13 사내간척지 2,360.68 고천암 2,449.71 하도리 2,452.13 종달리 3,454.43 오조리 3,492.96 용수저수지 2
강원도 정선군,46.44 남대천 3,60.53 섬강 1,63.56 원주천 2,70.42 충주호 3,80.89 남대천 3,98.97 소양강 하류 2,103.22 남한강 2,115.69 청미천 1,116.54 보강천 2,121.02 팔당호 2,125.57 백곡지 2,126.24 경안천 2,132.2 송정저수지 2,135.14 구미 3,135.93 무심천 2,136.0 안성천 1,138.0 병천천 2,138.26 탄천 2,140.71 포천천 2,142.34 중랑천 2,143.04 원천리천 3,143.09 진위천 2,145.93 황구지천 2,148.37 서호 3,151.07 김천 2,151.7 왕송호수 3,152.0 한탄강 2,152.81 곡교천 1,153.1 미호천 1,153.63 상패천 2,154.16 풍세천 1,155.28 봉강천 1,157.21 토교저수지 2,158.38 안양천  3,162.58 철원평야 2,164.32 공릉천 1,164.57 아산호 2,164.65 강서지구 3,168.7 안심습지 3,169.3 남양호 2,170.03 형산강 1,170.98 삽교호 2,171.91 한강하구 1,172.24 낙동강 2,174.56 금호강 1,175.64 문산천 2,175.91 시화호 1,177.44 화성호 2,178.93 무한천 2,181.67 임진강 2,190.21 논산천 2,192.67 석문간척지 2,197.12 대호 2,199.9 도당천 2,200.29 잠홍지 2,200.56 산수저수지 2,200.92 해미천 2,203.28 사지포 3,203.44 목포늪 3,204.53 창녕우포 3,212.02 간월호 2,214.52 태화강 3,216.8 천수만 1,216.92 장척저수지 3,218.52 봉선저수지 2,219.23 양산발생지 3,219.63 부남호 2,220.19 전주천 2,222.5 만경강 1,227.17 낙동강 2,228.01 금강하구둑 1,229.7 주남저수지 3,229.81 금강호 2,229.82 산남저수지 3,230.34 화포천 2,230.96 양산천 2,231.22 동판저수지 2,235.67 낙동강 3,238.07 원평천 3,247.92 동진강 1,253.45 조류지 2,254.33 낙동강하구 2,266.98 사천만 3,267.54 동림저수지 1,282.79 황룡강 2,286.35 담양습지 3,287.51 주암댐 2,296.01 순천만 1,306.87 지석천 2,315.95 함평대동저수지 2,317.08 고막원천 2,329.45 우습제 2,356.6 만덕간척지 2,356.95 영산강 2,357.25 영암호 1,363.47 강진만 2,367.96 사내간척지 2,368.23 금호호 1,373.86 고천암 2,458.76 하도리 2,461.1 종달리 3,463.25 오조리 3,504.37 용수저수지 2
강원도 철원군,6.82 한탄강 2,15.98 토교저수지 2,18.43 철원평야 2,29.66 포천천 2,34.02 상패천 2,46.94 소양강 하류 2,58.48 문산천 2,63.53 공릉천 1,64.07 중랑천 2,69.47 임진강 2,69.96 팔당호 2,74.83 탄천 2,75.68 한강하구 1,75.87 강서지구 3,78.0 남한강 2,80.28 안양천  3,93.31 경안천 2,93.36 섬강 1,98.73 왕송호수 3,100.52 서호 3,100.79 원천리천 3,101.33 원주천 2,107.43 황구지천 2,109.17 시화호 1,114.2 청미천 1,116.43 남대천 3,118.37 진위천 2,127.36 화성호 2,128.84 안성천 1,133.61 남양호 2,142.56 백곡지 2,142.99 아산호 2,145.29 대호 2,145.98 남대천 3,146.04 석문간척지 2,147.68 충주호 3,147.77 삽교호 2,152.48 송정저수지 2,153.06 보강천 2,154.98 봉강천 1,158.03 병천천 2,158.04 풍세천 1,159.44 곡교천 1,159.99 잠홍지 2,164.42 도당천 2,164.49 무한천 2,173.78 해미천 2,173.87 산수저수지 2,174.93 무심천 2,181.31 미호천 1,182.92 간월호 2,184.61 부남호 2,188.57 천수만 1,218.96 논산천 2,230.09 봉선저수지 2,237.1 구미 3,239.49 김천 2,241.81 금강하구둑 1,243.76 금강호 2,252.31 만경강 1,261.03 전주천 2,268.98 원평천 3,269.61 조류지 2,276.02 낙동강 2,276.83 동진강 1,279.01 금호강 1,283.87 안심습지 3,293.58 동림저수지 1,300.53 형산강 1,303.36 목포늪 3,304.24 사지포 3,304.7 창녕우포 3,316.9 황룡강 2,319.33 장척저수지 3,320.18 산남저수지 3,325.48 담양습지 3,337.39 주남저수지 3,339.23 동판저수지 2,341.53 화포천 2,342.87 함평대동저수지 2,342.89 낙동강 2,342.9 주암댐 2,343.0 태화강 3,344.75 양산발생지 3,348.31 고막원천 2,348.79 양산천 2,350.74 지석천 2,352.01 사천만 3,352.82 낙동강 3,362.54 우습제 2,362.92 순천만 1,368.26 낙동강하구 2,385.34 영산강 2,390.84 영암호 1,400.56 금호호 1,401.25 만덕간척지 2,409.4 강진만 2,410.05 고천암 2,412.96 사내간척지 2,516.28 하도리 2,518.95 종달리 3,521.94 오조리 3,546.53 용수저수지 2
강원도 화천군,23.49 소양강 하류 2,39.13 한탄강 2,41.89 토교저수지 2,47.91 철원평야 2,50.25 포천천 2,60.97 상패천 2,71.8 섬강 1,74.18 남한강 2,74.57 팔당호 2,79.05 중랑천 2,81.84 남대천 3,83.02 원주천 2,86.36 탄천 2,87.58 공릉천 1,87.81 문산천 2,97.27 강서지구 3,97.82 경안천 2,98.11 임진강 2,98.51 안양천  3,99.66 한강하구 1,110.04 원천리천 3,111.21 왕송호수 3,111.59 서호 3,111.8 남대천 3,112.88 청미천 1,116.57 황구지천 2,124.87 진위천 2,127.33 시화호 1,131.27 충주호 3,131.65 안성천 1,140.49 백곡지 2,142.37 화성호 2,145.12 남양호 2,147.19 보강천 2,150.71 송정저수지 2,151.48 아산호 2,156.9 병천천 2,157.14 삽교호 2,158.86 봉강천 1,161.11 풍세천 1,161.6 석문간척지 2,161.91 곡교천 1,162.19 대호 2,170.57 무심천 2,172.86 무한천 2,174.8 잠홍지 2,178.26 도당천 2,180.09 미호천 1,186.01 산수저수지 2,186.04 해미천 2,196.17 간월호 2,199.42 부남호 2,201.89 천수만 1,219.8 논산천 2,221.23 구미 3,226.96 김천 2,235.54 봉선저수지 2,247.17 금강하구둑 1,249.16 금강호 2,254.22 만경강 1,260.6 전주천 2,260.72 낙동강 2,263.6 금호강 1,265.74 안심습지 3,271.16 원평천 3,275.3 조류지 2,278.16 형산강 1,279.7 동진강 1,289.58 목포늪 3,290.21 사지포 3,290.88 창녕우포 3,297.56 동림저수지 1,305.16 장척저수지 3,309.14 산남저수지 3,319.5 황룡강 2,321.62 태화강 3,322.06 주남저수지 3,323.84 동판저수지 2,324.34 양산발생지 3,325.29 화포천 2,325.39 낙동강 2,327.06 담양습지 3,330.74 양산천 2,335.0 낙동강 3,340.9 주암댐 2,342.83 사천만 3,347.66 함평대동저수지 2,351.52 낙동강하구 2,351.65 지석천 2,352.18 고막원천 2,358.43 순천만 1,366.2 우습제 2,390.43 영산강 2,394.78 영암호 1,402.7 만덕간척지 2,404.93 금호호 1,410.64 강진만 2,413.62 고천암 2,414.46 사내간척지 2,515.68 하도리 2,518.29 종달리 3,521.09 오조리 3,549.88 용수저수지 2
강원도 양구군,31.94 소양강 하류 2,57.19 남대천 3,63.13 한탄강 2,64.39 토교저수지 2,67.75 섬강 1,70.78 철원평야 2,73.14 포천천 2,80.98 원주천 2,84.25 남한강 2,84.71 상패천 2,89.28 남대천 3,89.45 팔당호 2,98.34 중랑천 2,103.77 탄천 2,109.84 공릉천 1,110.99 경안천 2,111.6 문산천 2,118.32 안양천  3,118.36 강서지구 3,121.61 임진강 2,121.63 한강하구 1,121.74 청미천 1,125.21 원천리천 3,127.63 서호 3,127.97 왕송호수 3,128.01 충주호 3,131.41 황구지천 2,137.97 진위천 2,142.32 안성천 1,146.34 시화호 1,147.74 백곡지 2,151.58 보강천 2,157.83 송정저수지 2,159.55 화성호 2,160.41 남양호 2,164.27 병천천 2,164.94 아산호 2,169.4 봉강천 1,170.97 삽교호 2,171.08 풍세천 1,171.5 곡교천 1,175.38 무심천 2,178.71 석문간척지 2,179.98 대호 2,185.8 무한천 2,186.86 미호천 1,191.32 잠홍지 2,194.19 도당천 2,200.91 산수저수지 2,200.99 해미천 2,211.54 간월호 2,215.62 부남호 2,216.38 구미 3,217.23 천수만 1,224.69 김천 2,227.27 논산천 2,245.8 봉선저수지 2,255.86 낙동강 2,257.25 금강하구둑 1,258.53 안심습지 3,258.63 금호강 1,259.23 금강호 2,261.98 만경강 1,266.73 전주천 2,267.21 형산강 1,278.93 원평천 3,285.32 조류지 2,285.67 목포늪 3,286.1 사지포 3,286.93 창녕우포 3,287.86 동진강 1,300.84 장척저수지 3,306.31 동림저수지 1,307.2 산남저수지 3,311.28 태화강 3,314.8 양산발생지 3,316.7 주남저수지 3,318.26 낙동강 2,318.41 동판저수지 2,319.18 화포천 2,323.13 양산천 2,327.18 황룡강 2,327.56 낙동강 3,334.01 담양습지 3,342.06 사천만 3,344.86 낙동강하구 2,345.32 주암댐 2,356.61 함평대동저수지 2,357.99 지석천 2,360.5 고막원천 2,360.99 순천만 1,374.31 우습제 2,399.37 영산강 2,402.95 영암호 1,409.16 만덕간척지 2,413.33 금호호 1,416.93 강진만 2,420.92 사내간척지 2,421.46 고천암 2,520.36 하도리 2,522.92 종달리 3,525.59 오조리 3,557.17 용수저수지 2
강원도 인제군,41.64 남대천 3,41.9 소양강 하류 2,65.18 섬강 1,73.21 남대천 3,79.0 원주천 2,79.46 한탄강 2,80.78 토교저수지 2,87.15 포천천 2,87.18 철원평야 2,90.0 남한강 2,98.0 팔당호 2,99.25 상패천 2,109.52 중랑천 2,113.6 탄천 2,117.91 경안천 2,122.99 공릉천 1,123.7 충주호 3,125.6 청미천 1,126.06 문산천 2,129.57 안양천  3,130.54 강서지구 3,133.19 원천리천 3,134.46 한강하구 1,135.73 임진강 2,136.16 서호 3,136.99 왕송호수 3,139.08 황구지천 2,144.36 진위천 2,147.03 안성천 1,150.07 백곡지 2,151.95 보강천 2,156.75 시화호 1,159.94 송정저수지 2,166.47 병천천 2,168.05 남양호 2,168.53 화성호 2,171.26 아산호 2,173.68 봉강천 1,174.96 풍세천 1,175.11 곡교천 1,175.74 무심천 2,177.5 삽교호 2,187.49 석문간척지 2,188.41 미호천 1,189.25 대호 2,191.59 무한천 2,199.59 잠홍지 2,202.03 도당천 2,207.95 산수저수지 2,208.08 해미천 2,210.01 구미 3,218.87 간월호 2,219.94 김천 2,223.52 부남호 2,224.5 천수만 1,228.98 논산천 2,249.29 낙동강 2,249.32 봉선저수지 2,250.45 안심습지 3,251.96 금호강 1,256.82 형산강 1,260.59 금강하구둑 1,262.56 금강호 2,263.71 만경강 1,267.32 전주천 2,279.58 목포늪 3,279.87 사지포 3,280.58 원평천 3,280.8 창녕우포 3,288.5 조류지 2,289.75 동진강 1,294.42 장척저수지 3,301.13 태화강 3,302.28 산남저수지 3,305.12 양산발생지 3,308.53 동림저수지 1,309.58 주남저수지 3,310.03 낙동강 2,311.25 동판저수지 2,311.58 화포천 2,314.59 양산천 2,319.12 낙동강 3,328.6 황룡강 2,334.91 담양습지 3,336.86 낙동강하구 2,337.79 사천만 3,344.47 주암댐 2,358.41 지석천 2,358.83 함평대동저수지 2,358.86 순천만 1,362.27 고막원천 2,375.9 우습제 2,401.49 영산강 2,404.52 영암호 1,409.54 만덕간척지 2,415.04 금호호 1,417.18 강진만 2,421.27 사내간척지 2,422.77 고천암 2,519.36 하도리 2,521.88 종달리 3,524.45 오조리 3,557.91 용수저수지 2
강원도 고성군,33.98 남대천 3,79.51 남대천 3,82.97 소양강 하류 2,103.29 토교저수지 2,105.8 한탄강 2,106.37 섬강 1,109.77 철원평야 2,120.2 원주천 2,123.24 포천천 2,133.15 남한강 2,133.86 상패천 2,140.27 팔당호 2,149.78 중랑천 2,155.09 탄천 2,160.46 공릉천 1,160.56 문산천 2,160.88 경안천 2,161.83 충주호 3,168.79 청미천 1,169.53 강서지구 3,169.74 안양천  3,171.02 임진강 2,172.44 한강하구 1,175.8 원천리천 3,178.51 서호 3,179.06 왕송호수 3,181.83 황구지천 2,187.48 진위천 2,190.27 안성천 1,192.84 백곡지 2,193.8 보강천 2,197.78 시화호 1,202.61 송정저수지 2,209.15 병천천 2,210.66 화성호 2,210.85 남양호 2,214.41 아산호 2,216.88 봉강천 1,217.46 무심천 2,218.1 풍세천 1,218.19 곡교천 1,220.62 삽교호 2,229.76 석문간척지 2,230.75 미호천 1,231.21 대호 2,234.81 무한천 2,242.13 잠홍지 2,243.98 구미 3,244.77 도당천 2,250.97 산수저수지 2,251.08 해미천 2,256.29 김천 2,261.81 간월호 2,266.25 부남호 2,267.46 천수만 1,271.3 논산천 2,280.81 안심습지 3,281.64 형산강 1,282.51 낙동강 2,285.02 금호강 1,292.32 봉선저수지 2,303.52 금강하구둑 1,305.5 금강호 2,305.98 만경강 1,308.91 전주천 2,313.4 목포늪 3,313.47 사지포 3,314.57 창녕우포 3,322.8 원평천 3,326.12 태화강 3,327.59 장척저수지 3,331.31 양산발생지 3,331.37 조류지 2,332.07 동진강 1,337.86 산남저수지 3,339.59 낙동강 2,341.38 주남저수지 3,342.44 화포천 2,342.95 동판저수지 2,343.44 양산천 2,348.14 낙동강 3,351.0 동림저수지 1,366.72 낙동강하구 2,370.62 황룡강 2,374.16 사천만 3,376.59 담양습지 3,384.76 주암댐 2,397.83 순천만 1,399.73 지석천 2,401.25 함평대동저수지 2,404.46 고막원천 2,417.97 우습제 2,443.83 영산강 2,446.55 영암호 1,450.77 만덕간척지 2,457.15 금호호 1,458.29 강진만 2,462.46 사내간척지 2,464.63 고천암 2,559.27 하도리 2,561.75 종달리 3,564.22 오조리 3,599.28 용수저수지 2
강원도 양양군,4.2 남대천 3,43.65 남대천 3,79.1 소양강 하류 2,84.39 섬강 1,97.4 원주천 2,118.18 한탄강 2,118.64 토교저수지 2,120.07 남한강 2,125.15 철원평야 2,125.89 포천천 2,131.39 팔당호 2,133.24 충주호 3,138.25 상패천 2,145.65 중랑천 2,148.16 탄천 2,148.55 경안천 2,151.25 청미천 1,160.91 공릉천 1,164.94 문산천 2,164.94 원천리천 3,165.53 안양천  3,167.49 강서지구 3,168.62 서호 3,170.09 왕송호수 3,170.25 보강천 2,170.28 황구지천 2,172.02 한강하구 1,172.19 백곡지 2,173.41 안성천 1,173.53 진위천 2,174.38 임진강 2,181.35 송정저수지 2,187.86 병천천 2,191.42 시화호 1,193.26 무심천 2,198.69 남양호 2,198.7 봉강천 1,198.9 곡교천 1,199.24 풍세천 1,199.78 아산호 2,201.14 화성호 2,206.24 삽교호 2,208.01 미호천 1,211.06 구미 3,218.88 무한천 2,219.6 석문간척지 2,222.05 대호 2,224.88 김천 2,230.8 잠홍지 2,232.54 도당천 2,237.13 산수저수지 2,237.32 해미천 2,245.54 형산강 1,246.06 안심습지 3,248.15 논산천 2,248.4 간월호 2,248.98 낙동강 2,251.39 금호강 1,253.88 천수만 1,253.93 부남호 2,271.77 봉선저수지 2,280.02 사지포 3,280.07 목포늪 3,281.2 창녕우포 3,282.43 만경강 1,282.55 금강하구둑 1,283.64 전주천 2,284.49 금강호 2,290.0 태화강 3,293.88 장척저수지 3,295.37 양산발생지 3,298.98 원평천 3,304.42 낙동강 2,305.5 산남저수지 3,307.01 주남저수지 3,307.69 화포천 2,308.06 양산천 2,308.51 동진강 1,308.53 동판저수지 2,309.89 조류지 2,312.8 낙동강 3,327.81 동림저수지 1,331.59 낙동강하구 2,342.26 사천만 3,346.05 황룡강 2,351.21 담양습지 3,356.88 주암댐 2,368.23 순천만 1,373.52 지석천 2,377.72 함평대동저수지 2,380.22 고막원천 2,393.39 우습제 2,419.92 영산강 2,421.79 영암호 1,424.24 만덕간척지 2,431.54 강진만 2,432.56 금호호 1,435.84 사내간척지 2,439.39 고천암 2,530.47 하도리 2,532.9 종달리 3,535.24 오조리 3,572.77 용수저수지 2
충청북도 충주시,12.92 충주호 3,38.37 보강천 2,43.57 원주천 2,48.78 백곡지 2,49.32 청미천 1,54.32 송정저수지 2,56.96 섬강 1,59.13 무심천 2,59.92 병천천 2,64.0 안성천 1,64.58 남한강 2,70.72 경안천 2,75.25 곡교천 1,75.53 미호천 1,75.67 진위천 2,76.85 풍세천 1,78.5 봉강천 1,80.57 팔당호 2,83.43 원천리천 3,83.43 황구지천 2,89.19 서호 3,91.38 아산호 2,92.02 탄천 2,93.6 왕송호수 3,97.36 삽교호 2,97.73 구미 3,99.54 남양호 2,101.5 김천 2,101.66 중랑천 2,101.98 소양강 하류 2,102.71 무한천 2,109.7 안양천  3,111.09 화성호 2,114.25 논산천 2,116.42 시화호 1,118.83 강서지구 3,119.19 포천천 2,120.79 남대천 3,122.76 석문간척지 2,124.74 공릉천 1,125.07 산수저수지 2,125.5 해미천 2,126.27 도당천 2,127.3 한강하구 1,127.79 잠홍지 2,128.24 대호 2,128.75 상패천 2,136.32 간월호 2,136.67 낙동강 2,139.37 남대천 3,139.64 금호강 1,140.72 천수만 1,140.88 문산천 2,140.96 봉선저수지 2,142.41 임진강 2,144.58 부남호 2,145.17 안심습지 3,146.19 한탄강 2,147.92 만경강 1,148.46 전주천 2,150.86 금강하구둑 1,152.72 금강호 2,154.86 토교저수지 2,157.76 철원평야 2,164.23 원평천 3,164.58 목포늪 3,165.33 사지포 3,165.9 창녕우포 3,166.97 형산강 1,173.88 동진강 1,177.13 조류지 2,180.38 장척저수지 3,183.7 산남저수지 3,193.35 동림저수지 1,198.08 주남저수지 3,199.91 동판저수지 2,202.13 화포천 2,203.71 낙동강 2,207.07 태화강 3,207.59 양산발생지 3,209.81 양산천 2,210.94 황룡강 2,213.72 낙동강 3,216.03 담양습지 3,217.83 사천만 3,223.07 주암댐 2,228.89 낙동강하구 2,237.01 순천만 1,238.53 지석천 2,242.93 함평대동저수지 2,245.16 고막원천 2,258.24 우습제 2,284.93 영산강 2,286.62 영암호 1,289.41 만덕간척지 2,296.83 강진만 2,297.41 금호호 1,301.07 사내간척지 2,304.22 고천암 2,397.72 하도리 2,400.23 종달리 3,402.75 오조리 3,437.98 용수저수지 2
충청북도 제천시,22.13 충주호 3,35.51 원주천 2,44.54 섬강 1,66.66 보강천 2,70.59 청미천 1,71.44 남한강 2,76.24 백곡지 2,82.44 송정저수지 2,86.64 무심천 2,86.87 경안천 2,88.16 병천천 2,88.86 안성천 1,89.61 팔당호 2,93.16 남대천 3,93.64 소양강 하류 2,98.24 진위천 2,102.15 원천리천 3,103.21 곡교천 1,103.49 미호천 1,103.61 황구지천 2,104.44 탄천 2,104.68 풍세천 1,106.05 봉강천 1,106.27 구미 3,107.84 서호 3,111.83 왕송호수 3,111.87 중랑천 2,115.54 남대천 3,115.86 김천 2,117.12 아산호 2,121.73 포천천 2,123.35 삽교호 2,123.62 남양호 2,123.87 안양천  3,130.02 무한천 2,131.94 강서지구 3,133.07 상패천 2,133.63 화성호 2,135.23 공릉천 1,135.77 시화호 1,140.08 한강하구 1,141.46 논산천 2,143.47 한탄강 2,145.76 낙동강 2,147.1 석문간척지 2,148.53 금호강 1,149.46 안심습지 3,149.72 문산천 2,151.11 토교저수지 2,152.07 산수저수지 2,152.13 대호 2,152.39 도당천 2,152.47 해미천 2,153.2 임진강 2,153.38 잠홍지 2,155.03 철원평야 2,163.44 간월호 2,163.84 형산강 1,168.03 천수만 1,168.96 봉선저수지 2,171.41 부남호 2,173.78 전주천 2,174.55 만경강 1,175.65 목포늪 3,176.03 사지포 3,176.9 창녕우포 3,178.68 금강하구둑 1,180.51 금강호 2,190.55 원평천 3,190.74 장척저수지 3,198.09 산남저수지 3,200.32 동진강 1,204.59 조류지 2,206.41 태화강 3,206.7 주남저수지 3,208.42 동판저수지 2,208.53 양산발생지 3,209.16 낙동강 2,209.44 화포천 2,214.44 양산천 2,218.72 낙동강 3,219.88 동림저수지 1,233.81 사천만 3,235.44 낙동강하구 2,236.48 황룡강 2,240.92 담양습지 3,245.48 주암댐 2,257.19 순천만 1,262.63 지석천 2,269.03 함평대동저수지 2,270.79 고막원천 2,283.59 우습제 2,310.65 영산강 2,311.76 영암호 1,313.14 만덕간척지 2,320.35 강진만 2,322.65 금호호 1,324.7 사내간척지 2,328.98 고천암 2,419.16 하도리 2,421.61 종달리 3,423.98 오조리 3,461.59 용수저수지 2
충청북도 청주시,6.97 무심천 2,16.22 병천천 2,17.89 보강천 2,17.92 송정저수지 2,20.62 미호천 1,26.16 백곡지 2,31.25 곡교천 1,34.05 풍세천 1,38.05 봉강천 1,46.28 안성천 1,53.96 청미천 1,59.62 아산호 2,60.06 무한천 2,60.09 논산천 2,62.15 진위천 2,62.38 충주호 3,63.12 삽교호 2,73.58 남양호 2,75.17 황구지천 2,77.56 경안천 2,79.45 원천리천 3,82.34 산수저수지 2,82.88 해미천 2,83.49 김천 2,83.76 서호 3,86.09 봉선저수지 2,87.86 도당천 2,88.22 왕송호수 3,88.85 화성호 2,90.96 남한강 2,91.59 원주천 2,91.64 잠홍지 2,92.24 간월호 2,92.3 석문간척지 2,93.67 구미 3,94.5 만경강 1,95.46 천수만 1,95.95 금강하구둑 1,97.69 전주천 2,97.81 금강호 2,98.75 팔당호 2,98.87 대호 2,100.84 탄천 2,101.58 부남호 2,103.4 시화호 1,105.35 섬강 1,111.14 안양천  3,111.21 원평천 3,113.03 중랑천 2,120.6 동진강 1,121.2 강서지구 3,122.42 조류지 2,124.76 낙동강 2,127.81 금호강 1,129.2 한강하구 1,131.88 공릉천 1,139.8 동림저수지 1,141.33 소양강 하류 2,141.62 포천천 2,142.13 안심습지 3,145.64 목포늪 3,146.85 임진강 2,147.01 창녕우포 3,147.1 상패천 2,147.12 사지포 3,149.49 문산천 2,156.26 산남저수지 3,158.94 황룡강 2,161.8 장척저수지 3,165.18 담양습지 3,174.32 한탄강 2,175.71 남대천 3,176.05 형산강 1,177.01 주암댐 2,182.04 주남저수지 3,183.97 토교저수지 2,183.98 동판저수지 2,185.13 철원평야 2,185.41 사천만 3,188.56 화포천 2,188.94 지석천 2,189.86 함평대동저수지 2,192.25 남대천 3,192.81 고막원천 2,193.78 낙동강 2,195.23 순천만 1,201.19 양산천 2,204.18 낙동강 3,206.3 우습제 2,206.36 양산발생지 3,208.95 태화강 3,215.55 낙동강하구 2,232.29 영산강 2,234.88 영암호 1,240.1 만덕간척지 2,245.48 금호호 1,247.85 강진만 2,251.85 사내간척지 2,253.04 고천암 2,351.88 하도리 2,354.48 종달리 3,357.25 오조리 3,388.27 용수저수지 2
