지역명,일시,평균기온(℃),평균일강수량(mm),평균습도(%rh)
강원영서,2019-08-01,27.2,21.5,80
강원영서,2019-07-31,26,27,87
강원영서,2019-07-30,27.9,0.3,74
강원영서,2019-07-29,27,0,77
강원영서,2019-07-28,25.7,22.4,90
강원영서,2019-07-27,27.9,4.7,80
강원영서,2019-07-26,25.4,57.1,92
강원영서,2019-07-25,26.4,7.6,88
강원영서,2019-07-24,26.6,0.4,82
강원영서,2019-07-23,27.6,0,75
강원영서,2019-07-22,26.8,0,75
강원영서,2019-07-21,24.5,12.9,87
강원영서,2019-07-20,26.6,1,73
강원영서,2019-07-19,27.1,0.5,70
강원영서,2019-07-18,26.4,0.8,70
강원영서,2019-07-17,24.8,1.3,75
강원영서,2019-07-16,23.6,6.5,79
강원영서,2019-07-15,22.6,15.2,83
강원영서,2019-07-14,24.2,7.8,73
강원영서,2019-07-13,24.3,0,70
강원영서,2019-07-12,22.4,0.1,75
강원영서,2019-07-11,21.7,4.4,78
강원영서,2019-07-10,20.8,8.4,72
강원영서,2019-07-09,22,0,63
강원영서,2019-07-08,21.7,0,65
강원영서,2019-07-07,23.3,0,58
강원영서,2019-07-06,26.5,0,56
강원영서,2019-07-05,26.9,0,54
강원영서,2019-07-04,25.6,0,57
강원영서,2019-07-03,23.9,0,63
강원영서,2019-07-02,23.4,0,62
강원영서,2019-07-01,23.9,0,63
강원영서,2019-06-30,23.8,0,72
강원영서,2019-06-29,22.4,1.2,77
강원영서,2019-06-28,25.3,1.5,70
강원영서,2019-06-27,25.3,0.8,71
강원영서,2019-06-26,23.7,0.2,68
강원영서,2019-06-25,24.8,0,57
강원영서,2019-06-24,23.8,0.4,60
강원영서,2019-06-23,21.7,0,59
강원영서,2019-06-22,21.2,0,59
강원영서,2019-06-21,20.9,7.2,74
강원영서,2019-06-20,22.8,0,71
강원영서,2019-06-19,20.9,4.3,82
강원영서,2019-06-18,19.2,10.7,82
강원영서,2019-06-17,21.9,0,62
강원영서,2019-06-16,20.7,0,67
강원영서,2019-06-15,20,5.5,73
강원영서,2019-06-14,21.8,0,63
강원영서,2019-06-13,22.6,0,62
강원영서,2019-06-12,20.7,0,64
강원영서,2019-06-11,18.2,0,66
강원영서,2019-06-10,17.3,2.1,74
강원영서,2019-06-09,19.9,8.7,71
강원영서,2019-06-08,20.1,0,66
강원영서,2019-06-07,18.6,27.1,81
강원영서,2019-06-06,21.1,7,76
강원영서,2019-06-05,23.9,0,58
강원영서,2019-06-04,23.5,0,52
강원영서,2019-06-03,22,0,52
강원영서,2019-06-02,21.2,0,51
강원영서,2019-06-01,18.5,0,58
강원영서,2019-05-31,19.8,0,47
강원영서,2019-05-30,19.4,0,51
강원영서,2019-05-29,18.8,0,46
강원영서,2019-05-28,17.5,0,51
강원영서,2019-05-27,18.1,6.3,80
강원영서,2019-05-26,23,0,48
강원영서,2019-05-25,22.2,0,56
강원영서,2019-05-24,22.7,0,54
강원영서,2019-05-23,19.6,0,49
강원영서,2019-05-22,18.3,0,46
강원영서,2019-05-21,16.6,0,49
강원영서,2019-05-20,17,2.4,59
강원영서,2019-05-19,19.8,7.5,81
강원영서,2019-05-18,20.9,0.1,61
강원영서,2019-05-17,21.6,0,57
강원영서,2019-05-16,21.2,0,53
강원영서,2019-05-15,19.1,0,55
강원영서,2019-05-14,19,0,54
강원영서,2019-05-13,18,0,59
강원영서,2019-05-12,18.9,0,55
강원영서,2019-05-11,19.5,0,50
강원영서,2019-05-10,17.9,0,45
강원영서,2019-05-09,16.9,0,44
강원영서,2019-05-08,15.8,0,43
강원영서,2019-05-07,13.9,0,39
강원영서,2019-05-06,14.5,0,34
강원영서,2019-05-05,19,0,39
강원영서,2019-05-04,18.2,0,47
강원영서,2019-05-03,17.2,0,41
강원영서,2019-05-02,16.5,0,46
강원영서,2019-05-01,16.1,0,58
강원영서,2019-04-30,14.7,0,65
강원영서,2019-04-29,11.3,0.2,72
강원영서,2019-04-28,11.5,0.1,66
강원영서,2019-04-27,10.7,0,62
강원영서,2019-04-26,8.1,5.9,79
강원영서,2019-04-25,11.6,12.6,72
강원영서,2019-04-24,19.2,7.1,74
강원영서,2019-04-23,19.7,0,54
강원영서,2019-04-22,18.3,0,58
강원영서,2019-04-21,16.8,0.1,69
강원영서,2019-04-20,13.5,0.1,61
강원영서,2019-04-19,11.9,0,58
강원영서,2019-04-18,12.8,0,66
강원영서,2019-04-17,14.4,0,39
강원영서,2019-04-16,12.4,0,38
강원영서,2019-04-15,9.8,0,49
강원영서,2019-04-14,7,1.9,68
강원영서,2019-04-13,10.8,0,43
강원영서,2019-04-12,10.9,0,50
강원영서,2019-04-11,8.1,0,68
강원영서,2019-04-10,6.5,3.2,80
강원영서,2019-04-09,7.6,12.4,54
강원영서,2019-04-08,10.7,0,36
강원영서,2019-04-07,10.7,0,59
강원영서,2019-04-06,7.9,5.8,54
강원영서,2019-04-05,11.3,0,36
강원영서,2019-04-04,8.6,0,38
강원영서,2019-04-03,6.4,0,41
강원영서,2019-04-02,5.1,0,46
강원영서,2019-04-01,3.5,0,53
강원영서,2019-03-31,2.9,0.4,74
강원영서,2019-03-30,4.7,3.8,78
강원영서,2019-03-29,10,0,43
강원영서,2019-03-28,10,0.1,54
강원영서,2019-03-27,10.7,0,61
강원영서,2019-03-26,9,0,52
강원영서,2019-03-25,5.1,0,65
강원영서,2019-03-24,3.4,0,53
강원영서,2019-03-23,1.7,2.8,67
강원영서,2019-03-22,3.5,0,53
강원영서,2019-03-21,8.1,7.1,77
강원영서,2019-03-20,9.2,15.9,73
강원영서,2019-03-19,8.8,0,53
강원영서,2019-03-18,6,0,53
강원영서,2019-03-17,4.5,0,62
강원영서,2019-03-16,3.5,0,75
강원영서,2019-03-15,3.6,5.3,76
강원영서,2019-03-14,2.6,0.1,52
강원영서,2019-03-13,2.5,0,34
강원영서,2019-03-12,3.7,2,61
강원영서,2019-03-11,5.3,0,64
강원영서,2019-03-10,6.7,0,49
강원영서,2019-03-09,4.9,0,46
강원영서,2019-03-08,5.1,0,54
강원영서,2019-03-07,5.8,1.3,65
강원영서,2019-03-06,6.5,0,66
강원영서,2019-03-05,6.4,0,64
강원영서,2019-03-04,8,0,49
강원영서,2019-03-03,6.4,0,49
강원영서,2019-03-02,5,0,52
강원영서,2019-03-01,4.3,0,56
강원영서,2019-02-28,5,0,57
강원영서,2019-02-27,6.7,0,51
강원영서,2019-02-26,3.3,0,55
강원영서,2019-02-25,3.9,0,57
강원영서,2019-02-24,3.9,0,58
강원영서,2019-02-23,3.4,0,63
강원영서,2019-02-22,1.7,0,70
강원영서,2019-02-21,0.4,0,75
강원영서,2019-02-20,1.3,0,72
강원영서,2019-02-19,1.1,6.2,86
강원영서,2019-02-18,-0.5,0,55
강원영서,2019-02-17,-3,0,59
강원영서,2019-02-16,-2.8,0,62
강원영서,2019-02-15,-0.5,0.7,72
강원영서,2019-02-14,-1.7,0,51
강원영서,2019-02-13,-3,0,45
강원영서,2019-02-12,-2.5,0,50
강원영서,2019-02-11,-2.9,0,39
강원영서,2019-02-10,-4.5,0,45
강원영서,2019-02-09,-4,0,35
강원영서,2019-02-08,-4.5,0,41
강원영서,2019-02-07,0.8,2.2,48
강원영서,2019-02-06,2.6,0,65
강원영서,2019-02-05,-0.2,0,58
강원영서,2019-02-04,0.4,0,44
강원영서,2019-02-03,2,16.4,90
강원영서,2019-02-02,-0.9,0,69
강원영서,2019-02-01,-3.1,0,47
강원영서,2019-01-31,-0.5,0,47
강원영서,2019-01-30,-0.2,0,51
강원영서,2019-01-29,-2.8,0,49
강원영서,2019-01-28,0.9,0.3,48
강원영서,2019-01-27,-3,0,53
강원영서,2019-01-26,-5.1,0,46
강원영서,2019-01-25,-3.8,0,44
강원영서,2019-01-24,-2.9,0,49
강원영서,2019-01-23,-0.3,0,56
강원영서,2019-01-22,-1.3,0,69
강원영서,2019-01-21,-4.1,0.1,63
강원영서,2019-01-20,-1,0,46
강원영서,2019-01-19,-0.6,0,62
강원영서,2019-01-18,-3.2,0,52
강원영서,2019-01-17,-2.1,0,54
강원영서,2019-01-16,-6.3,0,52
강원영서,2019-01-15,-1.6,0.1,59
강원영서,2019-01-14,-2.2,0,71
강원영서,2019-01-13,-1.8,0,69
강원영서,2019-01-12,0.5,0,62
강원영서,2019-01-11,-1.6,0,66
강원영서,2019-01-10,-2.5,0,52
강원영서,2019-01-09,-7.5,0,49
강원영서,2019-01-08,-4.8,0,46
강원영서,2019-01-07,-4.8,0,56
강원영서,2019-01-06,-5.2,0,52
강원영서,2019-01-05,-3.4,0,56
강원영서,2019-01-04,-3.9,0,59
강원영서,2019-01-03,-6.9,0,57
강원영서,2019-01-02,-7.4,0,59
강원영서,2019-01-01,-6.9,0,60
강원영서,2018-12-31,-7.8,0,57
강원영서,2018-12-30,-9.1,0,55
강원영서,2018-12-29,-9.1,0,43
강원영서,2018-12-28,-11.2,0,46
강원영서,2018-12-27,-8.6,0,24
강원영서,2018-12-26,-0.2,0,45
강원영서,2018-12-25,-3,0,64
강원영서,2018-12-24,-3.9,0,52
강원영서,2018-12-23,2.6,0,53
강원영서,2018-12-22,3.7,0,67
강원영서,2018-12-21,1.2,0,64
강원영서,2018-12-20,-0.9,0,67
강원영서,2018-12-19,1.5,0,65
강원영서,2018-12-18,-1.3,0,72
강원영서,2018-12-17,0.1,0,65
강원영서,2018-12-16,-2.3,0,76
강원영서,2018-12-15,-5.7,0,69
강원영서,2018-12-14,-7,0,71
강원영서,2018-12-13,-4.7,0.5,71
강원영서,2018-12-12,-3.6,0,70
강원영서,2018-12-11,-3.8,1.1,80
강원영서,2018-12-10,-6,0,57
강원영서,2018-12-09,-8.1,0,51
강원영서,2018-12-08,-8,0,41
강원영서,2018-12-07,-5.9,0,31
강원영서,2018-12-06,2.5,1.5,70
강원영서,2018-12-05,0.8,0,64
강원영서,2018-12-04,7.8,7.8,80
강원영서,2018-12-03,6,8.5,92
강원영서,2018-12-02,2.7,0,77
강원영서,2018-12-01,2,0,65
강원영서,2018-11-30,0.7,0,64
강원영서,2018-11-29,1.1,0,65
강원영서,2018-11-28,2.5,0,69
강원영서,2018-11-27,4.1,0,87
강원영서,2018-11-26,3.1,0,88
강원영서,2018-11-25,3,0,88
강원영서,2018-11-24,0.7,4.1,82
강원영서,2018-11-23,-0.5,0,51
강원영서,2018-11-22,1.2,0,58
강원영서,2018-11-21,5,1.3,71
강원영서,2018-11-20,4,0,56
강원영서,2018-11-19,4.1,0,69
강원영서,2018-11-18,4.4,0,67
강원영서,2018-11-17,5.3,0,71
강원영서,2018-11-16,7.8,0,74
강원영서,2018-11-15,6.1,0,78
강원영서,2018-11-14,7.2,0,75
강원영서,2018-11-13,7.8,0,76
강원영서,2018-11-12,6.7,0,75
강원영서,2018-11-11,6.7,0,81
강원영서,2018-11-10,10.5,0,70
강원영서,2018-11-09,11.8,2.2,68
강원영서,2018-11-08,11.9,38.8,91
강원영서,2018-11-07,11.1,6,89
강원영서,2018-11-06,10.5,0,75
강원영서,2018-11-05,8.8,0,70
강원영서,2018-11-04,7.5,0,69
강원영서,2018-11-03,7.3,0,71
강원영서,2018-11-02,6.6,0,71
강원영서,2018-11-01,5,0,72
강원영서,2018-10-31,5.2,0,67
강원영서,2018-10-30,4.5,0,66
강원영서,2018-10-29,6.2,0,68
강원영서,2018-10-28,5.7,11.1,84
강원영서,2018-10-27,7.8,0.3,55
강원영서,2018-10-26,9.7,5.3,86
강원영서,2018-10-25,10,0,75
강원영서,2018-10-24,10.2,0,81
강원영서,2018-10-23,9.2,3.2,87
강원영서,2018-10-22,10.7,0,69
강원영서,2018-10-21,9.4,0,72
강원영서,2018-10-20,9.7,0,73
강원영서,2018-10-19,10.2,0,75
강원영서,2018-10-18,9.7,2.9,81
강원영서,2018-10-17,11.1,0,74
강원영서,2018-10-16,11.4,0,77
강원영서,2018-10-15,11,0,80
강원영서,2018-10-14,10.3,0,73
강원영서,2018-10-13,9.7,0,75
강원영서,2018-10-12,8,0,73
강원영서,2018-10-11,7.5,0,69
강원영서,2018-10-10,11.7,3.5,67
강원영서,2018-10-09,12.6,0,74
강원영서,2018-10-08,11.5,0,72
강원영서,2018-10-07,15.3,0,78
강원영서,2018-10-06,16.8,52.9,87
강원영서,2018-10-05,15.3,29.5,90
강원영서,2018-10-04,16.3,0.1,71
강원영서,2018-10-03,13.7,0,75
강원영서,2018-10-02,12.8,0,76
강원영서,2018-10-01,13.5,0,63
강원영서,2018-09-30,16.3,0,65
강원영서,2018-09-29,17.3,0,73
강원영서,2018-09-28,14,0,79
강원영서,2018-09-27,15.2,0,68
강원영서,2018-09-26,16,0,67
강원영서,2018-09-25,14.9,0,68
강원영서,2018-09-24,14.6,0,69
강원영서,2018-09-23,15.9,0.1,75
강원영서,2018-09-22,19.1,0.1,71
강원영서,2018-09-21,18.2,24,92
강원영서,2018-09-20,17.9,14.8,89
강원영서,2018-09-19,19.7,1.2,75
강원영서,2018-09-18,19.5,0,72
강원영서,2018-09-17,21.2,0,70
강원영서,2018-09-16,21.6,0.6,82
강원영서,2018-09-15,21.2,2.4,87
강원영서,2018-09-14,20.9,0.4,78
강원영서,2018-09-13,20,0,77
강원영서,2018-09-12,19.6,0,70
강원영서,2018-09-11,18.1,0,66
강원영서,2018-09-10,19.1,0,67
강원영서,2018-09-09,19.6,0,65
강원영서,2018-09-08,18.7,0,70
강원영서,2018-09-07,20.6,1.2,70
강원영서,2018-09-06,21,2.1,78
강원영서,2018-09-05,22.2,0,62
강원영서,2018-09-04,22.8,1.8,73
강원영서,2018-09-03,22.1,41.7,87
강원영서,2018-09-02,22.1,0,70
강원영서,2018-09-01,22.9,0,69
강원영서,2018-08-31,24,2.8,76
강원영서,2018-08-30,24.7,17.4,85
강원영서,2018-08-29,22.4,97.3,91
강원영서,2018-08-28,22.7,64.9,88
강원영서,2018-08-27,21.4,46.3,93
강원영서,2018-08-26,21.8,5.5,80
강원영서,2018-08-25,24.2,0,73
강원영서,2018-08-24,23.9,35.5,90
강원영서,2018-08-23,27.3,1.1,68
강원영서,2018-08-22,28.2,0,62
강원영서,2018-08-21,25.5,0.5,71
강원영서,2018-08-20,26.7,0,63
강원영서,2018-08-19,24.9,0,65
강원영서,2018-08-18,23.3,0,63
강원영서,2018-08-17,23.4,0,58
강원영서,2018-08-16,25.6,0,64
강원영서,2018-08-15,28.5,2.5,72
강원영서,2018-08-14,30,0,68
강원영서,2018-08-13,29.1,6.7,75
강원영서,2018-08-12,28.3,0.2,69
강원영서,2018-08-11,27.8,0.1,68
강원영서,2018-08-10,27.7,0.8,72
강원영서,2018-08-09,27.2,10.9,83
강원영서,2018-08-08,28.5,8.6,76
강원영서,2018-08-07,28.7,0,69
강원영서,2018-08-06,28.4,2.8,73
강원영서,2018-08-05,29.5,0.1,69
강원영서,2018-08-04,30.6,0,65
강원영서,2018-08-03,31.7,0,63
강원영서,2018-08-02,31.3,0,61
강원영서,2018-08-01,31,0,61
강원영서,2018-07-31,29.4,0,62
강원영서,2018-07-30,29.3,0,61
강원영서,2018-07-29,29,0,61
강원영서,2018-07-28,29.8,0.2,70
강원영서,2018-07-27,30.2,0,71
강원영서,2018-07-26,29.3,0,71
강원영서,2018-07-25,29.3,0,71
강원영서,2018-07-24,30.1,0,68
강원영서,2018-07-23,29.1,0,69
강원영서,2018-07-22,28.8,0,65
강원영서,2018-07-21,28.4,0,70
강원영서,2018-07-20,27.6,0,72
강원영서,2018-07-19,27.1,0,70
강원영서,2018-07-18,26.7,0,72
강원영서,2018-07-17,26.8,0,72
강원영서,2018-07-16,27.4,0,72
강원영서,2018-07-15,27.2,0,73
강원영서,2018-07-14,27.1,0,73
강원영서,2018-07-13,26.4,0,77
강원영서,2018-07-12,26.6,0,80
강원영서,2018-07-11,24.5,18.4,91
강원영서,2018-07-10,22,13.4,88
강원영서,2018-07-09,19,11.5,85
강원영서,2018-07-08,20.2,0,64
강원영서,2018-07-07,20.1,0,61
강원영서,2018-07-06,21.5,0.1,66
강원영서,2018-07-05,22.8,11.1,81
강원영서,2018-07-04,25.6,18.2,76
강원영서,2018-07-03,25.1,2.4,81
강원영서,2018-07-02,21.7,60.8,94
강원영서,2018-07-01,21.4,68.5,94
강원영서,2018-06-30,23.9,0.8,79
강원영서,2018-06-29,23.8,0.2,76
강원영서,2018-06-28,22.8,23.7,82
강원영서,2018-06-27,23.6,0.2,78
강원영서,2018-06-26,22.1,75.8,88
강원영서,2018-06-25,25.6,0,57
강원영서,2018-06-24,25.6,0,57
강원영서,2018-06-23,23.9,0,55
강원영서,2018-06-22,24.3,0,50
강원영서,2018-06-21,23.3,0,56
강원영서,2018-06-20,23.4,0,61
강원영서,2018-06-19,22.3,0,65
강원영서,2018-06-18,23.9,0,61
강원영서,2018-06-17,21.4,0,68
강원영서,2018-06-16,20.4,0,61
강원영서,2018-06-15,18.9,0.9,64
강원영서,2018-06-14,19.8,0.5,71
강원영서,2018-06-13,20.8,0.1,65
강원영서,2018-06-12,20.6,0,58
강원영서,2018-06-11,18.9,0,63
강원영서,2018-06-10,20,0,61
강원영서,2018-06-09,21.7,0,61
강원영서,2018-06-08,22,0,68
강원영서,2018-06-07,23.6,0,64
강원영서,2018-06-06,23.3,0,63
강원영서,2018-06-05,23.1,0,57
강원영서,2018-06-04,21.6,0,58
강원영서,2018-06-03,21.9,0,54
강원영서,2018-06-02,23.1,0,56
강원영서,2018-06-01,22.6,0,59
강원영서,2018-05-31,20,0,61
강원영서,2018-05-30,20.5,2.5,64
강원영서,2018-05-29,21.8,2.2,66
강원영서,2018-05-28,21.3,0,61
강원영서,2018-05-27,20.2,0,64
강원영서,2018-05-26,20.7,0,57
강원영서,2018-05-25,19.1,0,57
강원영서,2018-05-24,18.2,0,58
강원영서,2018-05-23,18.1,8.3,60
강원영서,2018-05-22,17.2,5,76
강원영서,2018-05-21,16,0,60
강원영서,2018-05-20,14.5,0,51
강원영서,2018-05-19,15.2,0,56
강원영서,2018-05-18,13.4,26.7,85
강원영서,2018-05-17,20.4,90.2,94
강원영서,2018-05-16,21.4,19.1,91
강원영서,2018-05-15,22,0,65
강원영서,2018-05-14,18.5,0,76
강원영서,2018-05-13,17.2,0.8,79
강원영서,2018-05-12,13.5,20.3,89
강원영서,2018-05-11,16,0,60
강원영서,2018-05-10,15,0,61
강원영서,2018-05-09,12.7,0,62
강원영서,2018-05-08,14.1,0,61
강원영서,2018-05-07,17,0,71
강원영서,2018-05-06,15.1,17.7,91
강원영서,2018-05-05,17.2,0,47
강원영서,2018-05-04,13.2,0,52
강원영서,2018-05-03,8.9,4.3,76
강원영서,2018-05-02,13,18.5,86
강원영서,2018-05-01,19.1,0,67
강원영서,2018-04-30,17.7,0,56
강원영서,2018-04-29,15.7,0,50
강원영서,2018-04-28,15.6,0,54
강원영서,2018-04-27,14.9,0,56
강원영서,2018-04-26,14.6,0,51
강원영서,2018-04-25,12.1,0,52
강원영서,2018-04-24,10,3,66
강원영서,2018-04-23,8.8,55.7,89
강원영서,2018-04-22,14.2,4.7,53
강원영서,2018-04-21,19,0,42
강원영서,2018-04-20,18.1,0,55
강원영서,2018-04-19,14.4,0,46
강원영서,2018-04-18,12.8,0,46
강원영서,2018-04-17,11.8,0,53
강원영서,2018-04-16,10.5,0,58
강원영서,2018-04-15,9.6,0,66
강원영서,2018-04-14,8.5,15.1,86
강원영서,2018-04-13,12.1,0,42
강원영서,2018-04-12,12.1,0,37
강원영서,2018-04-11,13.7,0.3,46
강원영서,2018-04-10,13.4,9.1,57
강원영서,2018-04-09,6.1,0.1,69
강원영서,2018-04-08,2.8,5.3,67
강원영서,2018-04-07,3.9,0.7,48
강원영서,2018-04-06,6.4,8.7,67
강원영서,2018-04-05,6.2,9,88
강원영서,2018-04-04,9.2,19.2,71
강원영서,2018-04-03,17.5,0.1,65
강원영서,2018-04-02,17.8,0,62
강원영서,2018-04-01,14.8,0,62
강원영서,2018-03-31,13.9,0,55
강원영서,2018-03-30,13.9,0,44
강원영서,2018-03-29,14.7,0,56
강원영서,2018-03-28,14.5,0,57
강원영서,2018-03-27,12.7,0,60
강원영서,2018-03-26,10.7,0,55
강원영서,2018-03-25,9.7,0,54
강원영서,2018-03-24,8.3,0,51
강원영서,2018-03-23,5.9,0,52
강원영서,2018-03-22,5.5,0,47
강원영서,2018-03-21,2,0,54
강원영서,2018-03-20,2.9,0,48
강원영서,2018-03-19,6.6,4.8,69
강원영서,2018-03-18,7.1,0.9,60
강원영서,2018-03-17,4.5,0,56
강원영서,2018-03-16,3.2,0.2,56
강원영서,2018-03-15,11.4,10.1,85
강원영서,2018-03-14,14.4,0,64
강원영서,2018-03-13,10.5,0,61
강원영서,2018-03-12,6.1,0,57
강원영서,2018-03-11,5.8,0,54
강원영서,2018-03-10,4.2,0,62
강원영서,2018-03-09,4.1,0,61
강원영서,2018-03-08,3.7,5.5,79
강원영서,2018-03-07,4.2,0.9,64
강원영서,2018-03-06,2.5,0,62
강원영서,2018-03-05,2.6,8,68
강원영서,2018-03-04,8.8,8.5,81
강원영서,2018-03-03,6.2,0,47
강원영서,2018-03-02,-1.4,0,52
강원영서,2018-03-01,1,1.3,58
강원영서,2018-02-28,3,22.8,78
강원영서,2018-02-27,1,0,59
강원영서,2018-02-26,1.2,0,50
강원영서,2018-02-25,1.3,0,51
강원영서,2018-02-24,2.9,0,55
강원영서,2018-02-23,2.7,2.8,77
강원영서,2018-02-22,-1,0,55
강원영서,2018-02-21,-2.6,0,37
강원영서,2018-02-20,-0.4,0,43
강원영서,2018-02-19,-0.4,0,51
강원영서,2018-02-18,-1.3,0,36
강원영서,2018-02-17,-2.3,0,25
강원영서,2018-02-16,-1.6,0,43
강원영서,2018-02-15,-0.2,0,33
강원영서,2018-02-14,3.4,0,51
강원영서,2018-02-13,-2.6,0,56
강원영서,2018-02-12,-6.3,0,38
강원영서,2018-02-11,-6.1,0.1,35
강원영서,2018-02-10,-0.9,0,41
강원영서,2018-02-09,-3.9,0,55
강원영서,2018-02-08,-7.8,0,49
강원영서,2018-02-07,-11,0,50
강원영서,2018-02-06,-11.7,0,47
강원영서,2018-02-05,-10.9,0,44
강원영서,2018-02-04,-10.9,0,50
강원영서,2018-02-03,-6.8,0.2,52
강원영서,2018-02-02,-5.5,0,62
강원영서,2018-02-01,-6.7,0,58
강원영서,2018-01-31,-3.1,0.5,59
강원영서,2018-01-30,-7.6,0.3,63
강원영서,2018-01-29,-9.5,0,40
강원영서,2018-01-28,-6,0,39
강원영서,2018-01-27,-11.8,0,54
강원영서,2018-01-26,-15.3,0,49
강원영서,2018-01-25,-14.4,0,46
강원영서,2018-01-24,-14.2,0,33
강원영서,2018-01-23,-10.5,0,40
강원영서,2018-01-22,-0.5,3,69
강원영서,2018-01-21,-2,0,61
강원영서,2018-01-20,-1,0,67
강원영서,2018-01-19,-0.8,0,54
강원영서,2018-01-18,1.6,0,62
강원영서,2018-01-17,3.6,0.3,73
강원영서,2018-01-16,1.1,0,71
강원영서,2018-01-15,3.5,0.1,64
강원영서,2018-01-14,-2.4,0,67
강원영서,2018-01-13,-7.7,0,66
강원영서,2018-01-12,-12.3,0,52
강원영서,2018-01-11,-11.2,0,52
강원영서,2018-01-10,-8,0.1,51
강원영서,2018-01-09,-4.1,0.1,52
강원영서,2018-01-08,0.7,0.7,62
강원영서,2018-01-07,-3.9,0,62
강원영서,2018-01-06,-5.8,0,65
강원영서,2018-01-05,-4.2,0,63
강원영서,2018-01-04,-6.1,0,61
강원영서,2018-01-03,-5.9,0,55
강원영서,2018-01-02,-3.7,0,52
강원영서,2018-01-01,-4.8,0,59
강원영서,2017-12-31,-0.4,1.6,57
강원영서,2017-12-30,-0.4,0.5,82
강원영서,2017-12-29,-0.3,0,72
강원영서,2017-12-28,-5.9,0,62
강원영서,2017-12-27,-8.3,0,49
강원영서,2017-12-26,-4.5,0,47
강원영서,2017-12-25,-2.6,0,54
강원영서,2017-12-24,1.3,11.8,85
강원영서,2017-12-23,3.1,0,77
강원영서,2017-12-22,0.5,0,74
강원영서,2017-12-21,-2.1,0,72
강원영서,2017-12-20,-6,0.3,68
강원영서,2017-12-19,-6.6,0,61
강원영서,2017-12-18,-5,1,81
강원영서,2017-12-17,-9,0,51
강원영서,2017-12-16,-5.1,0,46
강원영서,2017-12-15,-5.4,0,64
강원영서,2017-12-14,-9.2,0,65
강원영서,2017-12-13,-10.9,0,61
강원영서,2017-12-12,-10.8,0,52
강원영서,2017-12-11,-7,0,36
강원영서,2017-12-10,-0.5,4.7,70
강원영서,2017-12-09,-3.3,0,57
강원영서,2017-12-08,-3.9,0,47
강원영서,2017-12-07,0.5,0.2,62
강원영서,2017-12-06,-1.4,0.8,69
강원영서,2017-12-05,-5.1,0,36
강원영서,2017-12-04,0,0.2,52
강원영서,2017-12-03,2.5,0.6,80
강원영서,2017-12-02,-1,0,64
강원영서,2017-12-01,-3.3,0,47
강원영서,2017-11-30,-0.5,0,31
강원영서,2017-11-29,4.7,0.2,53
강원영서,2017-11-28,3.9,0,77
강원영서,2017-11-27,0.4,0,78
강원영서,2017-11-26,2.3,0.8,83
강원영서,2017-11-25,0.3,12.9,75
강원영서,2017-11-24,-0.9,0.6,62
강원영서,2017-11-23,-0.7,0.1,57
강원영서,2017-11-22,1.2,1.1,70
강원영서,2017-11-21,-0.9,0,71
강원영서,2017-11-20,-1.5,0.1,66
강원영서,2017-11-19,-2.4,0,38
강원영서,2017-11-18,-0.6,0,43
강원영서,2017-11-17,0.3,0.1,55
강원영서,2017-11-16,-0.6,0,45
강원영서,2017-11-15,2.4,0,43
강원영서,2017-11-14,6.5,0.1,52
강원영서,2017-11-13,5.5,1.3,69
강원영서,2017-11-12,2.7,0,68
강원영서,2017-11-11,4.3,0,56
강원영서,2017-11-10,7.6,5.5,66
강원영서,2017-11-09,6.5,0,59
강원영서,2017-11-08,12.3,0,55
강원영서,2017-11-07,10.9,0,73
강원영서,2017-11-06,8,0,72
강원영서,2017-11-05,5.3,0,71
강원영서,2017-11-04,7,0.1,62
강원영서,2017-11-03,12.4,4.9,68
강원영서,2017-11-02,13.1,0.9,80
강원영서,2017-11-01,11.1,0,74
강원영서,2017-10-31,6.6,0,61
강원영서,2017-10-30,5.6,0,50
강원영서,2017-10-29,11,0,63
강원영서,2017-10-28,13.2,0,73
강원영서,2017-10-27,13.7,0,66
강원영서,2017-10-26,11.3,0,71
강원영서,2017-10-25,9.8,0,73
강원영서,2017-10-24,9.5,0,69
강원영서,2017-10-23,11.1,0,60
강원영서,2017-10-22,11.7,0.1,69
강원영서,2017-10-21,12.9,0,71
강원영서,2017-10-20,13.1,0,74
강원영서,2017-10-19,14.1,0.2,75
강원영서,2017-10-18,13.7,2.5,77
강원영서,2017-10-17,13.8,0,72
강원영서,2017-10-16,14.1,0,72
강원영서,2017-10-15,12.6,0,67
강원영서,2017-10-14,11.2,0,67
강원영서,2017-10-13,11.4,0,73
강원영서,2017-10-12,12.2,0.3,82
강원영서,2017-10-11,15.4,23.1,82
강원영서,2017-10-10,18.7,1.1,79
강원영서,2017-10-09,19.7,0,78
강원영서,2017-10-08,20.2,0,77
강원영서,2017-10-07,19.2,0,79
강원영서,2017-10-06,15.3,1.8,87
강원영서,2017-10-05,15.5,0,73
강원영서,2017-10-04,15,0,68
강원영서,2017-10-03,16.2,0,74
강원영서,2017-10-02,18.5,3.7,78
강원영서,2017-10-01,15.1,3.9,86
강원영서,2017-09-30,15.9,0,74
강원영서,2017-09-29,13.4,0,58
강원영서,2017-09-28,18.4,0,58
강원영서,2017-09-27,19.7,1.6,82
강원영서,2017-09-26,21,0.1,76
강원영서,2017-09-25,20.4,0,76
강원영서,2017-09-24,19.7,0.4,79
강원영서,2017-09-23,18.5,0,78
