시도,시군구,year,cnt,사육 규모,강원도  강릉시,강원도  고성군,강원도  동해시,강원도  삼척시,강원도  속초시,강원도  양양군,강원도  원주시,강원도  철원군,강원도  춘천시,강원도  화천군,강원도  횡성군,경기도  가평군,경기도  광주시,경기도  김포시,경기도  남양주시,경기도  동두천시,경기도  수원시,경기도  시흥시,경기도  안산시,경기도  안성시,경기도  양평군,경기도  여주시,경기도  연천군,경기도  용인시,경기도  의왕시,경기도  이천시,경기도  처인구,경기도  파주시,경기도  평택시,경기도  포천시,경기도  화성시,경상남도 거제시,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 양산시,경상남도 진주시,경상남도 창녕군,경상남도 창원시,경상남도 합천군,경상북도 경주시,경상북도 구미시,경상북도 김천시,경상북도 봉화군,경상북도 안동시,경상북도 영덕군,경상북도 영천시,경상북도 예천군,경상북도 울진군,경상북도 의성군,경상북도 포항시,광주광역시 광산구,광주광역시 남구,광주광역시 서구,대구광역시 달성군,부산광역시 강서구,부산광역시 남구,부산광역시 사하구,서울특별시 강남구,서울특별시 마포구,서울특별시 성동구,서울특별시 송파구,서울특별시 영등포구,서울특별시 중랑구,세종특별자치시 세종시,울산광역시 남구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시 강화군,인천광역시 서구,인천광역시 연수구,인천광역시 중구,전라남도 강진군,전라남도 고흥군,전라남도 광양시,전라남도 담양군,전라남도 보성군,전라남도 순천시,전라남도 여수시,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 해남군,전라남도  나주시,전라남도  목포시,전라남도  무안군,전라남도  보성군,전라남도  순천시,전라남도  신안군,전라남도  영광군,전라남도  영암군,전라남도  진도군,전라남도  함평군,전라남도  해남군,전라남도  화순군,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 부안군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시,전라북도 정읍시,전라북도  부안군,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시,충청남도 태안군,충청북도 괴산군,충청북도 음성군,충청북도 증평군,충청북도 진천군,충청북도 청주시,충청북도 충주시
경기도,동두천시,2016,2,21040.0,160.31,134.0,185.48,191.95,138.24,137.91,98.12,34.95,58.79,61.04,93.33,40.21,55.44,44.14,32.76,0.0,71.24,62.48,67.78,101.45,59.23,84.32,21.5,74.37,62.66,77.56,75.45,29.37,101.44,12.29,80.86,364.01,344.84,339.32,348.95,306.25,334.73,335.68,316.93,291.69,330.88,277.89,298.11,228.78,217.27,185.57,209.45,262.87,271.89,185.38,230.02,225.36,291.61,308.28,308.41,306.35,266.31,344.9,356.86,355.14,42.98,40.04,37.89,43.45,44.38,33.18,159.56,331.29,329.56,328.52,329.15,53.24,52.26,64.38,61.46,363.62,367.33,334.34,287.23,348.29,330.56,353.64,400.42,290.34,358.54,372.59,322.63,348.96,328.04,348.29,330.56,347.23,296.13,346.63,386.61,319.27,372.59,315.77,276.27,217.19,234.06,243.26,222.46,217.62,254.99,254.22,231.36,260.15,243.26,519.01,492.04,190.89,118.52,179.06,135.6,205.38,123.94,137.3,121.13,145.36,136.97,120.7,132.6,121.18,145.27,127.01
경기도,부천시,2016,6,304.0,187.84,178.27,207.13,211.79,178.37,174.82,103.47,86.19,94.65,106.5,107.55,74.92,43.94,13.2,42.34,51.49,35.37,14.11,21.0,71.44,63.67,80.26,71.32,46.62,25.11,64.46,48.75,28.56,64.6,57.9,34.3,335.83,314.08,316.43,313.2,284.21,301.37,315.33,284.91,266.91,305.7,249.05,285.69,208.38,193.35,186.93,202.94,260.73,257.74,176.24,239.98,214.1,282.76,262.89,263.88,261.73,242.98,322.84,335.25,332.15,24.88,13.83,24.79,30.01,11.74,30.97,122.91,316.18,315.22,312.26,314.36,36.45,9.2,12.96,13.17,318.18,325.58,296.94,243.49,305.11,291.14,315.46,355.0,244.82,314.04,326.15,276.67,301.18,280.6,305.11,291.14,299.21,248.6,300.67,338.48,271.98,326.15,271.93,230.0,170.81,189.31,197.04,181.26,173.78,214.83,217.14,189.83,215.17,197.04,472.91,445.73,149.33,69.06,130.82,84.67,158.4,82.07,91.75,82.53,93.95,118.48,103.07,107.72,93.35,115.25,117.43
경기도,성남시,2016,5,29030.0,158.48,158.91,175.78,180.0,155.64,150.09,70.62,82.47,73.84,91.83,76.18,56.83,11.38,42.27,25.28,54.09,19.45,28.95,28.34,47.77,32.83,47.09,75.39,20.38,16.31,31.82,21.67,48.63,47.57,53.19,35.82,312.63,292.46,290.35,295.26,257.64,281.55,288.09,264.1,241.64,280.75,226.04,255.48,180.75,167.3,153.89,170.96,228.22,227.97,144.65,206.87,183.27,251.58,255.33,255.1,253.09,216.88,296.38,308.62,306.16,12.88,25.68,17.81,10.67,23.55,20.93,105.48,286.91,285.69,283.39,284.99,66.97,42.15,39.63,45.0,310.58,313.34,280.38,233.71,294.54,276.48,299.62,347.32,237.5,305.14,320.05,269.93,297.42,276.28,294.54,276.48,295.91,244.55,293.86,335.28,267.42,320.05,262.22,223.88,165.2,181.07,190.99,168.53,164.34,200.92,200.24,177.46,207.15,190.99,466.09,439.26,137.1,72.73,129.18,92.66,153.93,70.92,85.91,67.27,105.02,89.13,73.07,81.28,68.49,92.24,85.35
경기도,수원시,2016,8,63120.0,171.76,177.23,186.52,189.97,172.93,166.58,79.31,101.37,92.42,111.16,88.24,76.07,27.22,47.91,44.62,71.24,0.0,23.81,18.67,36.09,47.84,53.97,92.74,13.4,10.51,35.97,15.63,59.43,31.05,71.82,18.85,301.15,279.93,281.13,280.69,248.86,267.94,279.96,251.04,231.7,270.57,214.36,250.9,173.03,158.01,156.66,169.82,228.33,222.79,142.72,212.4,179.78,248.58,237.11,237.17,235.12,207.66,287.5,299.9,296.86,28.27,35.5,33.36,28.74,31.5,38.54,90.12,281.03,280.14,277.02,279.25,71.82,44.2,35.01,42.91,292.43,296.48,265.15,216.0,277.14,260.45,284.1,329.22,219.2,287.3,301.59,251.55,278.54,257.47,277.14,260.45,276.97,225.67,275.53,316.35,248.64,301.59,244.54,205.32,146.43,162.87,172.35,151.56,146.38,184.46,185.03,160.4,188.95,172.35,447.87,420.95,119.83,53.65,109.84,73.95,134.95,52.7,66.81,50.42,86.75,83.72,68.82,72.36,57.99,80.26,85.13
경기도,시흥시,2016,61,17492.0,187.32,183.64,204.66,208.76,182.11,177.45,98.81,96.34,98.85,113.37,105.1,79.96,40.31,27.26,46.26,62.48,23.81,0.0,6.93,59.13,61.71,74.3,83.19,36.55,15.13,57.16,38.79,42.3,51.11,67.08,20.24,322.36,300.38,303.61,299.17,271.58,287.47,302.88,271.12,253.93,292.6,235.61,274.63,196.23,180.71,179.41,193.49,251.85,246.46,166.45,234.08,203.58,272.39,249.15,250.03,247.89,230.25,310.13,322.58,319.3,26.43,22.45,29.01,30.64,18.22,35.85,109.0,304.56,303.73,300.46,302.8,49.29,21.52,11.51,19.1,304.48,311.53,282.86,229.55,291.14,277.04,301.37,341.3,231.1,300.21,312.62,263.04,287.95,267.28,291.14,277.04,286.06,235.29,287.04,325.37,258.61,312.62,258.01,216.39,157.18,175.45,183.4,167.16,159.82,200.72,203.09,175.74,201.35,183.4,459.35,432.21,135.24,56.26,117.61,73.21,144.88,67.97,77.84,68.61,83.59,107.5,92.62,95.63,80.94,102.17,108.49
경기도,안산시,2016,29,12458.0,186.55,185.78,202.9,206.73,183.44,178.26,96.32,101.07,100.72,116.45,103.68,82.39,39.35,34.18,48.76,67.78,18.67,6.93,0.0,52.92,61.01,71.35,88.79,31.96,12.42,53.73,34.2,48.94,44.35,71.54,13.6,315.53,293.5,297.02,292.24,265.05,280.55,296.43,264.22,247.28,285.91,228.8,268.77,189.92,174.2,175.25,188.39,246.97,240.51,161.23,230.63,197.99,266.83,242.7,243.48,241.35,223.7,303.58,316.05,312.69,28.95,27.88,32.44,32.39,23.46,39.17,102.08,298.45,297.68,294.27,296.72,56.06,28.37,16.67,25.04,298.04,304.78,275.94,222.92,284.48,270.17,294.47,334.86,224.65,293.67,306.31,256.65,281.87,261.13,284.48,270.17,280.02,229.15,280.66,319.36,252.43,306.31,251.4,210.04,150.82,168.89,177.03,160.33,153.16,193.87,196.17,168.93,194.83,177.03,453.01,425.89,128.41,50.75,111.61,68.6,138.62,61.07,71.29,61.69,79.65,101.81,87.23,89.43,74.62,95.52,103.79
경기도,안양시,2016,3,60.0,173.74,172.08,190.98,195.11,169.72,164.64,85.32,89.36,87.0,103.11,91.42,68.81,26.63,32.51,35.31,57.37,15.87,13.68,13.74,51.6,48.1,61.08,78.79,25.9,5.59,44.41,28.0,43.57,46.78,59.65,24.33,316.96,295.8,296.59,296.44,264.22,283.79,295.17,266.91,247.29,286.21,230.18,264.96,188.06,173.43,166.97,182.29,240.24,237.05,155.51,220.99,193.34,262.0,251.15,251.49,249.41,223.09,302.9,315.26,312.35,15.85,19.74,20.09,18.77,15.64,26.45,105.84,295.58,294.57,291.73,293.74,56.92,29.94,24.66,30.89,306.51,311.51,280.78,230.54,291.86,275.85,299.66,343.32,233.17,301.67,315.3,265.39,291.59,270.67,291.86,275.85,289.88,238.75,289.4,329.26,261.89,315.3,259.07,218.96,159.85,177.01,185.94,166.64,160.79,199.75,200.7,175.42,203.07,185.94,461.79,434.79,134.81,62.48,121.86,81.3,148.01,67.31,79.95,65.89,92.84,97.78,82.31,87.5,73.43,96.03,96.86
경기도,연천군,2016,104,4173355.0,162.56,125.7,190.12,197.3,133.22,135.18,112.12,21.61,62.22,55.44,104.51,48.19,75.87,62.13,52.72,21.5,92.74,83.19,88.79,122.4,76.42,101.63,0.0,95.55,84.13,97.0,96.54,45.49,122.85,25.0,102.04,383.41,364.77,357.62,369.69,324.46,355.12,353.39,337.12,310.56,349.71,297.61,313.9,246.99,236.29,198.24,224.24,275.78,288.3,201.21,238.95,241.33,306.41,329.78,329.91,327.86,284.97,362.99,374.81,373.43,64.47,60.91,59.39,64.79,65.33,54.55,180.73,347.66,345.73,345.22,345.45,64.54,70.6,83.92,79.9,385.12,388.71,355.3,308.73,369.76,351.76,374.68,421.93,311.84,380.04,394.07,344.12,370.32,349.44,369.76,351.76,368.56,317.51,368.12,407.93,340.67,394.07,337.26,297.74,238.64,255.57,264.72,243.87,239.12,276.3,275.24,252.78,281.65,264.72,540.5,513.53,212.34,139.42,200.29,155.94,226.78,145.44,158.74,142.55,165.16,155.72,139.59,152.53,141.65,165.8,144.04
경기도,오산시,2016,4,20805.0,172.3,183.48,184.83,187.65,177.71,170.39,77.57,112.79,99.64,119.97,88.8,84.84,34.83,60.84,55.43,83.83,13.35,35.3,29.03,23.89,52.54,52.23,105.29,13.48,23.74,34.47,14.44,72.77,17.79,83.54,22.49,288.01,266.65,268.47,267.35,236.34,254.6,267.6,237.73,218.9,257.68,201.22,239.84,160.94,145.47,149.68,160.57,219.51,211.53,133.23,206.82,169.35,238.2,224.99,224.82,222.79,195.05,274.93,287.36,284.17,40.94,48.85,46.13,40.63,44.84,50.77,76.8,269.42,268.66,265.24,267.69,84.31,56.52,45.66,54.06,280.25,283.57,251.87,203.5,264.47,247.3,270.86,317.01,207.15,274.89,289.7,239.57,267.18,246.01,264.47,247.3,265.71,214.32,263.51,305.08,237.14,289.7,232.03,193.54,134.93,150.73,160.67,138.66,134.04,171.41,171.73,147.55,176.81,160.67,435.76,408.91,107.06,47.99,99.78,68.93,123.82,40.57,56.1,37.36,82.58,73.16,59.19,60.4,45.65,67.25,77.33
경기도,의왕시,2016,16,1053.0,174.16,174.91,190.53,194.41,171.91,166.4,84.13,94.2,89.78,106.77,91.27,72.13,27.02,37.44,39.08,62.66,10.51,15.13,12.42,46.52,48.68,59.37,84.13,21.8,0.0,42.06,24.0,49.07,41.24,64.48,20.19,311.66,290.39,291.57,290.89,259.27,278.3,290.31,261.46,242.18,281.06,224.87,260.71,183.3,168.44,164.29,178.73,236.94,232.69,151.81,219.02,189.3,258.04,245.73,246.02,243.94,218.09,297.92,310.31,307.31,20.41,25.32,25.05,22.44,21.17,31.07,100.28,291.08,290.14,287.15,289.27,61.54,34.11,26.63,33.81,301.08,305.95,275.2,225.03,286.33,270.27,294.07,337.9,227.76,296.19,309.94,260.01,286.37,265.41,286.33,270.27,284.69,233.52,284.01,324.08,256.63,309.94,253.57,213.61,154.53,171.56,180.6,161.07,155.3,194.17,195.12,169.86,197.63,180.6,456.4,429.41,129.25,58.1,116.83,77.39,142.76,61.77,74.64,60.3,89.33,93.48,78.24,82.65,68.41,90.77,93.54
경기도,의정부시,2016,3,750.0,161.97,144.46,184.74,190.5,146.19,144.06,89.69,51.65,63.21,71.94,88.15,43.08,39.47,31.15,19.68,18.56,52.78,44.7,49.62,84.04,48.46,72.27,40.04,56.68,44.1,62.73,57.93,22.46,83.21,22.76,62.49,348.12,328.38,324.62,331.56,291.69,317.75,321.6,300.18,276.44,315.61,261.71,286.07,214.37,201.98,177.18,198.75,253.81,259.28,173.72,224.95,213.36,280.59,289.75,289.91,287.85,251.33,330.41,342.5,340.44,24.58,22.37,19.42,25.65,26.48,15.54,141.68,318.58,317.06,315.5,316.53,47.99,38.09,48.07,46.71,345.09,349.09,316.66,268.78,329.9,312.59,335.86,381.89,271.8,340.05,354.03,304.08,330.42,309.49,329.9,312.59,328.7,277.58,328.08,368.08,300.71,354.03,297.32,257.71,198.63,215.54,224.7,204.18,199.13,236.86,236.51,213.06,241.62,224.7,500.46,473.48,172.54,100.35,160.59,117.9,186.83,105.46,118.74,102.87,128.15,122.33,106.02,116.5,104.39,128.32,114.53
경기도,파주시,2016,123,2019635.0,184.26,163.07,207.19,212.93,166.4,165.1,110.74,63.54,84.54,90.05,110.25,64.6,55.72,17.07,40.82,29.37,59.43,42.3,48.94,94.58,69.1,91.38,45.49,67.53,49.07,79.26,69.29,0.0,90.3,39.84,62.5,360.18,339.27,338.8,339.91,306.17,327.36,336.7,310.46,289.87,328.91,273.44,303.62,229.36,215.66,197.74,217.72,273.78,276.32,192.02,246.75,231.16,299.07,291.41,292.34,290.19,265.3,344.9,357.16,354.59,35.84,24.07,31.47,39.63,27.93,32.4,149.31,335.37,334.08,331.94,333.42,25.7,25.57,39.94,34.77,346.72,353.68,324.07,271.84,333.42,318.76,342.81,383.53,273.34,342.51,354.71,305.22,329.67,309.13,333.42,318.76,327.68,277.13,329.22,366.92,300.51,354.71,300.31,258.55,199.36,217.75,225.59,209.1,202.09,242.51,244.06,217.76,243.65,225.59,501.47,474.29,177.18,97.49,159.34,112.3,186.96,109.66,120.15,109.16,120.61,137.73,121.62,129.54,116.12,139.25,132.55
경기도,하남시,2016,2,40.0,148.14,144.28,167.49,172.34,141.85,137.02,66.0,68.11,59.16,76.49,68.13,41.57,12.72,44.81,10.75,42.72,34.8,40.44,41.65,59.35,24.63,45.91,63.19,33.31,30.68,35.49,33.93,45.5,61.49,39.56,50.75,321.43,302.12,297.45,306.49,264.5,292.06,294.36,274.21,249.43,288.61,235.22,259.09,187.15,174.97,152.39,172.39,228.28,232.17,146.98,202.71,186.44,253.98,269.5,269.03,267.05,224.23,303.2,315.28,313.28,14.96,27.79,15.92,9.99,28.15,13.1,117.94,291.43,289.96,288.3,289.4,68.02,47.52,49.48,52.84,324.66,326.36,292.16,247.48,308.01,288.87,311.6,361.35,251.74,318.96,334.39,284.21,312.13,290.93,308.01,288.87,310.68,259.28,308.11,350.04,282.05,334.39,275.94,238.35,179.88,195.29,205.53,181.82,178.39,213.76,212.15,190.81,221.32,205.53,480.19,453.44,150.7,88.04,144.37,107.83,168.79,85.42,100.94,81.02,119.98,95.11,78.8,89.91,78.52,102.64,87.61
경상남도,거제시,2016,45,331943.0,320.13,389.44,297.34,289.85,369.92,355.27,280.86,381.53,343.09,367.85,295.93,342.9,308.82,348.81,331.27,364.01,301.15,322.36,315.53,265.61,307.67,283.02,383.41,292.82,311.66,286.53,291.19,360.18,271.26,358.49,303.95,0.0,29.13,45.76,66.66,70.25,52.61,63.15,57.43,74.77,39.02,86.79,121.52,140.05,147.37,224.02,187.95,183.4,124.87,197.12,245.16,163.85,142.51,168.91,159.04,160.49,100.9,49.3,50.88,40.73,325.42,336.12,330.44,322.91,332.44,332.65,214.74,97.92,103.04,90.96,100.23,371.58,343.88,330.98,339.63,171.42,126.72,84.64,156.43,141.19,103.68,88.54,182.18,173.52,158.1,187.9,174.76,203.53,195.41,141.19,103.68,207.19,196.93,175.85,219.97,192.86,187.9,150.34,185.08,209.19,188.29,195.73,174.54,191.88,146.13,131.32,169.88,177.71,195.73,262.22,246.02,200.23,285.63,243.03,288.33,219.81,257.63,256.42,254.42,294.77,227.92,243.89,231.62,244.21,220.96,242.89
경상남도,거창군,2016,53,1115850.0,245.28,303.62,230.94,225.86,286.75,273.01,184.06,278.64,244.56,269.63,200.83,241.14,202.41,239.45,225.39,257.84,192.21,212.68,205.8,157.38,204.22,180.85,278.07,184.84,202.66,181.35,183.37,251.58,161.78,253.53,193.9,110.5,87.74,102.32,94.42,78.38,77.25,109.31,59.1,55.0,86.58,26.73,120.15,62.05,53.63,153.09,122.62,153.9,98.09,116.81,197.31,102.48,134.41,118.02,110.1,109.85,48.11,110.42,122.77,116.25,217.61,227.54,222.74,215.54,223.68,225.55,104.37,129.39,131.71,121.87,129.28,261.74,234.17,220.95,229.59,155.8,133.41,85.19,92.78,126.62,90.36,105.42,185.63,110.45,144.19,171.81,131.85,168.65,150.88,126.62,90.36,170.35,134.48,147.81,200.58,143.92,171.81,108.58,112.74,110.24,93.74,106.33,71.65,90.61,56.58,35.36,70.39,96.1,106.33,297.46,273.97,91.8,175.29,137.02,179.0,118.12,147.2,146.13,144.34,186.46,125.99,140.77,125.66,136.72,112.79,145.05
경상남도,김해시,2016,77,995653.0,280.61,352.49,256.12,248.24,332.26,317.48,250.54,353.6,312.62,336.86,264.36,314.58,285.16,329.01,306.67,339.32,281.13,303.61,297.02,245.05,281.21,256.07,357.62,271.39,291.57,262.01,269.55,338.8,252.84,332.64,286.55,45.76,58.89,0.0,100.63,33.23,79.14,17.91,71.22,50.3,18.84,75.59,76.11,110.63,123.18,185.62,149.68,138.73,82.93,162.87,201.5,126.19,97.0,190.71,180.89,181.86,73.51,8.48,20.45,15.83,303.23,314.98,308.04,300.16,311.64,309.42,200.41,53.15,58.14,45.71,55.24,352.78,324.98,313.17,321.8,204.14,162.67,113.21,172.89,172.45,131.26,123.3,220.04,191.24,190.61,221.18,199.54,232.05,220.59,172.45,131.26,235.23,215.93,205.27,253.38,216.48,221.18,173.97,199.75,211.25,192.7,203.09,173.38,192.12,151.32,132.41,170.93,188.16,203.09,306.68,289.49,193.66,273.47,239.29,279.42,219.98,242.78,244.83,237.94,287.76,202.4,218.7,209.29,223.17,201.52,214.24
경상남도,남해군,2016,15,80196.0,335.84,397.28,318.26,312.13,379.84,365.84,278.47,371.58,338.75,363.81,295.24,334.66,293.81,326.4,317.0,348.95,280.69,299.17,292.24,247.56,297.35,274.57,369.69,274.88,290.89,273.82,273.64,339.91,249.66,345.54,279.42,66.66,41.98,100.63,0.0,107.31,24.17,117.94,42.84,95.66,83.95,84.77,165.61,148.29,146.16,240.76,206.76,220.18,157.9,207.09,275.45,183.5,185.84,105.57,95.99,97.75,115.09,107.46,113.53,102.99,307.45,316.16,312.66,305.91,312.06,316.1,190.61,152.42,157.06,144.36,154.09,347.06,320.26,306.12,314.53,105.1,62.05,21.27,98.29,74.54,39.04,22.7,119.49,113.25,91.68,121.81,109.53,136.96,129.75,74.54,39.04,140.68,134.82,109.23,154.01,127.94,121.81,86.34,127.05,163.57,141.28,144.76,135.88,149.76,102.61,96.13,128.81,124.48,144.76,214.68,194.48,166.37,254.34,202.61,252.57,175.83,231.44,225.7,230.81,256.29,220.11,234.5,218.38,228.11,203.96,239.47
경상남도,밀양시,2016,87,1493419.0,250.27,320.84,227.1,219.6,300.91,286.18,217.36,320.37,279.47,303.77,231.3,281.36,252.26,296.69,273.64,306.25,248.86,271.58,265.05,212.78,248.04,222.88,324.46,238.87,259.27,229.03,237.0,306.17,221.05,299.48,254.89,70.25,70.49,33.23,107.31,0.0,83.31,32.34,68.22,23.46,31.25,53.03,58.31,77.49,90.87,154.48,118.38,115.61,54.99,130.1,175.66,94.49,78.61,181.76,172.34,172.9,41.45,38.74,51.04,48.99,270.52,282.43,275.28,267.37,279.15,276.55,170.23,52.98,56.29,44.9,53.52,320.62,292.85,281.32,289.94,204.04,167.12,114.16,160.65,172.04,129.89,128.68,224.9,179.23,190.71,221.18,192.65,227.44,213.45,172.04,129.89,230.15,204.13,202.12,252.88,208.19,221.18,167.07,185.32,188.59,171.85,183.76,149.87,168.88,132.46,111.99,148.75,171.23,183.76,320.71,301.46,166.85,243.49,213.15,250.61,196.11,212.08,215.25,206.75,259.68,169.4,185.71,176.78,190.87,169.73,181.01
경상남도,사천시,2016,26,286009.0,314.16,377.24,295.74,289.41,359.34,345.17,260.35,355.89,321.4,346.46,276.78,318.35,279.34,314.54,302.4,334.73,267.94,287.47,280.55,233.79,281.47,258.04,355.12,261.25,278.3,258.53,259.87,327.36,237.13,330.65,268.12,52.61,23.78,79.14,24.17,83.31,0.0,95.86,20.06,71.65,61.5,63.3,141.61,126.67,126.43,218.57,184.08,196.06,133.79,185.81,251.79,160.56,161.75,116.58,106.68,108.06,91.99,86.55,94.03,83.68,294.0,303.42,299.17,292.13,299.44,302.22,178.47,129.7,134.22,121.54,131.24,336.04,308.81,295.07,303.61,125.0,84.54,34.25,103.97,93.37,52.86,45.52,142.35,120.93,111.47,142.04,123.24,153.9,144.12,93.37,52.86,157.3,144.35,126.7,174.24,141.05,142.04,98.33,132.73,161.02,139.33,145.31,129.29,145.15,98.03,86.89,123.35,126.43,145.31,238.77,218.65,157.93,245.54,197.61,245.68,172.48,220.46,216.48,218.86,250.68,203.01,217.97,202.84,213.55,189.48,221.36
경상남도,산청군,2016,49,1121650.0,274.8,333.91,259.45,254.01,316.93,303.14,214.25,307.77,274.49,299.55,231.08,270.6,230.67,265.59,253.78,286.0,218.97,238.54,231.62,184.91,233.43,210.42,306.5,212.36,229.32,210.17,211.01,278.39,188.15,282.15,219.25,90.34,63.9,94.48,64.28,79.7,48.98,105.9,33.7,57.85,76.26,31.35,131.59,89.07,83.39,181.5,149.55,174.35,114.45,146.0,222.57,127.93,148.7,102.71,93.58,93.93,64.34,102.96,114.2,105.81,245.09,254.45,250.27,243.28,250.46,253.4,129.55,132.66,135.97,124.52,133.21,287.19,259.9,246.22,254.78,132.45,105.33,55.22,80.95,101.68,62.48,75.34,159.68,99.53,120.0,149.12,114.59,150.52,135.0,101.68,62.48,152.82,124.43,127.04,179.43,129.21,149.12,89.51,106.17,119.6,99.57,108.96,84.2,101.73,57.47,41.0,79.77,93.7,108.96,268.92,246.03,110.66,197.55,152.7,198.83,129.75,171.7,168.37,169.93,204.74,155.85,170.34,154.56,164.86,140.74,175.26
경상남도,의령군,2016,32,1020546.0,275.71,340.57,256.51,250.03,322.14,307.8,226.66,325.25,288.49,313.47,242.51,286.99,251.04,290.04,273.72,306.4,242.49,263.49,256.65,207.14,250.99,226.75,326.14,234.47,252.99,229.15,232.89,301.67,212.43,301.34,244.99,59.01,39.21,57.92,63.49,48.37,39.74,70.38,21.09,32.38,39.56,28.53,105.41,88.98,91.88,179.72,144.83,157.02,94.77,148.14,212.06,121.12,124.7,134.87,125.24,125.98,52.59,66.39,77.51,69.16,267.16,277.6,272.23,264.8,273.86,274.65,155.73,99.89,103.73,91.59,100.84,312.68,285.01,272.02,280.67,155.75,120.17,66.69,115.54,123.78,81.64,82.94,177.66,134.02,142.47,172.88,145.03,179.34,165.97,123.78,81.64,182.15,158.86,153.8,204.53,161.11,172.88,119.37,141.97,155.35,135.89,145.62,118.64,136.86,94.01,76.18,115.15,130.27,145.62,278.09,257.43,142.36,226.84,186.39,230.14,164.93,198.62,197.66,195.45,237.12,171.43,187.09,173.8,185.94,162.44,188.0
경상남도,진주시,2016,100,588101.0,294.11,357.3,275.83,269.56,339.33,325.15,240.95,337.38,302.23,327.29,257.26,299.6,261.5,298.04,284.46,316.93,251.04,271.12,264.22,216.42,262.95,239.26,337.12,243.88,261.46,240.32,242.44,310.46,220.43,312.54,252.05,57.43,30.21,71.22,42.84,68.22,20.06,86.15,0.0,53.46,52.44,43.28,125.98,106.61,106.69,198.57,164.2,178.08,115.85,165.76,232.64,140.8,145.53,119.53,109.7,110.7,72.29,79.39,88.91,79.3,276.66,286.44,281.8,274.62,282.53,284.64,162.29,117.99,122.14,109.69,119.2,319.98,292.56,279.07,287.67,136.09,99.28,45.99,102.85,104.08,61.97,61.86,156.91,120.89,122.69,153.25,128.39,161.53,149.44,104.08,61.97,164.56,145.33,135.3,185.14,145.26,153.25,102.78,130.68,151.77,130.92,138.77,117.51,134.57,88.72,74.31,112.56,121.46,138.77,257.17,236.38,144.36,231.11,186.1,232.53,162.45,204.75,201.91,202.57,238.37,184.09,199.26,184.64,195.82,171.87,202.01
경상남도,창녕군,2016,71,3611196.0,247.84,315.36,227.08,220.23,296.2,281.65,206.31,307.78,268.57,293.26,221.21,268.96,236.98,279.61,258.94,291.69,231.7,253.93,247.28,195.69,234.39,209.48,310.56,222.35,242.18,214.15,220.58,289.87,203.01,285.58,236.59,74.77,65.4,50.3,95.66,23.46,71.65,54.6,53.46,0.0,39.19,29.64,74.67,65.31,74.47,151.49,115.82,124.65,62.4,122.67,180.47,91.73,93.15,160.52,151.31,151.72,26.16,57.66,70.29,65.65,254.51,265.94,259.41,251.64,262.48,261.1,150.11,75.8,78.72,67.9,76.07,303.17,275.35,263.31,271.96,186.29,152.26,98.7,138.52,154.51,112.66,115.32,209.53,157.06,173.2,203.34,172.07,207.52,192.65,154.51,112.66,210.02,181.91,182.99,234.59,187.02,203.34,146.71,162.54,165.24,148.39,160.33,126.59,145.58,109.12,88.56,125.33,148.05,160.33,310.33,289.8,144.49,223.19,190.59,229.39,172.94,192.52,194.59,187.79,238.02,154.85,171.04,160.37,173.88,151.76,168.67
경상남도,창원시,2016,130,170560.0,281.22,351.09,258.32,250.84,331.38,316.69,244.79,346.74,307.06,331.62,259.35,307.87,276.15,318.46,298.13,330.88,270.57,292.6,285.91,234.61,273.5,248.55,349.71,261.38,281.06,253.33,259.63,328.91,241.58,324.73,274.99,39.02,43.28,18.84,83.95,31.25,61.5,34.4,52.44,39.19,0.0,60.06,85.41,103.74,113.65,185.22,149.12,145.68,86.07,159.31,206.62,125.08,106.37,171.88,162.07,163.03,64.88,27.18,37.94,29.95,293.62,304.95,298.53,290.78,301.46,300.27,187.46,68.46,73.13,60.43,70.16,341.88,314.07,301.82,310.48,186.29,145.75,95.23,154.1,154.47,112.98,106.43,203.4,172.43,172.78,203.38,180.81,213.56,201.86,154.47,112.98,216.69,197.1,186.93,235.54,197.69,203.38,155.21,181.09,194.14,175.12,185.13,156.72,175.28,133.44,115.04,153.83,169.8,185.13,293.63,275.49,178.36,260.09,223.49,265.07,203.26,230.19,231.18,225.9,272.91,194.01,210.22,199.47,212.85,190.46,207.49
